"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","[c]","36820","38500"
"Leaver CS","2022","Digital, Data & Technology","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","EO","15","[c]","28780","27130"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Land Registry","SEO/HEO","45","[c]","38940","38450"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Intellectual Property Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Met Office","AA/AO","20","[c]","18800","17900"
"Leaver CS","2022","Digital, Data & Technology","Met Office","EO","10","[c]","26810","27010"
"Leaver CS","2022","Digital, Data & Technology","Met Office","G6/G7","15","[c]","52100","49860"
"Leaver CS","2022","Digital, Data & Technology","Met Office","SEO/HEO","40","[c]","37180","36510"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","AA/AO","35","[c]","21920","21170"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","EO","55","[c]","28250","26930"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","G6/G7","15","[c]","60150","59380"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","SEO/HEO","75","[c]","37390","36380"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","SEO/HEO","20","[c]","36970","38940"
"Leaver CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","SEO/HEO","15","[c]","39440","36120"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","EO","20","[c]","23900","23630"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","G6/G7","15","[c]","54650","53530"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","SEO/HEO","50","[c]","34230","33960"
"Leaver CS","2022","Digital, Data & Technology","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","EO","10","[c]","23180","25280"
"Leaver CS","2022","Finance","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","AA/AO","10","[c]","21880","21260"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","G6/G7","15","[c]","54770","52750"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","SEO/HEO","40","[c]","36720","35310"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","AA/AO","25","[c]","21660","21380"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","EO","20","[c]","27430","26800"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","SEO/HEO","35","[c]","41230","40580"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Rural Payments Agency","AA/AO","90","[c]","21180","21300"
"Leaver CS","2022","Grants Management","Rural Payments Agency","EO","45","[c]","25610","25830"
"Leaver CS","2022","Grants Management","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Rural Payments Agency","SEO/HEO","20","[c]","32120","31900"
"Leaver CS","2022","Grants Management","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","AA/AO","15","[c]","21260","21050"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","EO","10","[c]","27140","27500"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","G6/G7","15","[c]","58790","56520"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","SEO/HEO","25","[c]","36810","37300"
"Leaver CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
