"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","UK Statistics Authority","Project Delivery","South East (England)","SEO","40","40","37080","36840"
"In post","2022","UK Statistics Authority","Project Delivery","Wales","EO","10","10","24630","23880"
"In post","2022","UK Statistics Authority","Project Delivery","Wales","G6","15","15","61240","59740"
"In post","2022","UK Statistics Authority","Project Delivery","Wales","G7","40","40","51030","50210"
"In post","2022","UK Statistics Authority","Project Delivery","Wales","HEO","20","20","30570","30210"
"In post","2022","UK Statistics Authority","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Project Delivery","Wales","SEO","30","25","37090","36840"
"In post","2022","UK Statistics Authority","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","South East (England)","G7","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","South East (England)","HEO","20","20","30490","30210"
"In post","2022","UK Statistics Authority","Security","South East (England)","SEO","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Wales","G7","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","London","G7","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","London","HEO","40","40","33670","33710"
"In post","2022","UK Statistics Authority","Social Research","London","SEO","25","20","41470","41340"
"In post","2022","UK Statistics Authority","Social Research","North East (England)","HEO","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","South East (England)","G7","45","45","51660","50230"
"In post","2022","UK Statistics Authority","Social Research","South East (England)","HEO","95","90","31120","30710"
"In post","2022","UK Statistics Authority","Social Research","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","South East (England)","SEO","80","75","38640","38340"
"In post","2022","UK Statistics Authority","Social Research","Wales","G6","15","15","61580","59740"
"In post","2022","UK Statistics Authority","Social Research","Wales","G7","60","55","50920","50210"
"In post","2022","UK Statistics Authority","Social Research","Wales","HEO","135","135","30840","30710"
"In post","2022","UK Statistics Authority","Social Research","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","Wales","SEO","135","125","38690","38340"
"In post","2022","UK Statistics Authority","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","London","G6","10","10","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","London","G7","15","15","56230","53210"
"In post","2022","UK Statistics Authority","Statistics","London","HEO","30","30","33670","33710"
"In post","2022","UK Statistics Authority","Statistics","London","SCS level","10","10","92140","76410"
"In post","2022","UK Statistics Authority","Statistics","London","SEO","20","20","41440","41340"
"In post","2022","UK Statistics Authority","Statistics","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","EO","10","10","24950","24070"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","G6","15","15","62450","60940"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","G7","30","30","51710","50210"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","HEO","40","35","31010","30710"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","South East (England)","SEO","40","40","38550","38340"
"In post","2022","UK Statistics Authority","Statistics","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","Wales","EO","15","15","23880","23880"
"In post","2022","UK Statistics Authority","Statistics","Wales","G6","30","30","61980","60940"
"In post","2022","UK Statistics Authority","Statistics","Wales","G7","90","85","51510","50210"
"In post","2022","UK Statistics Authority","Statistics","Wales","HEO","90","85","30900","30710"
"In post","2022","UK Statistics Authority","Statistics","Wales","SCS level","10","10","81800","72000"
"In post","2022","UK Statistics Authority","Statistics","Wales","SEO","110","110","38230","38340"
"In post","2022","UK Supreme Court","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","London","SEO","5","5","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","London","EO","10","10","27580","27870"
"In post","2022","UK Supreme Court","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Commercial","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Communications","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Digital, Data and Technology","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","London","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","London","SEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North West (England)","HEO","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Wales","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Yorkshire and The Humber","HEO","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Human Resources","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Knowledge and Information Management","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East Midlands (England)","AO","10","10","22040","22040"
"In post","2022","Valuation Office Agency","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East of England","AO","10","10","22040","22040"
"In post","2022","Valuation Office Agency","Operational Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East of England","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","East of England","SEO","10","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","London","AO","20","15","26390","26800"
"In post","2022","Valuation Office Agency","Operational Delivery","London","EO","10","10","31160","30610"
"In post","2022","Valuation Office Agency","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","London","G7","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","London","HEO","20","20","37040","36990"
"In post","2022","Valuation Office Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","London","SEO","25","25","46560","47040"
"In post","2022","Valuation Office Agency","Operational Delivery","North East (England)","AO","265","250","21960","22010"
"In post","2022","Valuation Office Agency","Operational Delivery","North East (England)","EO","50","50","25950","26030"
"In post","2022","Valuation Office Agency","Operational Delivery","North East (England)","G7","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","North East (England)","HEO","20","20","33060","32060"
"In post","2022","Valuation Office Agency","Operational Delivery","North East (England)","SEO","10","10","40680","40160"
"In post","2022","Valuation Office Agency","Operational Delivery","North West (England)","AO","10","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","North West (England)","G7","10","10","54950","55210"
"In post","2022","Valuation Office Agency","Operational Delivery","North West (England)","HEO","10","10","32040","31900"
"In post","2022","Valuation Office Agency","Operational Delivery","North West (England)","SEO","15","15","40940","40160"
"In post","2022","Valuation Office Agency","Operational Delivery","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South East (England)","AO","10","10","22020","22010"
"In post","2022","Valuation Office Agency","Operational Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South East (England)","HEO","10","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South East (England)","SEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","AO","260","240","21990","22010"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","EO","50","45","25950","26030"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","G7","10","10","55040","56170"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","HEO","25","25","32510","31900"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","South West (England)","SEO","15","15","40180","40160"
"In post","2022","Valuation Office Agency","Operational Delivery","Wales","AO","35","35","22030","22010"
"In post","2022","Valuation Office Agency","Operational Delivery","Wales","EO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Wales","G7","10","10","55210","54240"
"In post","2022","Valuation Office Agency","Operational Delivery","Wales","HEO","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Wales","SEO","10","10","40990","40160"
"In post","2022","Valuation Office Agency","Operational Delivery","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","West Midlands (England)","HEO","10","10","32310","31900"
"In post","2022","Valuation Office Agency","Operational Delivery","West Midlands (England)","SEO","10","10","40990","40160"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","AO","35","30","22040","22040"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","EO","15","10","26690","26880"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","G7","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","HEO","20","20","32730","33370"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Delivery","Yorkshire and The Humber","SEO","15","15","41310","42240"
"In post","2022","Valuation Office Agency","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Research","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Research","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Operational Research","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Policy","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","London","G7","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","London","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","London","SEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
