"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Valuation Office Agency","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Project Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","East Midlands (England)","AO","15","15","22140","22040"
"In post","2022","Valuation Office Agency","Property","East Midlands (England)","EO","50","40","26630","26950"
"In post","2022","Valuation Office Agency","Property","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","East Midlands (England)","G7","15","15","56400","57150"
"In post","2022","Valuation Office Agency","Property","East Midlands (England)","HEO","25","25","32530","32890"
"In post","2022","Valuation Office Agency","Property","East Midlands (England)","SEO","25","25","45040","44610"
"In post","2022","Valuation Office Agency","Property","East of England","AO","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","East of England","EO","50","45","27190","27000"
"In post","2022","Valuation Office Agency","Property","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","East of England","G7","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","East of England","HEO","35","35","32790","32890"
"In post","2022","Valuation Office Agency","Property","East of England","SEO","35","35","45260","44610"
"In post","2022","Valuation Office Agency","Property","London","AO","40","35","26230","25750"
"In post","2022","Valuation Office Agency","Property","London","EO","190","175","30770","30620"
"In post","2022","Valuation Office Agency","Property","London","G6","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","London","G7","50","50","62480","63750"
"In post","2022","Valuation Office Agency","Property","London","HEO","120","115","36090","37400"
"In post","2022","Valuation Office Agency","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","London","SEO","95","90","49490","49900"
"In post","2022","Valuation Office Agency","Property","North East (England)","AO","10","10","21950","22030"
"In post","2022","Valuation Office Agency","Property","North East (England)","EO","75","70","26220","26030"
"In post","2022","Valuation Office Agency","Property","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","North East (England)","G7","15","10","56720","57150"
"In post","2022","Valuation Office Agency","Property","North East (England)","HEO","40","40","31710","32500"
"In post","2022","Valuation Office Agency","Property","North East (England)","SEO","40","35","44380","44530"
"In post","2022","Valuation Office Agency","Property","North West (England)","AO","15","15","22000","22040"
"In post","2022","Valuation Office Agency","Property","North West (England)","EO","110","105","26410","26880"
"In post","2022","Valuation Office Agency","Property","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","North West (England)","G7","25","25","56490","57150"
"In post","2022","Valuation Office Agency","Property","North West (England)","HEO","75","70","32380","32220"
"In post","2022","Valuation Office Agency","Property","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","North West (England)","SEO","50","45","44690","44610"
"In post","2022","Valuation Office Agency","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Scotland","G7","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Scotland","SEO","20","20","45110","44610"
"In post","2022","Valuation Office Agency","Property","South East (England)","AO","15","10","22440","22040"
"In post","2022","Valuation Office Agency","Property","South East (England)","EO","55","55","26560","26950"
"In post","2022","Valuation Office Agency","Property","South East (England)","G6","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","South East (England)","G7","15","10","57580","58090"
"In post","2022","Valuation Office Agency","Property","South East (England)","HEO","35","30","33330","33560"
"In post","2022","Valuation Office Agency","Property","South East (England)","SEO","45","40","45040","44610"
"In post","2022","Valuation Office Agency","Property","South West (England)","AO","10","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","South West (England)","EO","75","70","26530","26950"
"In post","2022","Valuation Office Agency","Property","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","South West (England)","G7","30","25","56000","57150"
"In post","2022","Valuation Office Agency","Property","South West (England)","HEO","50","50","31790","32890"
"In post","2022","Valuation Office Agency","Property","South West (England)","SEO","55","50","44730","44530"
"In post","2022","Valuation Office Agency","Property","Wales","AO","15","10","22530","22040"
"In post","2022","Valuation Office Agency","Property","Wales","EO","50","45","26680","26880"
"In post","2022","Valuation Office Agency","Property","Wales","G6","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Wales","G7","25","25","56360","57150"
"In post","2022","Valuation Office Agency","Property","Wales","HEO","35","35","32570","33370"
"In post","2022","Valuation Office Agency","Property","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Wales","SEO","40","35","44780","44610"
"In post","2022","Valuation Office Agency","Property","West Midlands (England)","AO","25","20","22170","22040"
"In post","2022","Valuation Office Agency","Property","West Midlands (England)","EO","65","60","26460","26880"
"In post","2022","Valuation Office Agency","Property","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","West Midlands (England)","G7","20","15","56260","57150"
"In post","2022","Valuation Office Agency","Property","West Midlands (England)","HEO","55","50","32350","32890"
"In post","2022","Valuation Office Agency","Property","West Midlands (England)","SEO","45","40","45190","44610"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","AO","20","20","22090","22040"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","EO","100","90","26670","26950"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","G7","20","20","56550","57150"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","HEO","65","60","32630","33370"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Property","Yorkshire and The Humber","SEO","55","50","44990","44610"
"In post","2022","Valuation Office Agency","Social Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Social Research","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","London","HEO","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North East (England)","G7","5","5","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North East (England)","HEO","10","10","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Statistics","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Communications","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Communications","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Communications","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Vehicle Certification Agency","Finance","South West (England)","AO","[c]","[c]","[c]","[c]"
