"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","230","215","46290","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Female","LGBO","30","30","44250","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Female","Unknown","40","40","41100","38670"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","290","285","47760","43430"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Male","LGBO","35","35","45130","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Male","Undeclared","30","30","45890","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Male","Unknown","55","55","40560","37930"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","105","100","39510","37310"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","125","125","38970","36300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","165","155","49410","44180"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Female","Unknown","40","40","42490","34260"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","160","155","46960","42010"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Male","Unknown","55","55","43500","37920"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","55","50","42080","39460"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","50","50","40720","39460"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","Heterosexual / straight","40","40","41660","33400"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","Heterosexual / straight","70","70","44110","38500"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Male","Unknown","30","30","49710","39230"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
