"Status","Year","Ethnicity","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other ethnicity","Home Office","Home Office","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Home Office","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Records of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Public Health England","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Public Health England","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Revenue Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Fiscal Commission","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Housing Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Security Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","The National Archives","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Transport Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Export Finance","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Statistics Authority","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Prosecution Service","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Prosecution Service","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Equipment and Support","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education (excl. agencies)","Department for Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","40","[c]","37970","36000"
"New entrant CS","2022","Undeclared","Department for International Trade","Department for International Trade","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport (excl. agencies)","Department for Transport","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","35","[c]","33640","31060"
"New entrant CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","170","[c]","25940","24250"
"New entrant CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Disclosure Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Education and Skills Funding Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Legal Department","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Property Agency","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","Department for Work and Pensions","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","Ministry of Justice","London","40","[c]","36270","33700"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","Ministry of Justice","Outside London","145","[c]","28070","25840"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","40","[c]","27140","26590"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","HM Treasury","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Maritime and Coastguard Agency","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Crime Agency","National Crime Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Public Guardian","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","Scottish Government","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","Scottish Government","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","Department of Health and Social Care","London","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","Department of Health and Social Care","Outside London","35","[c]","37560","36330"
"New entrant CS","2022","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","65","[c]","24550","24370"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","London","585","[c]","36320","28000"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","300","[c]","45330","28000"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","100","[c]","36820","28000"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","Charity Commission","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","Charity Commission","Outside London","50","[c]","26350","24440"
"New entrant CS","2022","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","45","[c]","26400","20100"
"New entrant CS","2022","Unknown","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","Cabinet Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","Attorney General's Departments","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Ministry of Defence","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","Ministry of Defence","Outside London","245","[c]","27820","24750"
