"Status","Year","Ethnicity","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Female","Heterosexual / straight","230","[c]","37940","31540"
"Leaver CS","2022","White","Scottish Government","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Female","Unknown","75","[c]","36050","30040"
"Leaver CS","2022","White","Scottish Government","Male","Heterosexual / straight","270","[c]","40130","35000"
"Leaver CS","2022","White","Scottish Government","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Male","Unknown","120","[c]","36410","31060"
"Leaver CS","2022","White","Scottish Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Female","Heterosexual / straight","135","[c]","27800","23050"
"Leaver CS","2022","White","UK Statistics Authority","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Male","Heterosexual / straight","155","[c]","28120","23130"
"Leaver CS","2022","White","UK Statistics Authority","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Female","Heterosexual / straight","110","[c]","39460","36080"
"Leaver CS","2022","White","Welsh Government","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Male","Heterosexual / straight","90","[c]","45370","37410"
"Leaver CS","2022","White","Welsh Government","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Female","Heterosexual / straight","50","[c]","43900","36890"
"Leaver Dept.","2022","Asian","Cabinet Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Male","Heterosexual / straight","35","[c]","42850","34550"
"Leaver Dept.","2022","Asian","Cabinet Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Chancellor's other departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","40","[c]","46020","38160"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","30","[c]","36470","33640"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Department for Transport","Male","Undeclared","[c]","[c]","[c]","[c]"
