"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","1180","1155","25720","24090"
"In post","2022","20-29","White","AA","Heterosexual / straight","1420","1380","20740","20890"
"In post","2022","20-29","White","AA","LGBO","235","230","20760","20890"
"In post","2022","20-29","White","AA","Undeclared","75","75","20480","20890"
"In post","2022","20-29","White","AA","Unknown","45","45","18910","18310"
"In post","2022","20-29","White","AO","Heterosexual / straight","10940","10695","23270","21680"
"In post","2022","20-29","White","AO","LGBO","1600","1570","22950","21260"
"In post","2022","20-29","White","AO","Undeclared","590","570","22950","21300"
"In post","2022","20-29","White","AO","Unknown","465","450","22370","21260"
"In post","2022","20-29","White","EO","Heterosexual / straight","10845","10730","27120","27130"
"In post","2022","20-29","White","EO","LGBO","1505","1495","27240","27540"
"In post","2022","20-29","White","EO","Undeclared","640","630","27110","27230"
"In post","2022","20-29","White","EO","Unknown","510","505","26880","27130"
"In post","2022","20-29","White","G6","Heterosexual / straight","170","170","65100","64700"
"In post","2022","20-29","White","G6","LGBO","30","30","65630","65360"
"In post","2022","20-29","White","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","White","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","G7","Heterosexual / straight","2340","2330","53870","53380"
"In post","2022","20-29","White","G7","LGBO","435","430","53930","53380"
"In post","2022","20-29","White","G7","Undeclared","170","165","54360","53420"
"In post","2022","20-29","White","G7","Unknown","70","70","51570","52500"
"In post","2022","20-29","White","HEO","Heterosexual / straight","8215","8175","32800","33000"
"In post","2022","20-29","White","HEO","LGBO","1300","1290","32850","33070"
"In post","2022","20-29","White","HEO","Undeclared","595","595","32920","32790"
"In post","2022","20-29","White","HEO","Unknown","595","595","31540","29750"
"In post","2022","20-29","White","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","SEO","Heterosexual / straight","3385","3375","40160","40070"
"In post","2022","20-29","White","SEO","LGBO","535","530","40210","40050"
"In post","2022","20-29","White","SEO","Undeclared","240","240","39920","40070"
"In post","2022","20-29","White","SEO","Unknown","180","180","39510","38070"
"In post","2022","20-29","White","Unknown","Heterosexual / straight","2180","2150","26220","24270"
"In post","2022","20-29","White","Unknown","LGBO","275","275","24940","23170"
"In post","2022","20-29","White","Unknown","Undeclared","90","90","25830","24090"
"In post","2022","20-29","White","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Asian","AA","Heterosexual / straight","90","75","21030","21650"
"In post","2022","30-39","Asian","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Asian","AA","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Asian","AO","Heterosexual / straight","1575","1410","22620","21260"
"In post","2022","30-39","Asian","AO","LGBO","30","30","22940","21260"
"In post","2022","30-39","Asian","AO","Undeclared","95","85","22320","21260"
"In post","2022","30-39","Asian","AO","Unknown","150","125","21930","21260"
"In post","2022","30-39","Asian","EO","Heterosexual / straight","2465","2345","28020","27570"
"In post","2022","30-39","Asian","EO","LGBO","40","40","27600","27570"
"In post","2022","30-39","Asian","EO","Undeclared","110","100","27760","27570"
"In post","2022","30-39","Asian","EO","Unknown","170","155","28010","27570"
"In post","2022","30-39","Asian","G6","Heterosexual / straight","230","220","68960","66310"
"In post","2022","30-39","Asian","G6","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Asian","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Asian","G6","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Asian","G7","Heterosexual / straight","920","905","55130","54400"
"In post","2022","30-39","Asian","G7","LGBO","35","35","53910","53380"
"In post","2022","30-39","Asian","G7","Undeclared","50","50","55710","54700"
"In post","2022","30-39","Asian","G7","Unknown","60","55","56540","55210"
"In post","2022","30-39","Asian","HEO","Heterosexual / straight","1565","1520","33990","33370"
"In post","2022","30-39","Asian","HEO","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Asian","HEO","Undeclared","60","55","34000","33370"
"In post","2022","30-39","Asian","HEO","Unknown","110","105","34330","33370"
"In post","2022","30-39","Asian","SCS level","Heterosexual / straight","50","50","83310","76240"
"In post","2022","30-39","Asian","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","SEO","Heterosexual / straight","975","960","41520","40670"
"In post","2022","30-39","Asian","SEO","LGBO","35","35","41430","40600"
"In post","2022","30-39","Asian","SEO","Undeclared","45","45","40700","40520"
"In post","2022","30-39","Asian","SEO","Unknown","65","65","40930","40520"
"In post","2022","30-39","Asian","Unknown","Heterosexual / straight","205","190","28850","27980"
"In post","2022","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Black","AA","Heterosexual / straight","55","50","22440","22140"
"In post","2022","30-39","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","AO","Heterosexual / straight","615","575","24780","23310"
"In post","2022","30-39","Black","AO","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Black","AO","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Black","AO","Unknown","30","25","24060","21500"
"In post","2022","30-39","Black","EO","Heterosexual / straight","950","920","28770","28670"
"In post","2022","30-39","Black","EO","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Black","EO","Undeclared","30","30","28750","28870"
"In post","2022","30-39","Black","EO","Unknown","70","60","29520","31020"
"In post","2022","30-39","Black","G6","Heterosexual / straight","40","40","67700","66230"
"In post","2022","30-39","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","G7","Heterosexual / straight","285","280","54180","53380"
"In post","2022","30-39","Black","G7","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Black","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Black","G7","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Black","HEO","Heterosexual / straight","620","615","34130","34000"
"In post","2022","30-39","Black","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Black","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Black","HEO","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Black","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","SEO","Heterosexual / straight","370","365","40930","40600"
"In post","2022","30-39","Black","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Black","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Black","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Heterosexual / straight","220","215","29960","27980"
"In post","2022","30-39","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","AA","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","30-39","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","AO","Heterosexual / straight","340","310","24010","21960"
"In post","2022","30-39","Mixed","AO","LGBO","30","30","23240","21640"
"In post","2022","30-39","Mixed","AO","Undeclared","30","25","[c]","[c]"
"In post","2022","30-39","Mixed","AO","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","EO","Heterosexual / straight","475","455","28290","27570"
"In post","2022","30-39","Mixed","EO","LGBO","55","50","28440","27570"
"In post","2022","30-39","Mixed","EO","Undeclared","45","40","27880","27570"
"In post","2022","30-39","Mixed","EO","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","G6","Heterosexual / straight","95","95","66460","65470"
"In post","2022","30-39","Mixed","G6","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","G6","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","G6","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","G7","Heterosexual / straight","325","320","54990","54700"
"In post","2022","30-39","Mixed","G7","LGBO","50","50","54740","54540"
"In post","2022","30-39","Mixed","G7","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","G7","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","HEO","Heterosexual / straight","340","330","34160","33370"
"In post","2022","30-39","Mixed","HEO","LGBO","45","45","33410","33470"
"In post","2022","30-39","Mixed","HEO","Undeclared","30","30","33910","33370"
"In post","2022","30-39","Mixed","HEO","Unknown","35","35","33230","33330"
"In post","2022","30-39","Mixed","SCS level","Heterosexual / straight","35","35","78920","75600"
"In post","2022","30-39","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","SEO","Heterosexual / straight","290","280","41270","40650"
"In post","2022","30-39","Mixed","SEO","LGBO","35","35","41800","40520"
"In post","2022","30-39","Mixed","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Mixed","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Heterosexual / straight","145","140","29620","30200"
"In post","2022","30-39","Mixed","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AO","Heterosexual / straight","85","80","24350","22600"
"In post","2022","30-39","Other ethnicity","AO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","AO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","EO","Heterosexual / straight","115","110","28760","28310"
"In post","2022","30-39","Other ethnicity","EO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","EO","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G7","Heterosexual / straight","75","75","54830","53600"
"In post","2022","30-39","Other ethnicity","G7","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G7","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","G7","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","HEO","Heterosexual / straight","100","100","34240","34410"
"In post","2022","30-39","Other ethnicity","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SEO","Heterosexual / straight","65","65","40870","40180"
"In post","2022","30-39","Other ethnicity","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SEO","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","AA","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","30-39","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","AA","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","AA","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","AO","Heterosexual / straight","140","130","23550","21840"
"In post","2022","30-39","Undeclared","AO","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","AO","Undeclared","345","325","24150","21680"
"In post","2022","30-39","Undeclared","AO","Unknown","105","85","22230","21260"
"In post","2022","30-39","Undeclared","EO","Heterosexual / straight","190","180","28600","27570"
"In post","2022","30-39","Undeclared","EO","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","EO","Undeclared","530","510","28070","27570"
"In post","2022","30-39","Undeclared","EO","Unknown","120","110","29260","27570"
"In post","2022","30-39","Undeclared","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","G6","Undeclared","105","105","67160","66440"
"In post","2022","30-39","Undeclared","G6","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","G7","Heterosexual / straight","75","75","55940","54760"
"In post","2022","30-39","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","G7","Undeclared","325","320","54780","54650"
"In post","2022","30-39","Undeclared","G7","Unknown","95","95","51020","49910"
"In post","2022","30-39","Undeclared","HEO","Heterosexual / straight","105","105","33900","33370"
"In post","2022","30-39","Undeclared","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","HEO","Undeclared","430","420","33970","33300"
"In post","2022","30-39","Undeclared","HEO","Unknown","70","65","33160","33080"
"In post","2022","30-39","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","SEO","Heterosexual / straight","65","65","40370","40180"
"In post","2022","30-39","Undeclared","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","SEO","Undeclared","365","360","41650","40640"
"In post","2022","30-39","Undeclared","SEO","Unknown","85","85","40720","39960"
"In post","2022","30-39","Undeclared","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","Undeclared","80","75","33770","32690"
"In post","2022","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
