"Status","Year","Disability","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","London","215","[c]","42650","37930"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","Outside London","615","[c]","35690","33080"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Knowledge and Information Management","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","London","45","[c]","43920","34550"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Finance","London","100","[c]","43580","40650"
"New entrant CS","2022","Unknown","Finance","Finance","Outside London","345","[c]","32690","29360"
"New entrant CS","2022","Unknown","Finance","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Human Resources","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Human Resources","London","130","[c]","34530","32330"
"New entrant CS","2022","Unknown","Human Resources","Human Resources","Outside London","235","[c]","33280","28000"
"New entrant CS","2022","Unknown","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Internal Audit","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Legal","London","55","[c]","43130","37610"
"New entrant CS","2022","Unknown","Legal","Legal","Outside London","60","[c]","40820","43920"
"New entrant CS","2022","Unknown","Legal","Operational Delivery","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Operational Delivery","Outside London","60","[c]","22450","22200"
"New entrant CS","2022","Unknown","Legal","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Communications","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Geography","Outside London","35","[c]","26560","20420"
"New entrant CS","2022","Unknown","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","International Trade","London","85","[c]","35880","31800"
"New entrant CS","2022","Unknown","No function","International Trade","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Legal","London","35","[c]","37500","34260"
"New entrant CS","2022","Unknown","No function","Legal","Outside London","30","[c]","31140","30450"
"New entrant CS","2022","Unknown","No function","Medicine","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Medicine","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Operational Delivery","London","1685","[c]","34000","30520"
"New entrant CS","2022","Unknown","No function","Operational Delivery","Outside London","8790","[c]","25210","23140"
"New entrant CS","2022","Unknown","No function","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Operational Delivery","Unknown","150","[c]","26630","24780"
"New entrant CS","2022","Unknown","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Other","London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Other","Outside London","90","[c]","24330","21640"
"New entrant CS","2022","Unknown","No function","Planning","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Policy","London","555","[c]","38260","33570"
"New entrant CS","2022","Unknown","No function","Policy","Outside London","470","[c]","32930","29360"
"New entrant CS","2022","Unknown","No function","Policy","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Project Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Psychology","Outside London","50","[c]","25700","24620"
"New entrant CS","2022","Unknown","No function","Science and Engineering","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Science and Engineering","Outside London","60","[c]","33930","30350"
"New entrant CS","2022","Unknown","No function","Tax","London","70","[c]","34220","34180"
"New entrant CS","2022","Unknown","No function","Tax","Outside London","535","[c]","26310","26590"
"New entrant CS","2022","Unknown","No function","Unknown","London","540","[c]","31170","28000"
"New entrant CS","2022","Unknown","No function","Unknown","Outside London","265","[c]","29130","28000"
"New entrant CS","2022","Unknown","No function","Unknown","Unknown","145","[c]","28510","28000"
"New entrant CS","2022","Unknown","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","No function","Veterinarian","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Operational Delivery","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Other","Outside London","75","[c]","26790","22450"
"New entrant CS","2022","Unknown","Project Delivery","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Project Delivery","London","55","[c]","47420","43430"
"New entrant CS","2022","Unknown","Project Delivery","Project Delivery","Outside London","210","[c]","37340","36830"
"New entrant CS","2022","Unknown","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Science and Engineering","Outside London","155","[c]","30660","28940"
"New entrant CS","2022","Unknown","Project Delivery","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Operational Delivery","Outside London","130","[c]","22300","21750"
"New entrant CS","2022","Unknown","Property","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Other","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Property","Property","London","65","[c]","36680","31350"
