"Status","Year","Ethnicity","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Flintshire and Wrexham","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Glasgow City","Outside London","30","[c]","31510","27400"
"New entrant CS","2022","Mixed","Gloucestershire CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Greater Manchester North West","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Greater Manchester South West","Outside London","35","[c]","26570","23850"
"New entrant CS","2022","Mixed","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Hackney and Newham","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Haringey and Islington","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Harrow and Hillingdon","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Heart of Essex","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Hertfordshire CC","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Hounslow and Richmond upon Thames","London","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Kensington & Chelsea and Hammersmith & Fulham","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Lambeth","London","35","[c]","37730","32330"
"New entrant CS","2022","Mixed","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Leeds","Outside London","40","[c]","30690","26730"
"New entrant CS","2022","Mixed","Leicester","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Lewisham and Southwark","London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Lincolnshire CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Liverpool","Outside London","35","[c]","26300","25120"
"New entrant CS","2022","Mixed","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Luton","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Manchester","Outside London","35","[c]","27770","26590"
"New entrant CS","2022","Mixed","Medway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Mid Lancashire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Milton Keynes","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Monmouthshire and Newport","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North Hampshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Norwich and East Norfolk","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Nottingham","Outside London","40","[c]","25240","26360"
"New entrant CS","2022","Mixed","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Portsmouth","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Powys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Redbridge and Waltham Forest","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Sefton","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Sheffield","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Solihull","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South Hampshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Southampton","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Staffordshire CC","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Stoke-on-Trent","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Suffolk CC","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Swansea","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Swindon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Torbay","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tower Hamlets","London","45","[c]","34840","34260"
"New entrant CS","2022","Mixed","Tyneside","Outside London","40","[c]","26160","21840"
"New entrant CS","2022","Mixed","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Walsall","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wandsworth","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Warrington","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Essex","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Northamptonshire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Surrey","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Sussex (North East)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Westminster","London","275","[c]","35720","33570"
"New entrant CS","2022","Mixed","Wiltshire","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wirral","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wolverhampton","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","York","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Barnet","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bedford","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Belfast","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Birmingham","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bradford","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Brent","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bristol, City of","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Bromley","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Caithness and Sutherland, and Ross and Cromarty","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Camden and City of London","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cardiff and Vale of Glamorgan","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","City of Edinburgh","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Coventry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Croydon","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Darlington","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Derby","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Derry City and Strabane","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Devon CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Dorset","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Dudley","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Durham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ealing","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Enfield","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Glasgow City","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Greater Manchester South West","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Hackney and Newham","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Haringey and Islington","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Hounslow and Richmond upon Thames","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Lambeth","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Leeds","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Leicester","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Lewisham and Southwark","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Luton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Manchester","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Mid and East Antrim","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Powys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Sefton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Sheffield","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Solihull","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Southampton","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Suffolk CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Swansea","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Swindon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Torbay","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tower Hamlets","London","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tyneside","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Walsall","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wandsworth","London","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Warrington","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Essex","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
