"Status","Year","Age","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Declared disabled","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Legal","40","40","38760","41710"
"In post","2022","20-29","Declared disabled","Legal","Operational Delivery","45","45","24130","23770"
"In post","2022","20-29","Declared disabled","Legal","Other","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Economics","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Geography","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","International Trade","35","35","38110","38160"
"In post","2022","20-29","Declared disabled","No function","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Operational Delivery","2295","2240","25870","25120"
"In post","2022","20-29","Declared disabled","No function","Operational Research","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Other","135","135","26220","27070"
"In post","2022","20-29","Declared disabled","No function","Planning","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Policy","620","615","37440","34020"
"In post","2022","20-29","Declared disabled","No function","Project Delivery","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Psychology","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Science and Engineering","105","100","27880","27960"
"In post","2022","20-29","Declared disabled","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Tax","125","125","29240","26820"
"In post","2022","20-29","Declared disabled","No function","Unknown","130","130","35170","33370"
"In post","2022","20-29","Declared disabled","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Commercial","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Operational Delivery","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Other","35","35","23810","22500"
"In post","2022","20-29","Declared disabled","Project Delivery","Policy","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Project Delivery","130","125","32540","32300"
"In post","2022","20-29","Declared disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Science and Engineering","80","80","28910","27540"
"In post","2022","20-29","Declared disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Operational Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Property","40","40","30540","26560"
"In post","2022","20-29","Declared disabled","Property","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Intelligence Analysis","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Security","45","45","28500","27680"
"In post","2022","20-29","Declared disabled","Security","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Finance","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Human Resources","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Medicine","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Operational Delivery","130","125","25310","24880"
"In post","2022","20-29","Declared disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Other","55","50","25360","23170"
"In post","2022","20-29","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Policy","70","70","37000","35310"
"In post","2022","20-29","Declared disabled","Unknown","Project Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Science and Engineering","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Social Research","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","220","215","31060","28990"
"In post","2022","20-29","Declared non-disabled","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Economics","515","515","38330","34710"
"In post","2022","20-29","Declared non-disabled","Analysis","Finance","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Human Resources","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Operational Delivery","80","75","30990","30210"
"In post","2022","20-29","Declared non-disabled","Analysis","Operational Research","155","155","35390","34080"
"In post","2022","20-29","Declared non-disabled","Analysis","Other","75","75","37370","34260"
"In post","2022","20-29","Declared non-disabled","Analysis","Policy","105","105","39160","36650"
"In post","2022","20-29","Declared non-disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Science and Engineering","115","115","28390","29230"
"In post","2022","20-29","Declared non-disabled","Analysis","Social Research","280","275","36010","33850"
"In post","2022","20-29","Declared non-disabled","Analysis","Statistics","435","435","36700","34710"
"In post","2022","20-29","Declared non-disabled","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Unknown","55","55","30520","27500"
"In post","2022","20-29","Declared non-disabled","Commercial","Commercial","420","420","32050","31260"
"In post","2022","20-29","Declared non-disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Finance","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Operational Delivery","60","60","35700","33080"
"In post","2022","20-29","Declared non-disabled","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Project Delivery","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Science and Engineering","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Unknown","55","55","37780","33370"
"In post","2022","20-29","Declared non-disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Communications","360","360","34840","33160"
"In post","2022","20-29","Declared non-disabled","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
