"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Communications","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","G6/G7","Heterosexual / straight","55","[c]","62150","60000"
"Leaver CS","2022","40-49","Digital, Data and Technology","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","80","[c]","39320","39040"
"Leaver CS","2022","40-49","Digital, Data and Technology","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Digital, Data and Technology","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Geography","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Knowledge and Information Management","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6/G7","Heterosexual / straight","50","[c]","58290","55610"
"Leaver CS","2022","40-49","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","AA/AO","Heterosexual / straight","780","[c]","21520","21260"
"Leaver CS","2022","40-49","Operational Delivery","AA/AO","LGBO","65","[c]","21810","21260"
"Leaver CS","2022","40-49","Operational Delivery","AA/AO","Undeclared","65","[c]","21620","21260"
"Leaver CS","2022","40-49","Operational Delivery","AA/AO","Unknown","310","[c]","21760","21300"
"Leaver CS","2022","40-49","Operational Delivery","EO","Heterosexual / straight","615","[c]","27960","27570"
"Leaver CS","2022","40-49","Operational Delivery","EO","LGBO","55","[c]","28370","27570"
"Leaver CS","2022","40-49","Operational Delivery","EO","Undeclared","70","[c]","27410","27570"
"Leaver CS","2022","40-49","Operational Delivery","EO","Unknown","130","[c]","27450","27570"
"Leaver CS","2022","40-49","Operational Delivery","G6/G7","Heterosexual / straight","100","[c]","56480","55130"
"Leaver CS","2022","40-49","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","G6/G7","Unknown","50","[c]","58680","55000"
"Leaver CS","2022","40-49","Operational Delivery","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","SEO/HEO","Heterosexual / straight","225","[c]","37550","36330"
"Leaver CS","2022","40-49","Operational Delivery","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","SEO/HEO","Unknown","65","[c]","37250","36800"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","Heterosexual / straight","130","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Delivery","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","AA/AO","Heterosexual / straight","90","[c]","21160","21170"
"Leaver CS","2022","40-49","Other","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","EO","Heterosexual / straight","50","[c]","27350","27570"
"Leaver CS","2022","40-49","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","SEO/HEO","Heterosexual / straight","35","[c]","36330","34500"
"Leaver CS","2022","40-49","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning Inspectors","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Planning Inspectors","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","G6/G7","Heterosexual / straight","60","[c]","59570","57710"
"Leaver CS","2022","40-49","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Policy","SCS level","Undeclared","5","[c]","[c]","[c]"
