"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Digital, Data and Technology","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","370","325","38550","37590"
"In post","2022","60-64","Digital, Data and Technology","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","SEO/HEO","Undeclared","90","80","38500","37640"
"In post","2022","60-64","Digital, Data and Technology","SEO/HEO","Unknown","75","65","38310","38130"
"In post","2022","60-64","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","AA/AO","Heterosexual / straight","70","60","22100","21830"
"In post","2022","60-64","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Finance","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","60-64","Finance","EO","Heterosexual / straight","160","145","27580","26930"
"In post","2022","60-64","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","EO","Undeclared","30","25","[c]","[c]"
"In post","2022","60-64","Finance","EO","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Finance","G6/G7","Heterosexual / straight","85","75","59120","58770"
"In post","2022","60-64","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","60-64","Finance","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","60-64","Finance","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","SEO/HEO","Heterosexual / straight","315","285","38650","37130"
"In post","2022","60-64","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","SEO/HEO","Undeclared","60","55","39860","39690"
"In post","2022","60-64","Finance","SEO/HEO","Unknown","45","40","38340","38330"
"In post","2022","60-64","Finance","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Geography","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","AA/AO","Heterosexual / straight","100","85","22030","21490"
"In post","2022","60-64","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2022","60-64","Human Resources","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","EO","Heterosexual / straight","90","75","28080","27570"
"In post","2022","60-64","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Human Resources","EO","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Human Resources","G6/G7","Heterosexual / straight","75","65","59730","58770"
"In post","2022","60-64","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","SEO/HEO","Heterosexual / straight","215","180","37920","37590"
"In post","2022","60-64","Human Resources","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","SEO/HEO","Undeclared","30","25","37640","37450"
"In post","2022","60-64","Human Resources","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2022","60-64","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","G6/G7","Heterosexual / straight","55","55","76860","75500"
"In post","2022","60-64","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","EO","Heterosexual / straight","70","60","28760","28350"
"In post","2022","60-64","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SEO/HEO","Heterosexual / straight","40","35","39920","39420"
"In post","2022","60-64","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2022","60-64","Intelligence Analysis","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Heterosexual / straight","40","35","40560","41770"
"In post","2022","60-64","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","AA/AO","Heterosexual / straight","40","35","22450","21380"
"In post","2022","60-64","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","EO","Heterosexual / straight","40","35","28450","27570"
"In post","2022","60-64","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","EO","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","50","50","38880","38680"
"In post","2022","60-64","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","60-64","Legal","EO","Heterosexual / straight","50","40","28520","28070"
"In post","2022","60-64","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","EO","Undeclared","15","10","[c]","[c]"
"In post","2022","60-64","Legal","EO","Unknown","25","20","[c]","[c]"
"In post","2022","60-64","Legal","G6/G7","Heterosexual / straight","225","195","62760","62590"
"In post","2022","60-64","Legal","G6/G7","LGBO","15","10","[c]","[c]"
"In post","2022","60-64","Legal","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2022","60-64","Legal","G6/G7","Unknown","100","80","62810","60810"
"In post","2022","60-64","Legal","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","60-64","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Legal","SEO/HEO","Heterosexual / straight","135","105","42080","41130"
"In post","2022","60-64","Legal","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","60-64","Legal","SEO/HEO","Undeclared","30","25","44670","47100"
"In post","2022","60-64","Legal","SEO/HEO","Unknown","30","25","42990","40910"
"In post","2022","60-64","Medicine","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","60-64","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medicine","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
