"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Leeds","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Wakefield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Wakefield","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","West Yorkshire","Wakefield","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Bedfordshire and Hertfordshire","Luton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","G7","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","East Wales","Cardiff and Vale of Glamorgan","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Eastern Scotland","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Haringey and Islington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","AO","25","25","21160","19750"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","EO","155","155","27950","26750"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","G6","65","60","75600","76480"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","G7","235","230","57410","56510"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","HEO","145","140","35280","34850"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","SCS level","50","45","99850","91560"
"In post","2022","Office of Gas and Electricity Markets","Inner London - East","Tower Hamlets","SEO","70","70","42660","42000"
"In post","2022","Office of Gas and Electricity Markets","Lancashire","Mid Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Lincolnshire","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Outer London - East and North East","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Outer London - West and North West","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Southern Scotland","South Lanarkshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Tees Valley and Durham","Durham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","AO","35","30","19150","18280"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","EO","190","185","24520","23700"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","G6","25","20","69280","69600"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","G7","135","130","51780","50180"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","HEO","130","125","32050","31720"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","SCS level","5","5","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Central Scotland","Glasgow City","SEO","65","60","38530","38000"
"In post","2022","Office of Gas and Electricity Markets","West Midlands","Birmingham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","West Midlands","Coventry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Greater Manchester","Greater Manchester South East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Northumberland, and Tyne and Wear","Tyneside","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Shropshire and Staffordshire","Staffordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","Surrey, East and West Sussex","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Birmingham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","AA","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","EO","25","25","23790","23250"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","G6","25","25","65090","63950"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","G7","80","75","49070","47880"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","HEO","65","60","32430","31620"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","SCS level","15","15","95630","85100"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Coventry","SEO","65","60","39470","38760"
"In post","2022","Office of Qualifications and Examinations Regulation","West Midlands","Solihull","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","15","15","55360","51610"
"In post","2022","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Greater Manchester","Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Greater Manchester","Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Greater Manchester","Manchester","G7","20","15","57980","60010"
"In post","2022","Office of Rail and Road","Greater Manchester","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","Greater Manchester","Manchester","SEO","10","10","[c]","[c]"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","AO","15","15","24090","23510"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","EO","20","20","31230","29920"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","G6","25","25","74650","74070"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","G7","80","75","61010","60650"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","HEO","25","25","35920","34650"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","SCS level","15","15","109000","95620"
"In post","2022","Office of Rail and Road","Inner London - East","Tower Hamlets","SEO","35","35","45130","43510"
"In post","2022","Office of Rail and Road","North Yorkshire","York","AO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","North Yorkshire","York","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","North Yorkshire","York","G7","10","10","59750","60010"
"In post","2022","Office of Rail and Road","North Yorkshire","York","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","North Yorkshire","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","North Yorkshire","York","SEO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","West Central Scotland","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","West Central Scotland","Glasgow City","G6","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","West Central Scotland","Glasgow City","G7","15","15","55600","55000"
"In post","2022","Office of Rail and Road","West Central Scotland","Glasgow City","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","West Central Scotland","Glasgow City","SEO","5","5","[c]","[c]"
"In post","2022","Office of Rail and Road","West Midlands","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","West Midlands","Birmingham","G6","[c]","[c]","[c]","[c]"
