"Status","Year","Age","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","East of England","Essex Haven Gateway","Outside London","165","155","31480","29290"
"In post","2022","30-39","East of England","Essex Thames Gateway","Outside London","150","140","27280","24630"
"In post","2022","30-39","East of England","Heart of Essex","Outside London","265","255","32420","30780"
"In post","2022","30-39","East of England","Hertfordshire CC","Outside London","590","565","35780","32120"
"In post","2022","30-39","East of England","Luton","Outside London","90","85","26530","27370"
"In post","2022","30-39","East of England","North and West Norfolk","Outside London","150","140","27260","26900"
"In post","2022","30-39","East of England","Norwich and East Norfolk","Outside London","380","350","29190","26840"
"In post","2022","30-39","East of England","Peterborough","Outside London","275","245","28040","24890"
"In post","2022","30-39","East of England","Southend-on-Sea","Outside London","130","120","31690","29290"
"In post","2022","30-39","East of England","Suffolk CC","Outside London","720","675","29620","27570"
"In post","2022","30-39","East of England","Thurrock","Outside London","70","65","26860","25180"
"In post","2022","30-39","East of England","West Essex","Outside London","110","105","29770","29290"
"In post","2022","30-39","London","Barking & Dagenham and Havering","London","125","110","32130","31060"
"In post","2022","30-39","London","Barnet","London","370","350","37990","34100"
"In post","2022","30-39","London","Bexley and Greenwich","London","375","365","32600","31890"
"In post","2022","30-39","London","Brent","London","95","90","31540","31060"
"In post","2022","30-39","London","Bromley","London","75","65","30620","31060"
"In post","2022","30-39","London","Camden and City of London","London","460","445","41150","35050"
"In post","2022","30-39","London","Croydon","London","2010","1940","40260","37290"
"In post","2022","30-39","London","Ealing","London","80","75","32310","31060"
"In post","2022","30-39","London","Enfield","London","55","50","33030","31060"
"In post","2022","30-39","London","Hackney and Newham","London","1175","1135","42410","37930"
"In post","2022","30-39","London","Haringey and Islington","London","340","325","32390","31060"
"In post","2022","30-39","London","Harrow and Hillingdon","London","560","540","30770","29080"
"In post","2022","30-39","London","Hounslow and Richmond upon Thames","London","660","640","32770","31460"
"In post","2022","30-39","London","Kensington & Chelsea and Hammersmith & Fulham","London","205","200","33410","31850"
"In post","2022","30-39","London","Lambeth","London","855","830","41940","40070"
"In post","2022","30-39","London","Lewisham and Southwark","London","310","300","32940","31060"
"In post","2022","30-39","London","Merton, Kingston upon Thames and Sutton","London","125","120","33240","31060"
"In post","2022","30-39","London","Redbridge and Waltham Forest","London","240","225","30950","31060"
"In post","2022","30-39","London","Tower Hamlets","London","1670","1625","49740","50460"
"In post","2022","30-39","London","Wandsworth","London","215","215","33700","32970"
"In post","2022","30-39","London","Westminster","London","15220","14855","50650","53130"
"In post","2022","30-39","North East (England)","Darlington","Outside London","310","295","36920","36050"
"In post","2022","30-39","North East (England)","Durham","Outside London","1140","1065","26830","25700"
"In post","2022","30-39","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","335","315","26970","27570"
"In post","2022","30-39","North East (England)","Northumberland","Outside London","75","70","29320","27570"
"In post","2022","30-39","North East (England)","South Teesside","Outside London","210","195","26490","24890"
"In post","2022","30-39","North East (England)","Sunderland","Outside London","755","680","26360","26590"
"In post","2022","30-39","North East (England)","Tyneside","Outside London","4100","3875","31440","27570"
"In post","2022","30-39","North West (England)","Blackburn with Darwen","Outside London","100","95","26880","27570"
"In post","2022","30-39","North West (England)","Blackpool","Outside London","825","785","27830","27570"
"In post","2022","30-39","North West (England)","Cheshire East","Outside London","255","240","29220","27120"
"In post","2022","30-39","North West (England)","Cheshire West and Chester","Outside London","85","80","27820","24910"
"In post","2022","30-39","North West (England)","Chorley and West Lancashire","Outside London","360","345","29370","27120"
"In post","2022","30-39","North West (England)","East Cumbria","Outside London","150","135","27420","24920"
"In post","2022","30-39","North West (England)","East Lancashire","Outside London","110","100","27960","27570"
"In post","2022","30-39","North West (England)","East Merseyside","Outside London","180","170","29040","27570"
"In post","2022","30-39","North West (England)","Greater Manchester North East","Outside London","230","220","28040","27570"
"In post","2022","30-39","North West (England)","Greater Manchester North West","Outside London","365","345","25700","25700"
"In post","2022","30-39","North West (England)","Greater Manchester South East","Outside London","155","145","26270","26310"
"In post","2022","30-39","North West (England)","Greater Manchester South West","Outside London","1965","1890","32990","30820"
"In post","2022","30-39","North West (England)","Lancaster and Wyre","Outside London","200","190","26050","26350"
"In post","2022","30-39","North West (England)","Liverpool","Outside London","3070","2910","29410","26590"
"In post","2022","30-39","North West (England)","Manchester","Outside London","2435","2355","35050","31990"
"In post","2022","30-39","North West (England)","Mid Lancashire","Outside London","890","825","27320","24800"
"In post","2022","30-39","North West (England)","Sefton","Outside London","1110","1050","29620","27280"
"In post","2022","30-39","North West (England)","Warrington","Outside London","630","610","33420","32770"
"In post","2022","30-39","North West (England)","West Cumbria","Outside London","245","225","27790","24920"
"In post","2022","30-39","North West (England)","Wirral","Outside London","335","315","27670","24900"
"In post","2022","30-39","Northern Ireland","Antrim and Newtownabbey","Outside London","35","35","29890","30350"
"In post","2022","30-39","Northern Ireland","Ards and North Down","Outside London","25","25","28790","26770"
"In post","2022","30-39","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Belfast","Outside London","845","815","30340","26820"
"In post","2022","30-39","Northern Ireland","Causeway Coast and Glens","Outside London","5","5","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Lisburn and Castlereagh","Outside London","65","60","28520","25590"
"In post","2022","30-39","Northern Ireland","Mid and East Antrim","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Mid Ulster","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Newry, Mourne and Down","Outside London","10","10","[c]","[c]"
"In post","2022","30-39","Overseas","Overseas","Overseas","1035","1030","46720","49920"
"In post","2022","30-39","Scotland","Aberdeen City and Aberdeenshire","Outside London","450","430","34230","31540"
"In post","2022","30-39","Scotland","Angus and Dundee City","Outside London","525","505","27260","27230"
"In post","2022","30-39","Scotland","Caithness and Sutherland, and Ross and Cromarty","Outside London","30","30","30850","27570"
"In post","2022","30-39","Scotland","City of Edinburgh","Outside London","3445","3340","38240","34600"
"In post","2022","30-39","Scotland","Clackmannanshire and Fife","Outside London","225","215","30790","27570"
"In post","2022","30-39","Scotland","Dumfries and Galloway","Outside London","110","105","30190","28980"
"In post","2022","30-39","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","160","150","28430","27570"
"In post","2022","30-39","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","515","505","30550","27940"
"In post","2022","30-39","Scotland","East Lothian and Midlothian","Outside London","15","15","30440","27400"
"In post","2022","30-39","Scotland","Falkirk","Outside London","400","360","27580","27570"
"In post","2022","30-39","Scotland","Glasgow City","Outside London","3310","3190","33490","30950"
"In post","2022","30-39","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","170","165","31420","27570"
"In post","2022","30-39","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","205","195","30150","27570"
"In post","2022","30-39","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","60","60","29100","27360"
"In post","2022","30-39","Scotland","Na h-Eileanan Siar","Outside London","25","25","27130","27230"
"In post","2022","30-39","Scotland","North Lanarkshire","Outside London","540","505","27470","26820"
"In post","2022","30-39","Scotland","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scotland","Perth and Kinross, and Stirling","Outside London","315","305","31030","30020"
"In post","2022","30-39","Scotland","Scottish Borders","Outside London","110","100","29890","27570"
"In post","2022","30-39","Scotland","Shetland Islands","Outside London","20","15","30140","27040"
"In post","2022","30-39","Scotland","South Ayrshire","Outside London","50","45","28750","27570"
"In post","2022","30-39","Scotland","South Lanarkshire","Outside London","880","835","31830","27230"
"In post","2022","30-39","Scotland","West Lothian","Outside London","75","70","32580","27570"
"In post","2022","30-39","South East (England)","Berkshire","Outside London","575","555","34470","31880"
"In post","2022","30-39","South East (England)","Brighton and Hove","Outside London","120","110","30500","27570"
"In post","2022","30-39","South East (England)","Buckinghamshire","Outside London","350","335","33160","30700"
"In post","2022","30-39","South East (England)","Central Hampshire","Outside London","820","795","37440","38070"
"In post","2022","30-39","South East (England)","East Kent","Outside London","760","715","27320","25220"
"In post","2022","30-39","South East (England)","East Surrey","Outside London","240","230","33610","33890"
"In post","2022","30-39","South East (England)","East Sussex CC","Outside London","340","310","27220","27570"
"In post","2022","30-39","South East (England)","Isle of Wight","Outside London","160","160","26890","26610"
"In post","2022","30-39","South East (England)","Kent Thames Gateway","Outside London","395","380","30500","30700"
"In post","2022","30-39","South East (England)","Medway","Outside London","320","305","30530","30120"
