"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Psychology","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Psychology","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Science and Engineering","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Social Research","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Statistics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Tax","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
