"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","AA/AO","45","[c]","21320","21300"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
