"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Finance","London","SCS level","35","35","80230","76750"
"In post","2022","30-39","Finance","London","SEO/HEO","270","265","39900","40450"
"In post","2022","30-39","Finance","Outside London","AA/AO","225","200","21360","21250"
"In post","2022","30-39","Finance","Outside London","EO","325","305","26250","26630"
"In post","2022","30-39","Finance","Outside London","G6/G7","355","345","54950","53000"
"In post","2022","30-39","Finance","Outside London","SCS level","10","10","78160","74280"
"In post","2022","30-39","Finance","Outside London","SEO/HEO","890","860","36040","35310"
"In post","2022","30-39","Finance","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Grants Management","Outside London","AA/AO","250","230","21260","21300"
"In post","2022","30-39","Grants Management","Outside London","EO","125","115","25020","24920"
"In post","2022","30-39","Grants Management","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Grants Management","Outside London","SEO/HEO","55","50","30970","29690"
"In post","2022","30-39","Human Resources","London","AA/AO","15","15","25090","24210"
"In post","2022","30-39","Human Resources","London","EO","85","80","28240","27700"
"In post","2022","30-39","Human Resources","London","G6/G7","250","245","59770","58600"
"In post","2022","30-39","Human Resources","London","SCS level","20","20","81520","76480"
"In post","2022","30-39","Human Resources","London","SEO/HEO","295","290","38400","37930"
"In post","2022","30-39","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Outside London","AA/AO","305","275","21500","21170"
"In post","2022","30-39","Human Resources","Outside London","EO","470","445","26540","26670"
"In post","2022","30-39","Human Resources","Outside London","G6/G7","260","255","54670","54160"
"In post","2022","30-39","Human Resources","Outside London","SCS level","15","15","78880","75510"
"In post","2022","30-39","Human Resources","Outside London","SEO/HEO","890","855","34880","33370"
"In post","2022","30-39","Human Resources","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","G6/G7","15","15","58090","56350"
"In post","2022","30-39","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","London","SEO/HEO","15","15","40070","41000"
"In post","2022","30-39","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Outside London","G6/G7","20","20","50740","48780"
"In post","2022","30-39","Internal Audit","Outside London","SEO/HEO","65","60","38130","39200"
"In post","2022","30-39","Legal","London","AA/AO","60","55","23530","23770"
"In post","2022","30-39","Legal","London","EO","140","135","28690","27710"
"In post","2022","30-39","Legal","London","G6/G7","995","950","57860","53050"
"In post","2022","30-39","Legal","London","SCS level","45","40","78770","74130"
"In post","2022","30-39","Legal","London","SEO/HEO","155","150","38360","37930"
"In post","2022","30-39","Legal","Outside London","AA/AO","150","130","22460","22200"
"In post","2022","30-39","Legal","Outside London","EO","220","210","26780","26820"
"In post","2022","30-39","Legal","Outside London","G6/G7","660","630","54410","53050"
"In post","2022","30-39","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Outside London","SEO/HEO","455","435","40920","40000"
"In post","2022","30-39","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","London","AA/AO","1285","1220","28200","25740"
"In post","2022","30-39","No function","London","EO","2190","2110","31000","31060"
"In post","2022","30-39","No function","London","G6/G7","4595","4485","58440","55430"
"In post","2022","30-39","No function","London","SCS level","525","510","78310","74240"
"In post","2022","30-39","No function","London","SEO/HEO","3820","3740","38540","38580"
"In post","2022","30-39","No function","London","Unknown","520","500","33210","34100"
"In post","2022","30-39","No function","Outside London","AA/AO","16815","15335","23090","21260"
"In post","2022","30-39","No function","Outside London","EO","13160","12450","27990","27570"
"In post","2022","30-39","No function","Outside London","G6/G7","2405","2340","54070","53320"
"In post","2022","30-39","No function","Outside London","SCS level","80","75","80470","74700"
"In post","2022","30-39","No function","Outside London","SEO/HEO","9485","9205","35560","33370"
"In post","2022","30-39","No function","Outside London","Unknown","3845","3545","28460","26310"
"In post","2022","30-39","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Overseas","G6/G7","225","220","56340","54470"
"In post","2022","30-39","No function","Overseas","SCS level","20","20","76950","73320"
"In post","2022","30-39","No function","Overseas","SEO/HEO","235","235","36920","34450"
"In post","2022","30-39","No function","Unknown","AA/AO","25","25","22080","21260"
"In post","2022","30-39","No function","Unknown","EO","65","65","28420","27570"
"In post","2022","30-39","No function","Unknown","G6/G7","15","15","55280","54700"
"In post","2022","30-39","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","No function","Unknown","SEO/HEO","40","40","32810","31900"
"In post","2022","30-39","No function","Unknown","Unknown","10","10","31930","29240"
"In post","2022","30-39","Project Delivery","London","AA/AO","10","5","24240","24810"
"In post","2022","30-39","Project Delivery","London","EO","50","50","29810","30630"
"In post","2022","30-39","Project Delivery","London","G6/G7","675","660","59140","56630"
"In post","2022","30-39","Project Delivery","London","SCS level","45","45","83750","79930"
"In post","2022","30-39","Project Delivery","London","SEO/HEO","375","370","39990","40050"
"In post","2022","30-39","Project Delivery","Outside London","AA/AO","60","55","21260","21260"
"In post","2022","30-39","Project Delivery","Outside London","EO","515","485","24390","25640"
"In post","2022","30-39","Project Delivery","Outside London","G6/G7","895","875","53340","53500"
"In post","2022","30-39","Project Delivery","Outside London","SCS level","10","10","81970","75650"
"In post","2022","30-39","Project Delivery","Outside London","SEO/HEO","2800","2705","35750","35450"
"In post","2022","30-39","Project Delivery","Outside London","Unknown","360","350","39360","39860"
"In post","2022","30-39","Project Delivery","Overseas","G6/G7","165","165","55260","54280"
"In post","2022","30-39","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Overseas","SEO/HEO","55","55","38620","38600"
"In post","2022","30-39","Project Delivery","Overseas","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","London","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Property","London","EO","40","40","25980","28310"
"In post","2022","30-39","Property","London","G6/G7","85","85","60130","58420"
"In post","2022","30-39","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","London","SEO/HEO","110","110","39930","38890"
"In post","2022","30-39","Property","Outside London","AA/AO","250","240","22300","22010"
"In post","2022","30-39","Property","Outside London","EO","260","250","26470","26350"
"In post","2022","30-39","Property","Outside London","G6/G7","185","180","55170","54240"
"In post","2022","30-39","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Outside London","SEO/HEO","570","555","36390","34770"
"In post","2022","30-39","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Overseas","SEO/HEO","20","20","37810","36450"
"In post","2022","30-39","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","London","AA/AO","45","45","28610","25640"
"In post","2022","30-39","Security","London","EO","60","55","30370","29250"
"In post","2022","30-39","Security","London","G6/G7","95","95","59730","58550"
"In post","2022","30-39","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","London","SEO/HEO","220","215","40330","40520"
"In post","2022","30-39","Security","London","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Security","Outside London","AA/AO","985","975","28720","26640"
"In post","2022","30-39","Security","Outside London","EO","195","195","32560","27470"
"In post","2022","30-39","Security","Outside London","G6/G7","45","45","55720","53500"
"In post","2022","30-39","Security","Outside London","SEO/HEO","340","335","36380","33380"
"In post","2022","30-39","Security","Outside London","Unknown","20","20","34670","34340"
"In post","2022","30-39","Security","Overseas","G6/G7","15","15","55250","54700"
"In post","2022","30-39","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Overseas","SEO/HEO","25","25","36560","34770"
"In post","2022","30-39","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Unknown","EO","5","5","[c]","[c]"
"In post","2022","30-39","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","London","AA/AO","265","235","25120","25630"
"In post","2022","30-39","Unknown","London","EO","820","780","29090","28850"
"In post","2022","30-39","Unknown","London","G6/G7","1115","1090","61140","57680"
"In post","2022","30-39","Unknown","London","SCS level","55","55","78010","75830"
"In post","2022","30-39","Unknown","London","SEO/HEO","1375","1345","39480","41950"
"In post","2022","30-39","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Outside London","AA/AO","2945","2705","22030","21680"
"In post","2022","30-39","Unknown","Outside London","EO","4340","4125","26400","25310"
"In post","2022","30-39","Unknown","Outside London","G6/G7","1365","1315","58750","57190"
"In post","2022","30-39","Unknown","Outside London","SCS level","40","35","81910","78810"
"In post","2022","30-39","Unknown","Outside London","SEO/HEO","4555","4400","36920","36700"
"In post","2022","30-39","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","AA/AO","10","5","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","EO","35","35","27260","26350"
"In post","2022","30-39","Unknown","Overseas","G6/G7","30","30","61770","59730"
"In post","2022","30-39","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","SEO/HEO","75","75","41100","40120"
"In post","2022","30-39","Unknown","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SEO/HEO","20","15","38060","39030"
"In post","2022","30-39","Unknown","Unknown","Unknown","395","395","37300","34460"
"In post","2022","40-49","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","London","EO","15","15","30140","30320"
"In post","2022","40-49","Analysis","London","G6/G7","415","380","65960","62360"
"In post","2022","40-49","Analysis","London","SCS level","55","50","86560","81400"
"In post","2022","40-49","Analysis","London","SEO/HEO","170","165","41750","42010"
"In post","2022","40-49","Analysis","Outside London","AA/AO","10","10","21480","21440"
"In post","2022","40-49","Analysis","Outside London","EO","100","95","25480","25010"
"In post","2022","40-49","Analysis","Outside London","G6/G7","395","370","55320","52650"
"In post","2022","40-49","Analysis","Outside London","SCS level","20","20","78080","74100"
"In post","2022","40-49","Analysis","Outside London","SEO/HEO","480","445","36400","36840"
"In post","2022","40-49","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Commercial","London","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","Commercial","London","EO","10","10","29000","28700"
"In post","2022","40-49","Commercial","London","G6/G7","295","290","64870","64500"
