"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Oxfordshire CC","15","15","27660","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Peterborough","15","15","27250","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Plymouth","30","25","28280","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Portsmouth","10","10","26700","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Powys","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Redbridge and Waltham Forest","55","55","30640","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Sandwell","20","20","27110","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Scottish Borders","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Sefton","50","50","27240","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Sheffield","75","70","35410","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Shropshire","10","10","27970","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Solihull","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Somerset CC","160","135","22800","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South and West Derbyshire","25","20","26950","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South Ayrshire","10","10","28370","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South Hampshire","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South Lanarkshire","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South Teesside","30","30","25260","23690"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","South West Wales","45","40","25620","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Southend-on-Sea","10","10","27840","29290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Staffordshire CC","65","60","27540","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Stoke-on-Trent","20","15","28510","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Suffolk CC","75","70","25640","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Sunderland","505","435","22900","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Swansea","60","60","25440","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Swindon","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other","Telford and Wrekin","15","15","28160","27570"
