"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Transport","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","AA/AO","AO","105","[c]","22260","21840"
"Leaver Dept.","2022","Department for Transport","EO","EO","135","[c]","27940","26780"
"Leaver Dept.","2022","Department for Transport","G6/G7","G6","20","[c]","67190","66230"
"Leaver Dept.","2022","Department for Transport","G6/G7","G7","90","[c]","54740","54650"
"Leaver Dept.","2022","Department for Transport","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","HEO","160","[c]","33320","34000"
"Leaver Dept.","2022","Department for Transport","SEO/HEO","SEO","125","[c]","41630","42470"
"Leaver Dept.","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions","AA/AO","AO","520","[c]","21340","21260"
"Leaver Dept.","2022","Department for Work and Pensions","EO","EO","1870","[c]","28180","27570"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","G6","35","[c]","65590","65860"
"Leaver Dept.","2022","Department for Work and Pensions","G6/G7","G7","100","[c]","53300","52800"
"Leaver Dept.","2022","Department for Work and Pensions","SCS level","SCS level","20","[c]","95610","84860"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","HEO","360","[c]","33020","31990"
"Leaver Dept.","2022","Department for Work and Pensions","SEO/HEO","SEO","200","[c]","38920","37650"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","AA","150","[c]","20370","19520"
"Leaver Dept.","2022","Department of Health and Social Care","AA/AO","AO","670","[c]","21600","21820"
"Leaver Dept.","2022","Department of Health and Social Care","EO","EO","1080","[c]","25860","26880"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","G6","680","[c]","71090","67810"
"Leaver Dept.","2022","Department of Health and Social Care","G6/G7","G7","1495","[c]","53060","52610"
"Leaver Dept.","2022","Department of Health and Social Care","SCS level","SCS level","470","[c]","107400","104960"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","HEO","1625","[c]","31880","32330"
"Leaver Dept.","2022","Department of Health and Social Care","SEO/HEO","SEO","1600","[c]","39910","40070"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","HEO","15","[c]","32050","32350"
"Leaver Dept.","2022","Food Standards Agency","SEO/HEO","SEO","30","[c]","39960","40350"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","EO","EO","30","[c]","26780","26120"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","G6","30","[c]","61810","65590"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","125","[c]","51850","52430"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","130","[c]","35110","33930"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","60","[c]","40460","39630"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","AA/AO","AO","595","[c]","21700","22010"
"Leaver Dept.","2022","HM Revenue and Customs","EO","EO","265","[c]","26440","26880"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","G6","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","G6/G7","G7","95","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","HEO","215","[c]","32810","33370"
"Leaver Dept.","2022","HM Revenue and Customs","SEO/HEO","SEO","100","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","G6/G7","G7","55","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","HEO","95","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","AA/AO","AO","165","[c]","22240","21680"
"Leaver Dept.","2022","Home Office","EO","EO","535","[c]","26370","25210"
"Leaver Dept.","2022","Home Office","G6/G7","G6","60","[c]","68390","68720"
"Leaver Dept.","2022","Home Office","G6/G7","G7","145","[c]","58050","57460"
"Leaver Dept.","2022","Home Office","SCS level","SCS level","25","[c]","96110","91080"
"Leaver Dept.","2022","Home Office","SEO/HEO","HEO","280","[c]","33670","35050"
"Leaver Dept.","2022","Home Office","SEO/HEO","SEO","180","[c]","41670","41970"
"Leaver Dept.","2022","Home Office","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","AA","20","[c]","19800","19810"
"Leaver Dept.","2022","Ministry of Defence","AA/AO","AO","115","[c]","22290","21170"
"Leaver Dept.","2022","Ministry of Defence","EO","EO","225","[c]","25500","26670"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","G6","35","[c]","67770","67010"
"Leaver Dept.","2022","Ministry of Defence","G6/G7","G7","110","[c]","53900","54760"
"Leaver Dept.","2022","Ministry of Defence","SCS level","SCS level","25","[c]","88230","83900"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","HEO","285","[c]","32190","33000"
"Leaver Dept.","2022","Ministry of Defence","SEO/HEO","SEO","275","[c]","41410","40980"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Unknown","20","[c]","37550","37400"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","AA","75","[c]","19220","19200"
"Leaver Dept.","2022","Ministry of Justice","AA/AO","AO","565","[c]","21010","20970"
"Leaver Dept.","2022","Ministry of Justice","EO","EO","285","[c]","25280","25120"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","G6","25","[c]","65080","64740"
"Leaver Dept.","2022","Ministry of Justice","G6/G7","G7","100","[c]","55850","54850"
"Leaver Dept.","2022","Ministry of Justice","SCS level","SCS level","30","[c]","84740","76780"
"Leaver Dept.","2022","Ministry of Justice","SEO/HEO","HEO","280","[c]","31610","30850"
"Leaver Dept.","2022","Ministry of Justice","SEO/HEO","SEO","250","[c]","39670","40640"
"Leaver Dept.","2022","Ministry of Justice","Unknown","Unknown","135","[c]","40530","40220"
"Leaver Dept.","2022","National Crime Agency","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","EO","EO","35","[c]","33420","32770"
"Leaver Dept.","2022","National Crime Agency","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","SEO/HEO","HEO","25","[c]","41170","40170"
"Leaver Dept.","2022","National Crime Agency","SEO/HEO","SEO","20","[c]","45480","48900"
"Leaver Dept.","2022","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","G6/G7","G7","10","[c]","55090","52850"
"Leaver Dept.","2022","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","EO","EO","10","[c]","26310","25880"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","15","[c]","33400","32010"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","15","[c]","41800","41160"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","EO","EO","40","[c]","25100","25560"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","G6/G7","G7","25","[c]","51590","51670"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SEO/HEO","HEO","20","[c]","33810","33820"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","AA/AO","AO","30","[c]","24030","23780"
"Leaver Dept.","2022","Scottish Government","EO","EO","25","[c]","30060","30450"
"Leaver Dept.","2022","Scottish Government","G6/G7","G6","10","[c]","72590","73040"
"Leaver Dept.","2022","Scottish Government","G6/G7","G7","10","[c]","58250","60200"
"Leaver Dept.","2022","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","SEO/HEO","HEO","25","[c]","34610","34600"
"Leaver Dept.","2022","Scottish Government","SEO/HEO","SEO","25","[c]","46030","46910"
"Leaver Dept.","2022","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","AA/AO","AA","10","[c]","21260","20100"
"Leaver Dept.","2022","UK Statistics Authority","AA/AO","AO","15","[c]","20090","19860"
"Leaver Dept.","2022","UK Statistics Authority","EO","EO","30","[c]","24340","23630"
"Leaver Dept.","2022","UK Statistics Authority","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","G6/G7","G7","35","[c]","52480","51210"
"Leaver Dept.","2022","UK Statistics Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","SEO/HEO","HEO","85","[c]","30860","30210"
"Leaver Dept.","2022","UK Statistics Authority","SEO/HEO","SEO","45","[c]","37910","37270"
"Leaver Dept.","2022","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","EO","EO","15","[c]","27580","27980"
"Leaver Dept.","2022","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","G6/G7","G7","10","[c]","58630","60830"
"Leaver Dept.","2022","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","SEO/HEO","HEO","10","[c]","35700","37410"
"Leaver Dept.","2022","Welsh Government","SEO/HEO","SEO","10","[c]","44600","47000"
"New entrant CS","2022","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","AA/AO","AO","320","[c]","21420","21250"
"New entrant CS","2022","Attorney General's Departments","EO","EO","260","[c]","26830","26950"
"New entrant CS","2022","Attorney General's Departments","G6/G7","G6","25","[c]","66260","63730"
"New entrant CS","2022","Attorney General's Departments","G6/G7","G7","260","[c]","51490","50500"
"New entrant CS","2022","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","HEO","155","[c]","38460","38000"
"New entrant CS","2022","Attorney General's Departments","SEO/HEO","SEO","20","[c]","38900","38180"
"New entrant CS","2022","Cabinet Office","AA/AO","AO","150","[c]","20620","21050"
"New entrant CS","2022","Cabinet Office","EO","EO","295","[c]","25670","25520"
"New entrant CS","2022","Cabinet Office","G6/G7","G6","75","[c]","75030","70880"
"New entrant CS","2022","Cabinet Office","G6/G7","G7","365","[c]","58890","54700"
"New entrant CS","2022","Cabinet Office","SCS level","SCS level","60","[c]","108230","105000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","HEO","855","[c]","29530","28000"
"New entrant CS","2022","Cabinet Office","SEO/HEO","SEO","170","[c]","39280","38410"
"New entrant CS","2022","Chancellor's other departments","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","G6/G7","G7","15","[c]","56000","56480"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","HEO","15","[c]","35300","32500"
"New entrant CS","2022","Chancellor's other departments","SEO/HEO","SEO","15","[c]","46980","46250"
"New entrant CS","2022","Charity Commission","AA/AO","AO","20","[c]","17770","17140"
"New entrant CS","2022","Charity Commission","EO","EO","30","[c]","24570","24440"
"New entrant CS","2022","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO/HEO","HEO","25","[c]","29750","29160"
"New entrant CS","2022","Charity Commission","SEO/HEO","SEO","10","[c]","37610","37910"
"New entrant CS","2022","Competition and Markets Authority","AA/AO","AO","25","[c]","22620","22520"
"New entrant CS","2022","Competition and Markets Authority","EO","EO","15","[c]","27180","26750"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G6","10","[c]","74010","73190"
"New entrant CS","2022","Competition and Markets Authority","G6/G7","G7","35","[c]","57790","58280"
"New entrant CS","2022","Competition and Markets Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","HEO","35","[c]","33800","33120"
"New entrant CS","2022","Competition and Markets Authority","SEO/HEO","SEO","10","[c]","43570","43090"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AA","55","[c]","17660","17900"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","AA/AO","AO","265","[c]","21210","21130"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","EO","EO","360","[c]","26310","24780"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G6","25","[c]","65390","64700"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","G6/G7","G7","130","[c]","52160","53380"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","[c]","109030","120000"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","375","[c]","33260","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","235","[c]","41360","40050"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","95","[c]","26110","26180"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","10","[c]","62880","63330"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G7","50","[c]","52640","51730"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","230","[c]","34380","34020"
"New entrant CS","2022","Department for Education","AA/AO","AO","45","[c]","21570","21250"
"New entrant CS","2022","Department for Education","EO","EO","320","[c]","25610","25000"
"New entrant CS","2022","Department for Education","G6/G7","G6","40","[c]","63180","61010"
"New entrant CS","2022","Department for Education","G6/G7","G7","150","[c]","50950","49860"
"New entrant CS","2022","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","SEO/HEO","HEO","275","[c]","30720","29360"
"New entrant CS","2022","Department for Education","SEO/HEO","SEO","260","[c]","37560","36500"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","AA/AO","AO","780","[c]","21550","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","EO","EO","470","[c]","25620","24920"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G6","75","[c]","62340","61710"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","G6/G7","G7","365","[c]","50340","49340"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SCS level","SCS level","30","[c]","81760","76000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","760","[c]","31050","30690"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","465","[c]","37710","36700"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","EO","EO","155","[c]","26070","26250"
"New entrant CS","2022","Department for International Trade","G6/G7","G6","15","[c]","67480","70000"
"New entrant CS","2022","Department for International Trade","G6/G7","G7","50","[c]","52820","51710"
"New entrant CS","2022","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","SEO/HEO","HEO","145","[c]","31630","31800"
"New entrant CS","2022","Department for International Trade","SEO/HEO","SEO","60","[c]","39680","38160"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AA","15","[c]","18200","18200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","AA/AO","AO","40","[c]","22520","23200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","EO","EO","150","[c]","26750","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G6","15","[c]","64240","63470"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","G6/G7","G7","120","[c]","49370","48200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","235","[c]","32120","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","110","[c]","39150","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","AA","280","[c]","18450","18310"
"New entrant CS","2022","Department for Transport","AA/AO","AO","605","[c]","22580","21840"
"New entrant CS","2022","Department for Transport","EO","EO","570","[c]","26680","26130"
"New entrant CS","2022","Department for Transport","G6/G7","G6","50","[c]","65860","65440"
"New entrant CS","2022","Department for Transport","G6/G7","G7","195","[c]","53610","54110"
"New entrant CS","2022","Department for Transport","SCS level","SCS level","20","[c]","82500","75630"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","290","[c]","32570","33350"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","235","[c]","41330","42470"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","4705","[c]","21590","21260"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","4970","[c]","28180","27570"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","40","[c]","67190","66250"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","210","[c]","54380","54070"
"New entrant CS","2022","Department for Work and Pensions","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","365","[c]","33590","31990"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","275","[c]","40850","39330"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AA","55","[c]","20510","19100"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","265","[c]","21720","21820"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","765","[c]","25980","26880"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","155","[c]","67070","65670"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","420","[c]","52250","52610"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","110","[c]","99720","90400"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","910","[c]","31490","32330"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","630","[c]","39370","40070"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","40","[c]","24990","24470"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","10","[c]","53570","51300"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","80","[c]","31010","30350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","55","[c]","38580","37350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","AA","20","[c]","21360","19380"
"New entrant CS","2022","HM Land Registry","AA/AO","AO","255","[c]","22680","22600"
"New entrant CS","2022","HM Land Registry","EO","EO","155","[c]","27750","27130"
"New entrant CS","2022","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","G7","10","[c]","54680","54000"
"New entrant CS","2022","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SEO/HEO","HEO","35","[c]","34860","33840"
"New entrant CS","2022","HM Land Registry","SEO/HEO","SEO","30","[c]","40170","38550"
"New entrant CS","2022","HM Revenue and Customs","AA/AO","AO","4045","[c]","21350","21250"
"New entrant CS","2022","HM Revenue and Customs","EO","EO","2420","[c]","26980","26590"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","G6","35","[c]","66520","64050"
"New entrant CS","2022","HM Revenue and Customs","G6/G7","G7","160","[c]","54580","52080"
"New entrant CS","2022","HM Revenue and Customs","SCS level","SCS level","10","[c]","87840","80000"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","HEO","1570","[c]","33660","33080"
"New entrant CS","2022","HM Revenue and Customs","SEO/HEO","SEO","270","[c]","41530","40180"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
