"Status","Year","Age","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Planning","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","London","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","London","Heterosexual / straight","4275","4260","40440","37900"
"In post","2022","20-29","Policy","London","LGBO","735","730","40120","37400"
"In post","2022","20-29","Policy","London","Undeclared","595","590","40280","36010"
"In post","2022","20-29","Policy","London","Unknown","1145","1140","40260","38090"
"In post","2022","20-29","Policy","Outside London","Heterosexual / straight","1195","1185","32390","30360"
"In post","2022","20-29","Policy","Outside London","LGBO","155","150","33610","30530"
"In post","2022","20-29","Policy","Outside London","Undeclared","125","125","33040","30360"
"In post","2022","20-29","Policy","Outside London","Unknown","230","225","32240","30450"
"In post","2022","20-29","Policy","Overseas","Heterosexual / straight","125","125","33900","32750"
"In post","2022","20-29","Policy","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Policy","Overseas","Unknown","25","25","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","London","Heterosexual / straight","390","390","39040","36510"
"In post","2022","20-29","Project Delivery","London","LGBO","50","50","39610","34710"
"In post","2022","20-29","Project Delivery","London","Undeclared","30","30","41820","36170"
"In post","2022","20-29","Project Delivery","London","Unknown","165","160","38190","35050"
"In post","2022","20-29","Project Delivery","Outside London","Heterosexual / straight","960","955","31790","31600"
"In post","2022","20-29","Project Delivery","Outside London","LGBO","110","105","32080","30960"
"In post","2022","20-29","Project Delivery","Outside London","Undeclared","65","65","32110","31600"
"In post","2022","20-29","Project Delivery","Outside London","Unknown","250","245","32730","32500"
"In post","2022","20-29","Project Delivery","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","London","Heterosexual / straight","100","100","34070","31130"
"In post","2022","20-29","Property","London","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Property","London","Unknown","65","60","33390","30600"
"In post","2022","20-29","Property","Outside London","Heterosexual / straight","405","400","29010","26880"
"In post","2022","20-29","Property","Outside London","LGBO","40","35","29130","26030"
"In post","2022","20-29","Property","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Property","Outside London","Unknown","195","195","28630","26030"
"In post","2022","20-29","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Outside London","Heterosexual / straight","270","265","27830","27700"
"In post","2022","20-29","Psychology","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Psychology","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Psychology","Outside London","Unknown","55","55","26590","26990"
"In post","2022","20-29","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","Heterosexual / straight","200","200","34190","32330"
"In post","2022","20-29","Science and Engineering","London","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Science and Engineering","London","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Outside London","Heterosexual / straight","1490","1480","28680","27610"
"In post","2022","20-29","Science and Engineering","Outside London","LGBO","180","175","28650","27760"
"In post","2022","20-29","Science and Engineering","Outside London","Undeclared","170","170","29240","28720"
"In post","2022","20-29","Science and Engineering","Outside London","Unknown","780","775","29110","29230"
"In post","2022","20-29","Science and Engineering","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Security","London","Heterosexual / straight","115","115","33490","32580"
"In post","2022","20-29","Security","London","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Security","London","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Security","London","Unknown","45","45","34120","32580"
"In post","2022","20-29","Security","Outside London","Heterosexual / straight","565","565","26440","25680"
"In post","2022","20-29","Security","Outside London","LGBO","45","45","26040","25000"
"In post","2022","20-29","Security","Outside London","Undeclared","40","40","30760","28890"
"In post","2022","20-29","Security","Outside London","Unknown","285","285","26330","25540"
"In post","2022","20-29","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Social Research","London","Heterosexual / straight","155","155","39120","37380"
"In post","2022","20-29","Social Research","London","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Social Research","London","Undeclared","10","10","[c]","[c]"
"In post","2022","20-29","Social Research","London","Unknown","45","45","36030","33650"
"In post","2022","20-29","Social Research","Outside London","Heterosexual / straight","220","215","34380","30710"
"In post","2022","20-29","Social Research","Outside London","LGBO","45","45","34130","31320"
"In post","2022","20-29","Social Research","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Social Research","Outside London","Unknown","50","50","33570","30710"
"In post","2022","20-29","Statistics","London","Heterosexual / straight","245","245","38880","37930"
"In post","2022","20-29","Statistics","London","LGBO","35","35","42410","39780"
"In post","2022","20-29","Statistics","London","Undeclared","30","30","[c]","[c]"
"In post","2022","20-29","Statistics","London","Unknown","100","100","31950","30150"
"In post","2022","20-29","Statistics","Outside London","Heterosexual / straight","280","280","33890","33000"
"In post","2022","20-29","Statistics","Outside London","LGBO","55","55","33120","31990"
"In post","2022","20-29","Statistics","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","20-29","Statistics","Outside London","Unknown","60","55","34090","31910"
"In post","2022","20-29","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Tax","London","Heterosexual / straight","200","200","41090","37610"
"In post","2022","20-29","Tax","London","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Tax","London","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Tax","London","Unknown","95","95","38590","37610"
"In post","2022","20-29","Tax","Outside London","Heterosexual / straight","1895","1855","29090","26820"
"In post","2022","20-29","Tax","Outside London","LGBO","285","285","28100","26590"
"In post","2022","20-29","Tax","Outside London","Undeclared","125","125","31250","26820"
"In post","2022","20-29","Tax","Outside London","Unknown","1565","1530","26050","26590"
"In post","2022","20-29","Unknown","London","Heterosexual / straight","1070","1065","38780","34640"
"In post","2022","20-29","Unknown","London","LGBO","190","190","41370","38260"
"In post","2022","20-29","Unknown","London","Undeclared","160","160","41030","39200"
"In post","2022","20-29","Unknown","London","Unknown","1615","1615","34450","30500"
"In post","2022","20-29","Unknown","Outside London","Heterosexual / straight","2390","2365","29560","27230"
"In post","2022","20-29","Unknown","Outside London","LGBO","420","415","29430","27230"
"In post","2022","20-29","Unknown","Outside London","Undeclared","170","170","30810","27750"
"In post","2022","20-29","Unknown","Outside London","Unknown","1750","1720","28690","27230"
"In post","2022","20-29","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","55","55","33580","32000"
"In post","2022","20-29","Unknown","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","215","215","30550","29250"
"In post","2022","20-29","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinarian","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","20-29","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","London","Heterosexual / straight","170","165","48020","43590"
"In post","2022","30-39","Commercial","London","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Commercial","London","Undeclared","30","30","50250","53360"
"In post","2022","30-39","Commercial","London","Unknown","35","35","40300","36650"
"In post","2022","30-39","Commercial","Outside London","Heterosexual / straight","935","900","37330","36500"
"In post","2022","30-39","Commercial","Outside London","LGBO","65","65","35570","32490"
"In post","2022","30-39","Commercial","Outside London","Undeclared","100","100","37400","37400"
"In post","2022","30-39","Commercial","Outside London","Unknown","160","150","35870","35350"
"In post","2022","30-39","Commercial","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","London","Heterosexual / straight","415","405","49570","48200"
"In post","2022","30-39","Communications","London","LGBO","45","45","46770","44620"
"In post","2022","30-39","Communications","London","Undeclared","85","80","47880","46060"
"In post","2022","30-39","Communications","London","Unknown","130","130","48720","44630"
"In post","2022","30-39","Communications","Outside London","Heterosexual / straight","365","350","36840","36050"
"In post","2022","30-39","Communications","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","30-39","Communications","Outside London","Undeclared","35","35","40070","37420"
