"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Heterosexual / straight","40","40","60640","61930"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Economics","Heterosexual / straight","85","85","49020","40520"
"In post","2022","Analysis","HM Revenue and Customs","Economics","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Economics","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Economics","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","Heterosexual / straight","75","70","46720","40520"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","Heterosexual / straight","80","75","48560","43810"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","Heterosexual / straight","245","235","46980","40520"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","LGBO","30","30","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","Unknown","50","50","41700","40180"
"In post","2022","Analysis","HM Revenue and Customs","Tax","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","Heterosexual / straight","35","35","49430","43900"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","Heterosexual / straight","40","40","32330","33000"
"In post","2022","Analysis","Ministry of Defence","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Research","Heterosexual / straight","55","55","43060","47010"
"In post","2022","Analysis","Ministry of Defence","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Research","Unknown","205","200","43360","47010"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","Unknown","130","125","38750","38070"
"In post","2022","Analysis","Ministry of Defence","Statistics","Heterosexual / straight","195","190","40570","38000"
"In post","2022","Analysis","Ministry of Defence","Statistics","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Statistics","Undeclared","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Statistics","Unknown","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","Heterosexual / straight","40","35","51930","58590"
"In post","2022","Analysis","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Finance","Heterosexual / straight","10","10","[c]","[c]"
