"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","190","155","30260","27570"
"In post","2022","60-64","West Midlands (England)","Shropshire and Staffordshire","Shropshire","180","160","31740","29670"
"In post","2022","60-64","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","380","310","29800","27570"
"In post","2022","60-64","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","125","95","24930","22040"
"In post","2022","60-64","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","210","175","32950","27570"
"In post","2022","60-64","West Midlands (England)","West Midlands","Birmingham","970","800","31510","27570"
"In post","2022","60-64","West Midlands (England)","West Midlands","Coventry","150","130","34460","28200"
"In post","2022","60-64","West Midlands (England)","West Midlands","Dudley","115","90","25310","25410"
"In post","2022","60-64","West Midlands (England)","West Midlands","Sandwell","55","45","29580","27570"
"In post","2022","60-64","West Midlands (England)","West Midlands","Solihull","60","45","28390","27370"
"In post","2022","60-64","West Midlands (England)","West Midlands","Walsall","80","65","24640","24260"
"In post","2022","60-64","West Midlands (England)","West Midlands","Wolverhampton","110","90","25400","24030"
"In post","2022","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","220","185","29680","26930"
"In post","2022","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","175","130","27940","27570"
"In post","2022","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","75","60","28060","27570"
"In post","2022","60-64","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","250","225","28800","26380"
"In post","2022","60-64","Yorkshire and The Humber","North Yorkshire","York","205","180","31450","27570"
"In post","2022","60-64","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","290","215","26600","27380"
"In post","2022","60-64","Yorkshire and The Humber","South Yorkshire","Sheffield","455","360","30730","27570"
"In post","2022","60-64","Yorkshire and The Humber","West Yorkshire","Bradford","235","175","26280","22080"
"In post","2022","60-64","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","100","80","25980","27570"
"In post","2022","60-64","Yorkshire and The Humber","West Yorkshire","Leeds","770","610","33190","28920"
"In post","2022","60-64","Yorkshire and The Humber","West Yorkshire","Wakefield","150","115","30510","28200"
"In post","2022","65+","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","25","20","25560","25120"
"In post","2022","65+","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","5","5","[c]","[c]"
"In post","2022","65+","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","20","15","34400","27690"
"In post","2022","65+","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","140","105","30470","27380"
"In post","2022","65+","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","30","20","39260","30020"
"In post","2022","65+","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","25","20","30220","26780"
"In post","2022","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","45","35","26030","24450"
"In post","2022","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","45","35","26980","22330"
"In post","2022","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","15","15","25790","27570"
"In post","2022","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","20","15","23740","20970"
"In post","2022","65+","East Midlands (England)","Lincolnshire","Lincolnshire CC","110","95","28280","26710"
"In post","2022","65+","East of England","Bedfordshire and Hertfordshire","Bedford","15","10","27190","27170"
"In post","2022","65+","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","20","20","34480","29530"
"In post","2022","65+","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","90","75","35330","29620"
"In post","2022","65+","East of England","Bedfordshire and Hertfordshire","Luton","20","15","30440","27370"
"In post","2022","65+","East of England","East Anglia","Breckland and South Norfolk","15","15","27720","21960"
"In post","2022","65+","East of England","East Anglia","Cambridgeshire CC","110","85","32450","27850"
"In post","2022","65+","East of England","East Anglia","North and West Norfolk","35","30","28280","27570"
"In post","2022","65+","East of England","East Anglia","Norwich and East Norfolk","60","40","28940","26800"
"In post","2022","65+","East of England","East Anglia","Peterborough","65","50","27180","25310"
"In post","2022","65+","East of England","East Anglia","Suffolk CC","130","105","27190","22330"
"In post","2022","65+","East of England","Essex","Essex Haven Gateway","25","20","31880","29240"
"In post","2022","65+","East of England","Essex","Essex Thames Gateway","45","30","27010","25110"
"In post","2022","65+","East of England","Essex","Heart of Essex","30","20","28710","26780"
"In post","2022","65+","East of England","Essex","Southend-on-Sea","70","50","28740","28380"
"In post","2022","65+","East of England","Essex","Thurrock","5","5","[c]","[c]"
"In post","2022","65+","East of England","Essex","West Essex","20","15","32220","34630"
"In post","2022","65+","London","Inner London - East","Hackney and Newham","255","200","36020","31090"
"In post","2022","65+","London","Inner London - East","Haringey and Islington","45","40","31210","28210"
"In post","2022","65+","London","Inner London - East","Lambeth","90","70","43330","33420"
"In post","2022","65+","London","Inner London - East","Lewisham and Southwark","60","50","34440","33390"
"In post","2022","65+","London","Inner London - East","Tower Hamlets","95","85","50800","44120"
"In post","2022","65+","London","Inner London - West","Camden and City of London","95","85","33120","24310"
"In post","2022","65+","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","30","25","32310","31060"
"In post","2022","65+","London","Inner London - West","Wandsworth","30","25","29840","27570"
"In post","2022","65+","London","Inner London - West","Westminster","760","670","45000","39000"
"In post","2022","65+","London","Outer London - East and North East","Barking & Dagenham and Havering","20","15","31270","31060"
"In post","2022","65+","London","Outer London - East and North East","Bexley and Greenwich","45","35","32300","30780"
"In post","2022","65+","London","Outer London - East and North East","Enfield","15","10","29210","30780"
"In post","2022","65+","London","Outer London - East and North East","Redbridge and Waltham Forest","60","40","27850","25110"
"In post","2022","65+","London","Outer London - South","Bromley","20","15","32490","31060"
"In post","2022","65+","London","Outer London - South","Croydon","340","280","32950","29080"
"In post","2022","65+","London","Outer London - South","Merton, Kingston upon Thames and Sutton","30","25","30300","28310"
"In post","2022","65+","London","Outer London - West and North West","Barnet","65","55","44440","31880"
"In post","2022","65+","London","Outer London - West and North West","Brent","40","30","28060","25110"
"In post","2022","65+","London","Outer London - West and North West","Ealing","20","15","36130","31520"
"In post","2022","65+","London","Outer London - West and North West","Harrow and Hillingdon","190","140","30620","29270"
"In post","2022","65+","London","Outer London - West and North West","Hounslow and Richmond upon Thames","110","85","28950","25850"
"In post","2022","65+","North East (England)","Northumberland, and Tyne and Wear","Northumberland","5","5","[c]","[c]"
"In post","2022","65+","North East (England)","Northumberland, and Tyne and Wear","Sunderland","115","80","23830","22080"
"In post","2022","65+","North East (England)","Northumberland, and Tyne and Wear","Tyneside","375","280","25960","22080"
"In post","2022","65+","North East (England)","Tees Valley and Durham","Darlington","20","15","31620","26780"
"In post","2022","65+","North East (England)","Tees Valley and Durham","Durham","145","100","26020","22080"
"In post","2022","65+","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","30","25","24300","21410"
"In post","2022","65+","North East (England)","Tees Valley and Durham","South Teesside","25","15","25330","26840"
"In post","2022","65+","North West (England)","Cheshire","Cheshire East","35","30","30730","27570"
"In post","2022","65+","North West (England)","Cheshire","Cheshire West and Chester","20","15","27310","27020"
"In post","2022","65+","North West (England)","Cheshire","Warrington","40","30","31000","27570"
"In post","2022","65+","North West (England)","Cumbria","East Cumbria","25","20","31050","26670"
"In post","2022","65+","North West (England)","Cumbria","West Cumbria","25","20","30450","27570"
"In post","2022","65+","North West (England)","Greater Manchester","Greater Manchester North East","30","20","29660","27570"
"In post","2022","65+","North West (England)","Greater Manchester","Greater Manchester North West","45","30","25770","22910"
"In post","2022","65+","North West (England)","Greater Manchester","Greater Manchester South East","35","25","24780","26780"
"In post","2022","65+","North West (England)","Greater Manchester","Greater Manchester South West","105","80","28840","26820"
"In post","2022","65+","North West (England)","Greater Manchester","Manchester","165","120","32180","27570"
"In post","2022","65+","North West (England)","Lancashire","Blackburn with Darwen","10","5","[c]","[c]"
"In post","2022","65+","North West (England)","Lancashire","Blackpool","140","105","27160","21260"
"In post","2022","65+","North West (England)","Lancashire","Chorley and West Lancashire","25","20","29050","27380"
"In post","2022","65+","North West (England)","Lancashire","East Lancashire","15","10","24680","26120"
"In post","2022","65+","North West (England)","Lancashire","Lancaster and Wyre","25","20","28270","21320"
"In post","2022","65+","North West (England)","Lancashire","Mid Lancashire","135","95","27420","23170"
"In post","2022","65+","North West (England)","Merseyside","East Merseyside","40","30","28320","27570"
"In post","2022","65+","North West (England)","Merseyside","Liverpool","280","210","26090","22080"
"In post","2022","65+","North West (England)","Merseyside","Sefton","130","95","27930","22080"
"In post","2022","65+","North West (England)","Merseyside","Wirral","80","55","25460","21830"
"In post","2022","65+","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","5","5","[c]","[c]"
"In post","2022","65+","Northern Ireland","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2022","65+","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","65+","Northern Ireland","Northern Ireland","Belfast","55","40","27190","21880"
