"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Attorney General's Departments","85","[c]","53270","55000"
"Leaver CS","2022","40-49","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Cabinet Office","30","[c]","58040","54700"
"Leaver CS","2022","40-49","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Business, Energy and Industrial Strategy","55","[c]","47620","52590"
"Leaver CS","2022","40-49","No function","Department for Digital, Culture, Media and Sport","10","[c]","46850","41910"
"Leaver CS","2022","40-49","No function","Department for Education","20","[c]","50380","45400"
"Leaver CS","2022","40-49","No function","Department for Environment, Food and Rural Affairs","75","[c]","31220","29120"
"Leaver CS","2022","40-49","No function","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Department for Levelling Up, Housing and Communities","15","[c]","58170","53130"
"Leaver CS","2022","40-49","No function","Department for Transport","175","[c]","31560","26590"
"Leaver CS","2022","40-49","No function","Department for Work and Pensions","865","[c]","27050","27570"
"Leaver CS","2022","40-49","No function","Department of Health and Social Care","545","[c]","47650","42480"
"Leaver CS","2022","40-49","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Land Registry","25","[c]","28950","25850"
"Leaver CS","2022","40-49","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Ministry of Defence","50","[c]","42140","39800"
"Leaver CS","2022","40-49","No function","Ministry of Justice","1255","[c]","31090","23720"
"Leaver CS","2022","40-49","No function","National Crime Agency","35","[c]","43690","40190"
"Leaver CS","2022","40-49","No function","Office for Standards in Education, Children's Services and Skills","25","[c]","55820","51360"
"Leaver CS","2022","40-49","No function","Office of Gas and Electricity Markets","25","[c]","53950","53410"
"Leaver CS","2022","40-49","No function","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","Scottish Government","40","[c]","29160","26900"
"Leaver CS","2022","40-49","No function","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","No function","UK Statistics Authority","30","[c]","27410","23630"
"Leaver CS","2022","40-49","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Foreign, Commonwealth and Development Office","15","[c]","57820","58030"
"Leaver CS","2022","40-49","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Ministry of Defence","105","[c]","39640","40000"
"Leaver CS","2022","40-49","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","HM Revenue and Customs","25","[c]","29260","22010"
"Leaver CS","2022","40-49","Property","Ministry of Defence","20","[c]","28720","29230"
"Leaver CS","2022","40-49","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Security","Ministry of Defence","65","[c]","30290","26610"
"Leaver CS","2022","40-49","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Department for Work and Pensions","225","[c]","27240","27570"
"Leaver CS","2022","40-49","Unknown","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","HM Revenue and Customs","470","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Home Office","260","[c]","34680","26960"
"Leaver CS","2022","40-49","Unknown","Ministry of Defence","250","[c]","31900","28410"
"Leaver CS","2022","40-49","Unknown","Scottish Government","110","[c]","39200","36390"
"Leaver CS","2022","40-49","Unknown","Welsh Government","20","[c]","46680","41980"
"Leaver CS","2022","50-59","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Cabinet Office","50","[c]","87820","72000"
"Leaver CS","2022","50-59","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","Ministry of Defence","25","[c]","43820","40580"
"Leaver CS","2022","50-59","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","Department for Work and Pensions","50","[c]","27220","27570"
"Leaver CS","2022","50-59","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Debt","Department for Work and Pensions","35","[c]","22940","21260"
"Leaver CS","2022","50-59","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","10","[c]","47070","47970"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department for Work and Pensions","50","[c]","47890","42440"
"Leaver CS","2022","50-59","Digital, Data & Technology","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Land Registry","15","[c]","42000","38450"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Ministry of Defence","35","[c]","37860","36460"
"Leaver CS","2022","50-59","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Digital, Data & Technology","UK Statistics Authority","10","[c]","47800","50210"
"Leaver CS","2022","50-59","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Department for Work and Pensions","20","[c]","38360","36900"
"Leaver CS","2022","50-59","Finance","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Ministry of Defence","20","[c]","35660","33000"
"Leaver CS","2022","50-59","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Grants Management","Department for Environment, Food and Rural Affairs","30","[c]","25570","21860"
"Leaver CS","2022","50-59","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Cabinet Office","10","[c]","47010","50190"
"Leaver CS","2022","50-59","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Department for Work and Pensions","25","[c]","35270","31930"
"Leaver CS","2022","50-59","Human Resources","Department of Health and Social Care","15","[c]","55800","52210"
"Leaver CS","2022","50-59","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Ministry of Defence","25","[c]","31250","26510"
"Leaver CS","2022","50-59","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Attorney General's Departments","115","[c]","49760","53200"
"Leaver CS","2022","50-59","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Legal","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Cabinet Office","15","[c]","54820","54030"
"Leaver CS","2022","50-59","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Charity Commission","15","[c]","40980","35410"
"Leaver CS","2022","50-59","No function","Department for Business, Energy and Industrial Strategy","50","[c]","43240","32320"
"Leaver CS","2022","50-59","No function","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Department for Education","35","[c]","54820","51380"
"Leaver CS","2022","50-59","No function","Department for Environment, Food and Rural Affairs","65","[c]","37360","32160"
"Leaver CS","2022","50-59","No function","Department for International Trade","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Department for Levelling Up, Housing and Communities","25","[c]","47850","47420"
"Leaver CS","2022","50-59","No function","Department for Transport","195","[c]","31710","26700"
"Leaver CS","2022","50-59","No function","Department for Work and Pensions","1310","[c]","27240","27570"
"Leaver CS","2022","50-59","No function","Department of Health and Social Care","570","[c]","50740","45840"
"Leaver CS","2022","50-59","No function","Food Standards Agency","15","[c]","34680","26750"
"Leaver CS","2022","50-59","No function","HM Land Registry","65","[c]","30000","27130"
"Leaver CS","2022","50-59","No function","HM Revenue and Customs","15","[c]","34110","22080"
"Leaver CS","2022","50-59","No function","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Ministry of Defence","75","[c]","43580","41280"
"Leaver CS","2022","50-59","No function","Ministry of Justice","1570","[c]","29530","21650"
"Leaver CS","2022","50-59","No function","National Crime Agency","70","[c]","47270","43430"
"Leaver CS","2022","50-59","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Office for Standards in Education, Children's Services and Skills","50","[c]","64730","75500"
"Leaver CS","2022","50-59","No function","Office of Gas and Electricity Markets","15","[c]","56370","61000"
"Leaver CS","2022","50-59","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Scottish Government","135","[c]","31960","35000"
"Leaver CS","2022","50-59","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","UK Statistics Authority","60","[c]","23570","19860"
"Leaver CS","2022","50-59","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","15","[c]","44280","39650"
"Leaver CS","2022","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Department for Work and Pensions","20","[c]","37110","33180"
"Leaver CS","2022","50-59","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Foreign, Commonwealth and Development Office","20","[c]","61290","69120"
"Leaver CS","2022","50-59","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Ministry of Defence","150","[c]","40220","40000"
"Leaver CS","2022","50-59","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Project Delivery","UK Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
