"Status","Year","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Ministry of Defence","35","[c]","36780","37000"
"Leaver CS","2022","Declared non-disabled","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Attorney General's Departments","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Department for Work and Pensions","185","[c]","26620","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Debt","Department for Work and Pensions","155","[c]","22560","21260"
"Leaver CS","2022","Declared non-disabled","Debt","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Cabinet Office","85","[c]","56740","56340"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","110","[c]","36660","35830"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Education","35","[c]","41670","36780"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Transport","50","[c]","41190","37250"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions","150","[c]","46480","41790"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","HM Land Registry","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Ministry of Defence","130","[c]","34450","33290"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","UK Statistics Authority","30","[c]","36690","36840"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Education","30","[c]","42920","40960"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Department for Work and Pensions","55","[c]","39010","36650"
"Leaver CS","2022","Declared non-disabled","Finance","Department of Health and Social Care","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Ministry of Defence","85","[c]","35280","30750"
"Leaver CS","2022","Declared non-disabled","Finance","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","145","[c]","23860","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Cabinet Office","40","[c]","37940","35070"
"Leaver CS","2022","Declared non-disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department for Work and Pensions","75","[c]","34720","27570"
"Leaver CS","2022","Declared non-disabled","Human Resources","Department of Health and Social Care","40","[c]","40510","38200"
"Leaver CS","2022","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Ministry of Defence","95","[c]","30320","26670"
"Leaver CS","2022","Declared non-disabled","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","HM Treasury","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Attorney General's Departments","355","[c]","46160","50500"
"Leaver CS","2022","Declared non-disabled","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Competition and Markets Authority","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Scottish Government","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","UK Supreme Court","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Cabinet Office","80","[c]","48040","40600"
"Leaver CS","2022","Declared non-disabled","No function","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Charity Commission","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","245","[c]","43680","40050"
"Leaver CS","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","75","[c]","41480","34280"
"Leaver CS","2022","Declared non-disabled","No function","Department for Education","100","[c]","49700","50270"
"Leaver CS","2022","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs","350","[c]","30200","25100"
"Leaver CS","2022","Declared non-disabled","No function","Department for International Trade","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities","85","[c]","46850","46120"
"Leaver CS","2022","Declared non-disabled","No function","Department for Transport","625","[c]","31730","26780"
"Leaver CS","2022","Declared non-disabled","No function","Department for Work and Pensions","4865","[c]","26660","27570"
"Leaver CS","2022","Declared non-disabled","No function","Department of Health and Social Care","1565","[c]","41140","36330"
"Leaver CS","2022","Declared non-disabled","No function","Food Standards Agency","45","[c]","32720","29680"
"Leaver CS","2022","Declared non-disabled","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","HM Land Registry","150","[c]","30790","27130"
"Leaver CS","2022","Declared non-disabled","No function","HM Revenue and Customs","55","[c]","31680","22080"
"Leaver CS","2022","Declared non-disabled","No function","HM Treasury","90","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Defence","385","[c]","35760","32440"
"Leaver CS","2022","Declared non-disabled","No function","Ministry of Justice","5545","[c]","28140","21490"
"Leaver CS","2022","Declared non-disabled","No function","National Crime Agency","70","[c]","42920","40420"
"Leaver CS","2022","Declared non-disabled","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","125","[c]","58370","51360"
"Leaver CS","2022","Declared non-disabled","No function","Office of Gas and Electricity Markets","115","[c]","41170","35490"
"Leaver CS","2022","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of Rail and Road","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Scottish Government","105","[c]","26570","23230"
"Leaver CS","2022","Declared non-disabled","No function","The National Archives","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","UK Statistics Authority","115","[c]","24200","20100"
"Leaver CS","2022","Declared non-disabled","No function","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Cabinet Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Competition and Markets Authority","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","40","[c]","41470","39650"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department for Work and Pensions","50","[c]","37680","34290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Estyn","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","45","[c]","57800","58030"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Ministry of Defence","610","[c]","35580","33300"
"Leaver CS","2022","Declared non-disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Cabinet Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","HM Revenue and Customs","140","[c]","30100","25000"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Defence","130","[c]","33900","33300"
"Leaver CS","2022","Declared non-disabled","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Cabinet Office","30","[c]","36200","32650"
"Leaver CS","2022","Declared non-disabled","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Defence","380","[c]","31760","28750"
"Leaver CS","2022","Declared non-disabled","Security","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","570","[c]","27220","26120"
"Leaver CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","120","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","2340","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Home Office","1420","[c]","32030","27250"
"Leaver CS","2022","Declared non-disabled","Unknown","Ministry of Defence","1170","[c]","29690","25420"
"Leaver CS","2022","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Scottish Government","390","[c]","40280","36130"
"Leaver CS","2022","Declared non-disabled","Unknown","Welsh Government","205","[c]","42330","37410"
