"Status","Year","Age","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","HEO","100","100","34760","34770"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","SCS level","95","95","88250","79720"
"In post","2022","50-59","Foreign, Commonwealth and Development Office","Overseas","SEO","60","60","42540","41860"
"In post","2022","50-59","HM Land Registry","London","AO","15","15","25890","25850"
"In post","2022","50-59","HM Land Registry","London","EO","35","30","30880","30600"
"In post","2022","50-59","HM Land Registry","London","G6","10","10","76570","77820"
"In post","2022","50-59","HM Land Registry","London","G7","15","15","64200","63510"
"In post","2022","50-59","HM Land Registry","London","HEO","45","40","37640","37290"
"In post","2022","50-59","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","London","SEO","40","35","45510","44260"
"In post","2022","50-59","HM Land Registry","Outside London","AO","315","285","22600","22600"
"In post","2022","50-59","HM Land Registry","Outside London","EO","930","815","27280","27130"
"In post","2022","50-59","HM Land Registry","Outside London","G6","15","15","73110","75260"
"In post","2022","50-59","HM Land Registry","Outside London","G7","80","75","59370","59280"
"In post","2022","50-59","HM Land Registry","Outside London","HEO","640","580","34190","33840"
"In post","2022","50-59","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","Outside London","SEO","345","335","41370","40860"
"In post","2022","50-59","HM Revenue and Customs","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Revenue and Customs","London","AO","355","320","25990","26400"
"In post","2022","50-59","HM Revenue and Customs","London","EO","640","610","31980","31800"
"In post","2022","50-59","HM Revenue and Customs","London","G6","285","280","75740","74850"
"In post","2022","50-59","HM Revenue and Customs","London","G7","510","500","62100","62120"
"In post","2022","50-59","HM Revenue and Customs","London","HEO","790","770","38670","37930"
"In post","2022","50-59","HM Revenue and Customs","London","SCS level","100","100","93240","84490"
"In post","2022","50-59","HM Revenue and Customs","London","SEO","565","555","45000","44100"
"In post","2022","50-59","HM Revenue and Customs","Outside London","AA","275","215","21260","21250"
"In post","2022","50-59","HM Revenue and Customs","Outside London","AO","4975","4235","21740","22080"
"In post","2022","50-59","HM Revenue and Customs","Outside London","EO","3410","3130","27320","26820"
"In post","2022","50-59","HM Revenue and Customs","Outside London","G6","665","655","67820","67910"
"In post","2022","50-59","HM Revenue and Customs","Outside London","G7","1640","1605","54770","55210"
"In post","2022","50-59","HM Revenue and Customs","Outside London","HEO","3185","3035","33620","33370"
"In post","2022","50-59","HM Revenue and Customs","Outside London","SCS level","140","140","82470","76430"
"In post","2022","50-59","HM Revenue and Customs","Outside London","SEO","2445","2360","40800","40520"
"In post","2022","50-59","HM Treasury","London","AO","5","5","[c]","[c]"
"In post","2022","50-59","HM Treasury","London","EO","30","30","29330","28500"
"In post","2022","50-59","HM Treasury","London","G6","40","35","75140","69970"
"In post","2022","50-59","HM Treasury","London","G7","70","65","57860","56040"
"In post","2022","50-59","HM Treasury","London","HEO","50","50","39380","38890"
"In post","2022","50-59","HM Treasury","London","SCS level","25","25","116610","103000"
"In post","2022","50-59","HM Treasury","London","SEO","20","20","48560","48650"
"In post","2022","50-59","HM Treasury","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Treasury","Outside London","EO","15","15","25480","25250"
"In post","2022","50-59","HM Treasury","Outside London","G6","30","25","63410","62340"
"In post","2022","50-59","HM Treasury","Outside London","G7","30","30","52640","51400"
"In post","2022","50-59","HM Treasury","Outside London","HEO","25","25","33060","32810"
"In post","2022","50-59","HM Treasury","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","50-59","HM Treasury","Outside London","SEO","40","40","42560","42480"
"In post","2022","50-59","Home Office","London","AA","85","75","22460","22460"
"In post","2022","50-59","Home Office","London","AO","375","340","25650","25630"
"In post","2022","50-59","Home Office","London","EO","1155","1080","29720","29080"
"In post","2022","50-59","Home Office","London","G6","230","225","72220","70890"
"In post","2022","50-59","Home Office","London","G7","465","460","59620","57680"
"In post","2022","50-59","Home Office","London","HEO","595","580","35900","35200"
"In post","2022","50-59","Home Office","London","SCS level","85","85","94500","84220"
"In post","2022","50-59","Home Office","London","SEO","550","535","43510","42470"
"In post","2022","50-59","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Outside London","AA","125","110","18240","18240"
"In post","2022","50-59","Home Office","Outside London","AO","1185","1060","21700","21680"
"In post","2022","50-59","Home Office","Outside London","EO","2985","2705","26800","25990"
"In post","2022","50-59","Home Office","Outside London","G6","85","85","65570","63490"
"In post","2022","50-59","Home Office","Outside London","G7","290","290","53470","52070"
"In post","2022","50-59","Home Office","Outside London","HEO","885","865","31980","30980"
"In post","2022","50-59","Home Office","Outside London","SCS level","20","20","90120","82640"
"In post","2022","50-59","Home Office","Outside London","SEO","530","520","38970","37890"
"In post","2022","50-59","Home Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","50-59","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Overseas","EO","40","40","27620","27370"
"In post","2022","50-59","Home Office","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","50-59","Home Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Home Office","Overseas","Unknown","40","40","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","London","AA","105","105","21870","22030"
"In post","2022","50-59","Ministry of Defence","London","AO","195","190","25940","24840"
"In post","2022","50-59","Ministry of Defence","London","EO","195","190","29650","30370"
"In post","2022","50-59","Ministry of Defence","London","G6","65","65","70910","69800"
"In post","2022","50-59","Ministry of Defence","London","G7","110","110","58680","58550"
"In post","2022","50-59","Ministry of Defence","London","HEO","205","205","36940","37000"
"In post","2022","50-59","Ministry of Defence","London","SCS level","55","55","93140","85650"
"In post","2022","50-59","Ministry of Defence","London","SEO","225","220","44910","44500"
"In post","2022","50-59","Ministry of Defence","London","Unknown","10","10","35130","33950"
"In post","2022","50-59","Ministry of Defence","Outside London","AA","1835","1795","19790","19810"
"In post","2022","50-59","Ministry of Defence","Outside London","AO","3565","3450","24630","21830"
"In post","2022","50-59","Ministry of Defence","Outside London","EO","3070","2995","28070","26670"
"In post","2022","50-59","Ministry of Defence","Outside London","G6","585","560","70930","67840"
"In post","2022","50-59","Ministry of Defence","Outside London","G7","1675","1645","54100","54540"
"In post","2022","50-59","Ministry of Defence","Outside London","HEO","3135","3065","34130","33300"
"In post","2022","50-59","Ministry of Defence","Outside London","SCS level","155","150","97600","92290"
"In post","2022","50-59","Ministry of Defence","Outside London","SEO","2680","2635","41920","40580"
"In post","2022","50-59","Ministry of Defence","Outside London","Unknown","475","465","49770","46610"
"In post","2022","50-59","Ministry of Defence","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Overseas","AO","10","10","21640","21830"
"In post","2022","50-59","Ministry of Defence","Overseas","EO","40","40","28690","26670"
"In post","2022","50-59","Ministry of Defence","Overseas","G6","15","15","77120","80220"
"In post","2022","50-59","Ministry of Defence","Overseas","G7","20","20","60150","56370"
"In post","2022","50-59","Ministry of Defence","Overseas","HEO","105","105","38780","36460"
"In post","2022","50-59","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Overseas","SEO","35","35","46320","43050"
"In post","2022","50-59","Ministry of Defence","Overseas","Unknown","10","10","42400","27720"
"In post","2022","50-59","Ministry of Defence","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","AO","5","5","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","EO","15","15","27440","26670"
"In post","2022","50-59","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","HEO","20","20","38690","37640"
"In post","2022","50-59","Ministry of Defence","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","50-59","Ministry of Defence","Unknown","Unknown","510","510","41790","37300"
"In post","2022","50-59","Ministry of Justice","London","AA","265","255","24010","24080"
"In post","2022","50-59","Ministry of Justice","London","AO","975","930","27680","24310"
"In post","2022","50-59","Ministry of Justice","London","EO","565","550","30670","29360"
"In post","2022","50-59","Ministry of Justice","London","G6","125","120","74100","71910"
"In post","2022","50-59","Ministry of Justice","London","G7","335","330","61140","60290"
"In post","2022","50-59","Ministry of Justice","London","HEO","425","415","36990","35390"
"In post","2022","50-59","Ministry of Justice","London","SCS level","60","60","93470","90120"
"In post","2022","50-59","Ministry of Justice","London","SEO","485","470","47650","46270"
"In post","2022","50-59","Ministry of Justice","London","Unknown","570","550","36850","35310"
"In post","2022","50-59","Ministry of Justice","Outside London","AA","1920","1800","20950","20890"
"In post","2022","50-59","Ministry of Justice","Outside London","AO","6610","6055","26270","24260"
