"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Communications","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Finance","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Legal","80","[c]","37840","41750"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Operational Delivery","500","[c]","22690","21050"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Unknown","1495","[c]","31660","27230"
"New entrant CS","2022","Declared non-disabled","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Digital, Data and Technology","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Other","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Communications","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Legal","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Operational Delivery","60","[c]","40680","39000"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Digital, Data and Technology","65","[c]","35150","36840"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Economics","45","[c]","28070","19860"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Operational Delivery","210","[c]","25230","19860"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Security","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Social Research","110","[c]","33490","30710"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Statistics","60","[c]","33510","30710"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Economics","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Medicine","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Operational Delivery","55","[c]","27100","22960"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Other","40","[c]","36810","35180"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Planning","35","[c]","44490","41980"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Policy","60","[c]","36220","39130"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Unknown","30","[c]","37870","34550"
"New entrant CS","2022","Undeclared","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Policy","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
