"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","AO","Heterosexual / straight","140","[c]","22120","21300"
"New entrant CS","2022","Animal and Plant Health Agency","AO","LGBO","35","[c]","22290","21300"
"New entrant CS","2022","Animal and Plant Health Agency","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","AO","Unknown","45","[c]","22210","21300"
"New entrant CS","2022","Animal and Plant Health Agency","EO","Heterosexual / straight","125","[c]","25750","24920"
"New entrant CS","2022","Animal and Plant Health Agency","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","HEO","Heterosexual / straight","30","[c]","30170","29180"
"New entrant CS","2022","Animal and Plant Health Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","SEO","Heterosexual / straight","40","[c]","36970","35900"
"New entrant CS","2022","Animal and Plant Health Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","AO","Heterosexual / straight","60","[c]","21380","21050"
"New entrant CS","2022","Cabinet Office (excl. agencies)","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","AO","Unknown","50","[c]","20190","18450"
"New entrant CS","2022","Cabinet Office (excl. agencies)","EO","Heterosexual / straight","145","[c]","25680","25210"
"New entrant CS","2022","Cabinet Office (excl. agencies)","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","EO","Unknown","70","[c]","25580","25210"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G6","Unknown","35","[c]","86140","90000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G7","Heterosexual / straight","115","[c]","52790","54700"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","G7","Unknown","180","[c]","64640","65000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","HEO","Heterosexual / straight","155","[c]","32660","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","HEO","Unknown","610","[c]","28330","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SCS level","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SEO","Heterosexual / straight","90","[c]","38950","37300"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","AO","Heterosexual / straight","50","[c]","20130","20100"
"New entrant CS","2022","Companies House","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","AO","Unknown","30","[c]","20180","20100"
"New entrant CS","2022","Companies House","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AO","Heterosexual / straight","200","[c]","21050","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AO","LGBO","35","[c]","21050","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","Heterosexual / straight","45","[c]","27340","27230"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","HEO","Heterosexual / straight","50","[c]","31910","31540"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO","Heterosexual / straight","50","[c]","41940","41750"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AO","Heterosexual / straight","255","[c]","21360","21250"
"New entrant CS","2022","Crown Prosecution Service","AO","LGBO","30","[c]","21330","21250"
"New entrant CS","2022","Crown Prosecution Service","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","Heterosexual / straight","90","[c]","26270","26230"
"New entrant CS","2022","Crown Prosecution Service","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G7","Heterosexual / straight","140","[c]","51990","53050"
"New entrant CS","2022","Crown Prosecution Service","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","HEO","Heterosexual / straight","85","[c]","36830","38000"
"New entrant CS","2022","Crown Prosecution Service","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","Heterosexual / straight","265","[c]","22250","22000"
"New entrant CS","2022","Defence Equipment and Support","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","EO","Unknown","140","[c]","19320","17140"
"New entrant CS","2022","Defence Equipment and Support","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G7","Heterosexual / straight","45","[c]","54920","55000"
"New entrant CS","2022","Defence Equipment and Support","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","HEO","Heterosexual / straight","170","[c]","29960","29000"
"New entrant CS","2022","Defence Equipment and Support","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","HEO","Unknown","65","[c]","29760","30000"
"New entrant CS","2022","Defence Equipment and Support","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SEO","Heterosexual / straight","160","[c]","41930","42000"
"New entrant CS","2022","Defence Equipment and Support","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","SEO","Unknown","60","[c]","41420","41000"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AA","Unknown","45","[c]","17240","17540"
"New entrant CS","2022","Defence Science and Technology Laboratory","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","AO","Unknown","35","[c]","19900","18330"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
