"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Competition and Markets Authority","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AA/AO","Heterosexual / straight","65","60","20950","20970"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","AA/AO","Unknown","40","35","21000","20970"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","EO","Heterosexual / straight","55","55","25330","25120"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Heterosexual / straight","60","60","31920","30450"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","EO","Heterosexual / straight","85","80","25730","25520"
"In post","2022","Crown Commercial Service","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","EO","Unknown","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","G6/G7","Heterosexual / straight","140","140","54300","51600"
"In post","2022","Crown Commercial Service","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SEO/HEO","Heterosexual / straight","300","290","35450","38330"
"In post","2022","Crown Commercial Service","Outside London","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Crown Commercial Service","Outside London","SEO/HEO","Unknown","80","80","34490","31480"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Heterosexual / straight","675","615","22550","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","LGBO","50","45","21850","21050"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Undeclared","40","35","22330","22860"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","Heterosexual / straight","340","330","28690","27940"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Heterosexual / straight","185","175","68460","69780"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Heterosexual / straight","790","750","42260","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","LGBO","40","40","42870","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Undeclared","50","45","45800","41750"
"In post","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","Unknown","45","40","51270","53490"
"In post","2022","Crown Prosecution Service","London","AA/AO","Heterosexual / straight","250","235","23360","23770"
"In post","2022","Crown Prosecution Service","London","AA/AO","LGBO","20","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","AA/AO","Unknown","65","60","23700","23770"
"In post","2022","Crown Prosecution Service","London","EO","Heterosexual / straight","270","255","28570","27760"
"In post","2022","Crown Prosecution Service","London","EO","LGBO","25","20","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","EO","Unknown","70","65","29240","30110"
"In post","2022","Crown Prosecution Service","London","G6/G7","Heterosexual / straight","565","540","60730","61360"
"In post","2022","Crown Prosecution Service","London","G6/G7","LGBO","40","35","64780","63960"
"In post","2022","Crown Prosecution Service","London","G6/G7","Undeclared","35","35","59940","60710"
"In post","2022","Crown Prosecution Service","London","G6/G7","Unknown","130","115","63560","62270"
"In post","2022","Crown Prosecution Service","London","SCS level","Heterosexual / straight","30","30","100470","91210"
"In post","2022","Crown Prosecution Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","Heterosexual / straight","190","185","36120","35020"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","SEO/HEO","Unknown","40","40","37230","36240"
"In post","2022","Crown Prosecution Service","Outside London","AA/AO","Heterosexual / straight","800","735","22440","22200"
"In post","2022","Crown Prosecution Service","Outside London","AA/AO","LGBO","60","55","22040","22200"
"In post","2022","Crown Prosecution Service","Outside London","AA/AO","Undeclared","40","35","22290","22200"
"In post","2022","Crown Prosecution Service","Outside London","AA/AO","Unknown","205","175","22540","22200"
"In post","2022","Crown Prosecution Service","Outside London","EO","Heterosexual / straight","790","735","27200","26970"
"In post","2022","Crown Prosecution Service","Outside London","EO","LGBO","50","50","26660","26220"
"In post","2022","Crown Prosecution Service","Outside London","EO","Undeclared","35","30","27040","26070"
"In post","2022","Crown Prosecution Service","Outside London","EO","Unknown","210","185","28130","28430"
"In post","2022","Crown Prosecution Service","Outside London","G6/G7","Heterosexual / straight","1610","1500","55200","53600"
"In post","2022","Crown Prosecution Service","Outside London","G6/G7","LGBO","60","55","57790","55610"
"In post","2022","Crown Prosecution Service","Outside London","G6/G7","Undeclared","55","55","54110","53050"
"In post","2022","Crown Prosecution Service","Outside London","G6/G7","Unknown","555","490","57950","55610"
"In post","2022","Crown Prosecution Service","Outside London","SCS level","Heterosexual / straight","35","35","92410","89220"
"In post","2022","Crown Prosecution Service","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","SEO/HEO","Heterosexual / straight","595","575","35410","35020"
"In post","2022","Crown Prosecution Service","Outside London","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Crown Prosecution Service","Outside London","SEO/HEO","Unknown","100","100","35170","34480"
"In post","2022","Crown Prosecution Service","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","AA/AO","Heterosexual / straight","40","40","19320","19450"
"In post","2022","Defence Electronics and Components Agency","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","AA/AO","Undeclared","55","50","22620","22430"
"In post","2022","Defence Electronics and Components Agency","Outside London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","EO","Heterosexual / straight","70","70","27830","28150"
"In post","2022","Defence Electronics and Components Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","EO","Undeclared","175","170","29540","29470"
"In post","2022","Defence Electronics and Components Agency","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Outside London","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
