"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Analysis","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Digital, Data & Technology","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","No function","AA/AO","50","[c]","22080","21260"
"New entrant CS","2022","Undeclared","Undeclared","No function","EO","45","[c]","27590","27570"
"New entrant CS","2022","Undeclared","Undeclared","No function","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","No function","SEO/HEO","40","[c]","34970","33080"
"New entrant CS","2022","Undeclared","Undeclared","No function","Unknown","50","[c]","33910","29900"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","No function","AA/AO","260","[c]","21490","21260"
"New entrant CS","2022","Undeclared","White","No function","EO","160","[c]","27180","27570"
"New entrant CS","2022","Undeclared","White","No function","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","No function","SEO/HEO","145","[c]","34030","33080"
"New entrant CS","2022","Undeclared","White","No function","Unknown","185","[c]","28690","27220"
"New entrant CS","2022","Undeclared","White","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","EO","10","[c]","[c]","[c]"
