"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Heterosexual / straight","345","335","58220","55210"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Undeclared","45","45","58740","55210"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Unknown","135","135","59240","55210"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SCS level","Heterosexual / straight","30","30","80150","74810"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","780","745","37310","37930"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","LGBO","55","55","36380","33370"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Undeclared","120","115","36790","35980"
"In post","2022","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Unknown","350","345","36620","34890"
"In post","2022","HM Revenue and Customs","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","G6/G7","Heterosexual / straight","35","35","65020","62120"
"In post","2022","HM Revenue and Customs","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SEO/HEO","Heterosexual / straight","45","45","37870","37930"
"In post","2022","HM Revenue and Customs","Economics","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Economics","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","AA/AO","Heterosexual / straight","60","50","21650","21250"
"In post","2022","HM Revenue and Customs","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","AA/AO","Unknown","75","60","21880","21250"
"In post","2022","HM Revenue and Customs","Finance","EO","Heterosexual / straight","100","90","28280","26820"
"In post","2022","HM Revenue and Customs","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","EO","Undeclared","25","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","EO","Unknown","30","30","27900","26820"
"In post","2022","HM Revenue and Customs","Finance","G6/G7","Heterosexual / straight","215","205","61240","58710"
"In post","2022","HM Revenue and Customs","Finance","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","G6/G7","Unknown","55","55","62060","62120"
"In post","2022","HM Revenue and Customs","Finance","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SEO/HEO","Heterosexual / straight","355","340","38300","40180"
"In post","2022","HM Revenue and Customs","Finance","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Finance","SEO/HEO","Undeclared","45","40","37850","40180"
"In post","2022","HM Revenue and Customs","Finance","SEO/HEO","Unknown","110","105","38350","40180"
"In post","2022","HM Revenue and Customs","Human Resources","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","EO","Heterosexual / straight","75","65","27610","26820"
"In post","2022","HM Revenue and Customs","Human Resources","EO","LGBO","10","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","EO","Unknown","35","35","27570","26820"
"In post","2022","HM Revenue and Customs","Human Resources","G6/G7","Heterosexual / straight","170","165","59090","55410"
"In post","2022","HM Revenue and Customs","Human Resources","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SEO/HEO","Heterosexual / straight","285","265","37430","37960"
"In post","2022","HM Revenue and Customs","Human Resources","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Human Resources","SEO/HEO","Unknown","75","75","36510","34520"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","EO","Heterosexual / straight","35","30","28300","26820"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","EO","Unknown","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Heterosexual / straight","90","85","37200","37610"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Unknown","40","40","38050","37930"
"In post","2022","HM Revenue and Customs","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","Heterosexual / straight","35","30","41170","42490"
"In post","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Internal Audit","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","SEO/HEO","Heterosexual / straight","55","55","36290","33370"
"In post","2022","HM Revenue and Customs","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","International Trade","SEO/HEO","Unknown","30","30","35530","33370"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","AA/AO","Heterosexual / straight","125","115","22090","22080"
"In post","2022","HM Revenue and Customs","Legal","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","AA/AO","Unknown","70","60","22470","22080"
"In post","2022","HM Revenue and Customs","Legal","EO","Heterosexual / straight","805","765","28210","26820"
"In post","2022","HM Revenue and Customs","Legal","EO","LGBO","45","45","28640","26820"
"In post","2022","HM Revenue and Customs","Legal","EO","Undeclared","100","95","28800","28570"
"In post","2022","HM Revenue and Customs","Legal","EO","Unknown","475","455","28420","26820"
"In post","2022","HM Revenue and Customs","Legal","G6/G7","Heterosexual / straight","230","220","62590","62120"
"In post","2022","HM Revenue and Customs","Legal","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs","Legal","G6/G7","Undeclared","40","35","65750","63240"
"In post","2022","HM Revenue and Customs","Legal","G6/G7","Unknown","110","100","61990","62120"
"In post","2022","HM Revenue and Customs","Legal","SCS level","Heterosexual / straight","15","15","[c]","[c]"
