"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Transport","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","Heterosexual / straight","50","[c]","62470","61620"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","Heterosexual / straight","55","[c]","39430","42470"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","SEO/HEO","Unknown","35","[c]","37750","35060"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","AA/AO","Heterosexual / straight","40","[c]","21570","21260"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","EO","Heterosexual / straight","50","[c]","28050","27570"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","EO","Unknown","45","[c]","27770","27570"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","Heterosexual / straight","50","[c]","59920","59590"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","60","[c]","39420","39840"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","AA/AO","Heterosexual / straight","1635","[c]","21440","21260"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","AA/AO","LGBO","140","[c]","21410","21260"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","AA/AO","Undeclared","170","[c]","21320","21260"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","AA/AO","Unknown","460","[c]","21230","21260"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","EO","Heterosexual / straight","2565","[c]","28290","27570"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","EO","LGBO","235","[c]","28530","27570"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","EO","Undeclared","265","[c]","28350","27570"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","EO","Unknown","490","[c]","28100","27570"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","Heterosexual / straight","220","[c]","36830","34290"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","Unknown","60","[c]","37190","34290"
"Leaver CS","2022","Department for Work and Pensions","Other","AA/AO","Heterosexual / straight","190","[c]","21480","21260"
"Leaver CS","2022","Department for Work and Pensions","Other","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","AA/AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","AA/AO","Unknown","35","[c]","21230","21260"
"Leaver CS","2022","Department for Work and Pensions","Other","EO","Heterosexual / straight","155","[c]","28780","27570"
"Leaver CS","2022","Department for Work and Pensions","Other","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","AA/AO","Heterosexual / straight","250","[c]","21560","21260"
"Leaver CS","2022","Department for Work and Pensions","Unknown","AA/AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","AA/AO","Unknown","325","[c]","21370","21260"
"Leaver CS","2022","Department for Work and Pensions","Unknown","EO","Heterosexual / straight","190","[c]","28000","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","EO","Unknown","325","[c]","27800","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
