"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","290","[c]","28140","27570"
"New entrant CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Disclosure Scotland","Unknown","20","[c]","23110","21050"
"New entrant CS","2022","30-39","Unknown","Education Scotland","Unknown","10","[c]","41730","41660"
"New entrant CS","2022","30-39","Unknown","Food Standards Scotland","Unknown","25","[c]","32220","27230"
"New entrant CS","2022","30-39","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","130","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Digital, Data and Technology","65","[c]","46140","43540"
"New entrant CS","2022","30-39","Unknown","Home Office","Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Operational Delivery","380","[c]","25190","24880"
"New entrant CS","2022","30-39","Unknown","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Other","10","[c]","30480","28650"
"New entrant CS","2022","30-39","Unknown","Home Office","Policy","25","[c]","44910","41950"
"New entrant CS","2022","30-39","Unknown","Home Office","Project Delivery","35","[c]","39680","35050"
"New entrant CS","2022","30-39","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Met Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Finance","25","[c]","40990","37500"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Medicine","95","[c]","43990","35000"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Other","165","[c]","24960","21170"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Policy","30","[c]","39920","41500"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","25","[c]","28860","29350"
"New entrant CS","2022","30-39","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","National Records of Scotland","Unknown","25","[c]","35900","31540"
"New entrant CS","2022","30-39","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Revenue Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Royal Fleet Auxiliary","Other","25","[c]","19020","16190"
"New entrant CS","2022","30-39","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Government (excl. agencies)","Unknown","455","[c]","36310","31540"
"New entrant CS","2022","30-39","Unknown","Scottish Housing Regulator","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Scottish Public Pensions Agency","Unknown","15","[c]","26090","24400"
"New entrant CS","2022","30-39","Unknown","Social Security Scotland","Unknown","435","[c]","27890","27230"
"New entrant CS","2022","30-39","Unknown","Student Awards Agency for Scotland","Unknown","10","[c]","29500","31230"
"New entrant CS","2022","30-39","Unknown","Transport Scotland","Unknown","15","[c]","38810","39660"
"New entrant CS","2022","30-39","Unknown","UK Space Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Veterinary Medicines Directorate","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Operational Delivery","15","[c]","26560","22130"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Other","15","[c]","36590","37640"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Planning","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Policy","10","[c]","37380","40100"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department for Work and Pensions (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Government Actuary's Department","Other","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","The Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Statistics Authority","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","UK Statistics Authority","Social Research","20","[c]","38110","38340"
