"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","50","[c]","31450","30420"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","70","[c]","44790","41750"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Justice","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","10","[c]","37650","36740"
"New entrant CS","2022","30-39","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","The National Archives","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","40","[c]","35720","31770"
"New entrant CS","2022","30-39","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy","Finance","15","[c]","30920","28280"
"New entrant CS","2022","30-39","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Education","Finance","35","[c]","34410","36500"
"New entrant CS","2022","30-39","Finance","Department for Environment, Food and Rural Affairs","Finance","15","[c]","42470","40990"
"New entrant CS","2022","30-39","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Levelling Up, Housing and Communities","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Transport","Finance","20","[c]","42050","43590"
"New entrant CS","2022","30-39","Finance","Department for Work and Pensions","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Work and Pensions","Finance","20","[c]","34150","31990"
"New entrant CS","2022","30-39","Finance","Department for Work and Pensions","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care","Finance","50","[c]","36950","32790"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs","Finance","40","[c]","35500","33080"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs","Operational Delivery","10","[c]","23200","21250"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Defence","Finance","30","[c]","31800","29060"
"New entrant CS","2022","30-39","Finance","Ministry of Justice","Finance","15","[c]","35590","36050"
"New entrant CS","2022","30-39","Finance","National Crime Agency","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","120","[c]","21560","21300"
"New entrant CS","2022","30-39","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Cabinet Office","Unknown","30","[c]","34940","32000"
"New entrant CS","2022","30-39","Human Resources","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Education","Human Resources","10","[c]","30580","27180"
"New entrant CS","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","20","[c]","38680","37290"
"New entrant CS","2022","30-39","Human Resources","Department for International Trade","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Transport","Human Resources","20","[c]","40350","32340"
"New entrant CS","2022","30-39","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Work and Pensions","Human Resources","15","[c]","35300","31990"
"New entrant CS","2022","30-39","Human Resources","Department for Work and Pensions","Operational Delivery","20","[c]","27080","27570"
"New entrant CS","2022","30-39","Human Resources","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department of Health and Social Care","Human Resources","40","[c]","41130","33370"
"New entrant CS","2022","30-39","Human Resources","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Revenue and Customs","Human Resources","15","[c]","31070","26820"
"New entrant CS","2022","30-39","Human Resources","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Treasury","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Ministry of Defence","Human Resources","55","[c]","32280","26350"
"New entrant CS","2022","30-39","Human Resources","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Ministry of Justice","Human Resources","30","[c]","35720","31970"
"New entrant CS","2022","30-39","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","National Crime Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Attorney General's Departments","Legal","170","[c]","47540","48990"
"New entrant CS","2022","30-39","Legal","Attorney General's Departments","Operational Delivery","50","[c]","22820","22200"
"New entrant CS","2022","30-39","Legal","Attorney General's Departments","Other","15","[c]","26420","26950"
"New entrant CS","2022","30-39","Legal","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Competition and Markets Authority","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Department for Education","Legal","[c]","[c]","[c]","[c]"
