"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","20","[c]","22730","21300"
"Leaver CS","2022","30-39","Human Resources","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Cabinet Office","Unknown","10","[c]","42720","38500"
"Leaver CS","2022","30-39","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Work and Pensions","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department for Work and Pensions","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Department of Health and Social Care","Human Resources","20","[c]","35680","32650"
"Leaver CS","2022","30-39","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","HM Treasury","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Ministry of Defence","Human Resources","15","[c]","25590","21380"
"Leaver CS","2022","30-39","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Human Resources","UK Statistics Authority","Human Resources","10","[c]","32210","29920"
"Leaver CS","2022","30-39","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","HM Treasury","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Internal Audit","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Attorney General's Departments","Legal","95","[c]","51850","51830"
"Leaver CS","2022","30-39","Legal","Attorney General's Departments","Operational Delivery","20","[c]","22680","22200"
"Leaver CS","2022","30-39","Legal","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Competition and Markets Authority","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Office of Gas and Electricity Markets","Legal","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","UK Supreme Court","Legal","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","UK Supreme Court","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Cabinet Office","Unknown","50","[c]","48440","49700"
"Leaver CS","2022","30-39","No function","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Charity Commission","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","30","[c]","31380","24250"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Policy","70","[c]","48920","53380"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Digital, Culture, Media and Sport","Policy","30","[c]","42190","38620"
"Leaver CS","2022","30-39","No function","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Education","Operational Delivery","10","[c]","34210","31970"
"Leaver CS","2022","30-39","No function","Department for Education","Policy","30","[c]","40720","36960"
"Leaver CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","35","[c]","27240","24920"
"Leaver CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Policy","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","International Trade","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Levelling Up, Housing and Communities","Policy","15","[c]","47010","50970"
"Leaver CS","2022","30-39","No function","Department for Transport","Operational Delivery","125","[c]","24660","21840"
"Leaver CS","2022","30-39","No function","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Transport","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Transport","Unknown","55","[c]","48890","44030"
"Leaver CS","2022","30-39","No function","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Work and Pensions","Operational Delivery","915","[c]","26460","27570"
"Leaver CS","2022","30-39","No function","Department for Work and Pensions","Other","65","[c]","28100","27570"
"Leaver CS","2022","30-39","No function","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Knowledge and Information Management","75","[c]","34830","33340"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Medicine","20","[c]","66340","74980"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Operational Delivery","325","[c]","38360","36330"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Other","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Policy","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Science and Engineering","140","[c]","40280","38730"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","HM Land Registry","Operational Delivery","25","[c]","25980","22600"
"Leaver CS","2022","30-39","No function","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","HM Treasury","Policy","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Geography","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Other","10","[c]","27350","26590"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Defence","Science and Engineering","35","[c]","36980","38070"
"Leaver CS","2022","30-39","No function","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Justice","Operational Delivery","1955","[c]","28090","22680"
"Leaver CS","2022","30-39","No function","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Justice","Psychology","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Ministry of Justice","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","National Crime Agency","Operational Delivery","55","[c]","40200","39190"
"Leaver CS","2022","30-39","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Gas and Electricity Markets","Other","25","[c]","36700","30950"
"Leaver CS","2022","30-39","No function","Office of Gas and Electricity Markets","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Rail and Road","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Scottish Government","Operational Delivery","70","[c]","26930","23780"
"Leaver CS","2022","30-39","No function","Scottish Government","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","UK Statistics Authority","Operational Delivery","30","[c]","29250","23880"
"Leaver CS","2022","30-39","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Competition and Markets Authority","Project Delivery","15","[c]","55580","56360"
"Leaver CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Other","20","[c]","24610","21140"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Project Delivery","70","[c]","37900","37850"
"Leaver CS","2022","30-39","Project Delivery","Ministry of Defence","Science and Engineering","45","[c]","35980","33000"
"Leaver CS","2022","30-39","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Project Delivery","UK Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Department for Education","Property","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Department for Environment, Food and Rural Affairs","Property","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","HM Revenue and Customs","Operational Delivery","25","[c]","21650","22010"
"Leaver CS","2022","30-39","Property","HM Revenue and Customs","Property","15","[c]","38030","40370"
"Leaver CS","2022","30-39","Property","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Ministry of Defence","Property","20","[c]","27670","26350"
"Leaver CS","2022","30-39","Property","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Property","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Cabinet Office","Unknown","10","[c]","27980","26670"
"Leaver CS","2022","30-39","Security","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Security","Ministry of Defence","Intelligence Analysis","10","[c]","34260","33300"
"Leaver CS","2022","30-39","Security","Ministry of Defence","Security","90","[c]","29950","26750"
"Leaver CS","2022","30-39","Security","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","Other","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Department for Work and Pensions","Unknown","265","[c]","26960","27570"
"Leaver CS","2022","30-39","Unknown","Department of Health and Social Care","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Foreign, Commonwealth and Development Office","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","HM Revenue and Customs","Unknown","620","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Digital, Data and Technology","40","[c]","49850","45060"
"Leaver CS","2022","30-39","Unknown","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Intelligence Analysis","10","[c]","30040","28650"
"Leaver CS","2022","30-39","Unknown","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Operational Delivery","230","[c]","25280","24890"
"Leaver CS","2022","30-39","Unknown","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Other","15","[c]","45490","38570"
"Leaver CS","2022","30-39","Unknown","Home Office","Policy","20","[c]","47950","41960"
"Leaver CS","2022","30-39","Unknown","Home Office","Project Delivery","15","[c]","42320","40640"
"Leaver CS","2022","30-39","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","Finance","15","[c]","30720","33150"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","Medicine","70","[c]","36630","34170"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","Other","170","[c]","28480","26670"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","Science and Engineering","25","[c]","32770","33300"
"Leaver CS","2022","30-39","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Scottish Government","Unknown","120","[c]","33240","31060"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Welsh Government","Policy","10","[c]","32180","32540"
"Leaver CS","2022","40-49","Analysis","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Analysis","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
