"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","White","HM Treasury","110","105","60070","52840"
"In post","2022","Unknown","White","Home Office","1200","1180","33010","27370"
"In post","2022","Unknown","White","Ministry of Defence","3835","3685","33390","31240"
"In post","2022","Unknown","White","Ministry of Justice","395","375","27620","25210"
"In post","2022","Unknown","White","National Crime Agency","2670","2615","39500","36740"
"In post","2022","Unknown","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Office for Standards in Education, Children's Services and Skills","100","95","44810","51360"
"In post","2022","Unknown","White","Office of Gas and Electricity Markets","45","45","45370","44930"
"In post","2022","Unknown","White","Office of Qualifications and Examinations Regulation","50","45","49390","46660"
"In post","2022","Unknown","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Office of the Secretary of State for Scotland","15","15","[c]","[c]"
"In post","2022","Unknown","White","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Scottish Government","3620","3405","39330","35000"
"In post","2022","Unknown","White","The National Archives","95","90","35810","32780"
"In post","2022","Unknown","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","UK Statistics Authority","1205","1095","33070","30710"
"In post","2022","Unknown","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Water Services Regulation Authority","25","25","[c]","[c]"
"In post","2022","Unknown","White","Welsh Government","175","165","38810","35180"
"Leaver CS","2022","Declared disabled","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Department for Work and Pensions","70","[c]","27660","27570"
"Leaver CS","2022","Declared disabled","Asian","Department of Health and Social Care","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Ministry of Justice","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Department for Work and Pensions","50","[c]","29270","27570"
"Leaver CS","2022","Declared disabled","Black","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Home Office","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Ministry of Justice","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Department for Work and Pensions","45","[c]","27480","27570"
"Leaver CS","2022","Declared disabled","Mixed","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Ministry of Justice","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
