"Status","Year","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","AO","20","[c]","20360","21270"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Bristol, City of","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Camden and City of London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Devon CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Dorset","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","East Sussex CC","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Herefordshire, County of","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Hertfordshire CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Leeds","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Leeds","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Leeds","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Manchester","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Manchester","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Northumberland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Nottingham","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Nottingham","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Plymouth","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Plymouth","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Sheffield","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Shropshire","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Tyneside","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Tyneside","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Tyneside","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Warrington","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Warrington","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Warrington","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","EO","20","[c]","28600","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","G6","10","[c]","65460","64720"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","G7","35","[c]","54560","53130"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","HEO","25","[c]","34910","33210"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","SCS level","10","[c]","89020","82990"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Westminster","SEO","15","[c]","41720","40000"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Wiltshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Wirral","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Wolverhampton","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Wolverhampton","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Aberdeen City and Aberdeenshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Aberdeen City and Aberdeenshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Ards and North Down","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Ards and North Down","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Ards and North Down","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Barking & Dagenham and Havering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Barnet","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Barnsley, Doncaster and Rotherham","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bedford","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bedford","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Berkshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bexley and Greenwich","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bexley and Greenwich","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Birmingham","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Birmingham","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Birmingham","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Birmingham","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Blackburn with Darwen","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Blackburn with Darwen","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bristol, City of","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bristol, City of","EO","10","[c]","25870","26470"
"Leaver CS","2022","Department for Transport","Bristol, City of","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bristol, City of","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bristol, City of","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Bromley","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cardiff and Vale of Glamorgan","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cardiff and Vale of Glamorgan","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cardiff and Vale of Glamorgan","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Central Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cheshire East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Darlington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Derby","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Derby","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Devon CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Dorset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Dudley","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Dudley","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Ayrshire and North Ayrshire mainland","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Kent","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Kent","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Kent","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Kent","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Merseyside","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Riding of Yorkshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Riding of Yorkshire","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Riding of Yorkshire","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Surrey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Sussex CC","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Sussex CC","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","East Sussex CC","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Enfield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Essex Haven Gateway","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Essex Haven Gateway","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Essex Thames Gateway","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Glasgow City","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Gloucestershire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester North East","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester North East","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester North West","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester South East","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester South East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Greater Manchester South West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Gwynedd","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Harrow and Hillingdon","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Harrow and Hillingdon","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Heart of Essex","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Hounslow and Richmond upon Thames","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Inverclyde, East Renfrewshire, and Renfrewshire","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Inverclyde, East Renfrewshire, and Renfrewshire","HEO","[c]","[c]","[c]","[c]"
