"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","The Insolvency Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Intelligence Analysis","Outside London","15","15","41140","41580"
"In post","2022","Analysis","The Insolvency Service","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Statistics","Outside London","15","15","37500","33990"
"In post","2022","Analysis","UK Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","Operational Delivery","London","10","10","60090","52090"
"In post","2022","Analysis","UK Debt Management Office","Policy","London","10","10","79980","65000"
"In post","2022","Analysis","UK Export Finance","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Economics","London","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Knowledge and Information Management","London","20","20","50180","44760"
"In post","2022","Analysis","UK Space Agency","Economics","London","5","5","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Science and Engineering","London","5","5","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Economics","London","30","30","47460","39840"
"In post","2022","Analysis","UK Statistics Authority","Economics","Outside London","150","145","34130","30710"
"In post","2022","Analysis","UK Statistics Authority","Operational Delivery","London","25","25","34520","33710"
"In post","2022","Analysis","UK Statistics Authority","Operational Delivery","Outside London","505","475","32020","30210"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Outside London","25","20","34880","30710"
"In post","2022","Analysis","UK Statistics Authority","Social Research","London","70","70","38950","33710"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Outside London","590","560","38810","38340"
"In post","2022","Analysis","UK Statistics Authority","Statistics","London","85","80","49290","41340"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Outside London","500","485","42450","38340"
"In post","2022","Analysis","Valuation Office Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Statistics","London","15","15","44910","39050"
"In post","2022","Analysis","Valuation Office Agency","Statistics","Outside London","30","30","43510","40160"
"In post","2022","Analysis","Water Services Regulation Authority","Economics","London","30","30","63720","60150"
"In post","2022","Analysis","Water Services Regulation Authority","Economics","Outside London","10","10","54190","47810"
"In post","2022","Analysis","Water Services Regulation Authority","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Commercial","Outside London","10","10","39150","38750"
"In post","2022","Commercial","Animal and Plant Health Agency","Operational Delivery","Outside London","40","35","33300","31000"
"In post","2022","Commercial","Animal and Plant Health Agency","Science and Engineering","Outside London","20","15","28860","26730"
"In post","2022","Commercial","Animal and Plant Health Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Policy","London","10","10","56120","57450"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","London","820","810","73350","65640"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","Outside London","765","755","66780","64500"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","65","60","53190","53110"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","15","15","42290","42410"
"In post","2022","Commercial","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","Commercial","London","5","5","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Commercial","London","15","15","38580","39320"
"In post","2022","Commercial","Crown Commercial Service","Commercial","Outside London","335","325","35800","33620"
"In post","2022","Commercial","Crown Commercial Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Commercial","London","5","5","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Commercial","Outside London","30","30","38920","38180"
"In post","2022","Commercial","Crown Prosecution Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Commercial","Outside London","20","20","33300","32890"
"In post","2022","Commercial","Defence Electronics and Components Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Commercial","Outside London","160","155","42330","35270"
"In post","2022","Commercial","Defence Equipment and Support","Commercial","Overseas","5","5","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Finance","Outside London","5","5","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Other","Outside London","85","80","41500","39880"
"In post","2022","Commercial","Defence Equipment and Support","Project Delivery","Outside London","80","75","45310","41390"
"In post","2022","Commercial","Defence Equipment and Support","Science and Engineering","Outside London","105","105","43370","42080"
"In post","2022","Commercial","Defence Equipment and Support","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Commercial","Outside London","75","75","32750","30370"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","15","15","49840","40050"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","15","15","44790","41550"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Commercial","London","25","25","43940","39020"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Commercial","Outside London","230","225","37420","36500"
"In post","2022","Commercial","Department for Education (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","London","15","15","35470","36910"
