"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","Property","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","Property","Outside London","15","[c]","50880","53600"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","Property","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Intellectual Property Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","Property","Outside London","170","[c]","29790","28410"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Prison Service","Other","Outside London","20","[c]","27910","26900"
"Leaver CS","2022","Property","Serious Fraud Office","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","Outside London","130","[c]","21540","22010"
"Leaver CS","2022","Property","Valuation Office Agency","Property","London","20","[c]","45510","46280"
"Leaver CS","2022","Property","Valuation Office Agency","Property","Outside London","95","[c]","33850","27000"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Outside London","60","[c]","31400","30600"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Companies House","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","Outside London","15","[c]","34570","33390"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Government Actuary's Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","30","[c]","35200","36000"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","30","[c]","34620","33300"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","London","30","[c]","29600","25660"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Outside London","555","[c]","31240","26750"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Policy","London","15","[c]","52620","42410"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Outside London","10","[c]","36000","35310"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","London","145","[c]","31150","31060"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","1115","[c]","25430","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","20","[c]","31360","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","London","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Unknown","Outside London","10","[c]","27850","23230"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Unknown","Outside London","35","[c]","58990","67550"
"Leaver CS","2022","Unknown","FCDO Services","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Unknown","Outside London","20","[c]","34710","31540"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","185","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","Outside London","110","[c]","29980","27360"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","London","450","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","4070","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Communications","London","20","[c]","40660","41970"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","London","75","[c]","54010","45790"
"Leaver CS","2022","Unknown","Home Office","Digital, Data and Technology","Outside London","45","[c]","48650","43710"
"Leaver CS","2022","Unknown","Home Office","Economics","London","15","[c]","31940","35050"
"Leaver CS","2022","Unknown","Home Office","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Human Resources","London","25","[c]","44100","37510"
"Leaver CS","2022","Unknown","Home Office","Human Resources","Outside London","15","[c]","38340","30820"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","London","25","[c]","30440","28810"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Outside London","45","[c]","26730","27370"
"Leaver CS","2022","Unknown","Home Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","London","360","[c]","33080","29080"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Outside London","1035","[c]","25770","24890"
"Leaver CS","2022","Unknown","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Other","London","100","[c]","33380","28650"
"Leaver CS","2022","Unknown","Home Office","Other","Outside London","30","[c]","29840","25690"
"Leaver CS","2022","Unknown","Home Office","Other","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Policy","London","110","[c]","48940","41970"
"Leaver CS","2022","Unknown","Home Office","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","London","45","[c]","51430","44500"
"Leaver CS","2022","Unknown","Home Office","Project Delivery","Outside London","20","[c]","39030","35740"
"Leaver CS","2022","Unknown","Home Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Security","London","15","[c]","37470","35050"
"Leaver CS","2022","Unknown","Home Office","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Social Research","London","10","[c]","40530","42870"
"Leaver CS","2022","Unknown","Home Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Statistics","London","10","[c]","26150","22460"
"Leaver CS","2022","Unknown","Intellectual Property Office","Unknown","Outside London","10","[c]","32500","24030"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","London","15","[c]","50630","43700"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","Outside London","140","[c]","33370","33300"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","Outside London","245","[c]","41220","35300"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Medicine","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","London","55","[c]","32230","27200"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","Outside London","1085","[c]","24770","21380"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","Overseas","45","[c]","39740","40120"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Other","Unknown","10","[c]","27000","27850"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Policy","London","35","[c]","49880","44850"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Policy","Outside London","20","[c]","30340","26670"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","London","10","[c]","50250","41420"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","165","[c]","30950","26510"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Unknown","Outside London","40","[c]","34330","27940"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Other","Outside London","25","[c]","27200","21270"
"Leaver CS","2022","Unknown","Planning Inspectorate","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Other","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Unknown","Scottish Forestry","Unknown","Outside London","20","[c]","38230","37490"
"Leaver CS","2022","Unknown","Scottish Forestry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Unknown","Outside London","415","[c]","41450","36130"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Unknown","Outside London","20","[c]","33860","28990"
"Leaver CS","2022","Unknown","Social Security Scotland","Unknown","Outside London","40","[c]","29520","27230"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Unknown","Outside London","30","[c]","26500","21050"
"Leaver CS","2022","Unknown","Transport Scotland","Unknown","Outside London","20","[c]","46330","39660"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Finance","Outside London","15","[c]","46570","30990"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Medicine","Outside London","10","[c]","55590","38030"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Outside London","80","[c]","37090","28850"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Other","Outside London","25","[c]","39000","37410"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Policy","Outside London","65","[c]","48390","38160"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","20","[c]","38750","29840"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","London","10","[c]","49490","47270"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Policy","London","10","[c]","48280","45540"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Policy","Outside London","10","[c]","42660","41990"
"Leaver Dept.","2022","Analysis","Department for International Trade","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","25","[c]","43210","34710"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","15","[c]","44840","42980"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","London","10","[c]","41420","37380"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Policy","Outside London","5","[c]","[c]","[c]"
