"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Scottish Government","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","The National Archives","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","UK Statistics Authority","Outside London","50","50","39850","36840"
"In post","2022","Declared disabled","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cabinet Office","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Education","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Education","Outside London","95","90","37650","36500"
"In post","2022","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","Outside London","50","50","40840","36970"
"In post","2022","Declared disabled","Finance","Department for International Trade","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Levelling Up, Housing and Communities","London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Levelling Up, Housing and Communities","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Transport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Transport","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department for Work and Pensions","London","35","30","39430","36650"
"In post","2022","Declared disabled","Finance","Department for Work and Pensions","Outside London","230","205","34090","31990"
"In post","2022","Declared disabled","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department of Health and Social Care","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department of Health and Social Care","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","HM Revenue and Customs","London","45","45","47190","43810"
"In post","2022","Declared disabled","Finance","HM Revenue and Customs","Outside London","190","160","30440","26820"
"In post","2022","Declared disabled","Finance","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Ministry of Defence","London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Ministry of Defence","Outside London","155","150","34460","31600"
"In post","2022","Declared disabled","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Ministry of Justice","London","30","30","48750","46190"
"In post","2022","Declared disabled","Finance","Ministry of Justice","Outside London","45","45","35570","31530"
"In post","2022","Declared disabled","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","UK Export Finance","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","180","165","25390","21300"
"In post","2022","Declared disabled","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Attorney General's Departments","Outside London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Cabinet Office","London","85","85","46670","41210"
"In post","2022","Declared disabled","Human Resources","Cabinet Office","Outside London","110","105","34130","32480"
"In post","2022","Declared disabled","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","30","30","37380","34280"
