"Status","Year","Disability","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","Outside London","50","[c]","28360","26590"
"Leaver CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","130","[c]","47610","40450"
"Leaver CS","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","40","[c]","37590","33090"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","London","65","[c]","36940","33190"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","560","[c]","29930","26350"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","40","[c]","40740","40120"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","London","90","[c]","37660","34260"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","London","65","[c]","49430","40170"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","Outside London","145","[c]","37690","36410"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Scottish Government","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Ministry of Justice","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","London","115","[c]","52240","47350"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","Outside London","195","[c]","46080","39240"
"Leaver CS","2022","Unknown","Registers of Scotland","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","Outside London","125","[c]","29390","23780"
"Leaver CS","2022","Unknown","Scottish Forestry","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","Outside London","200","[c]","37270","31540"
"Leaver CS","2022","Unknown","Scottish Prison Service","Scottish Government","Outside London","300","[c]","31790","32170"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Attorney General's Departments","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","35","[c]","22980","21130"
"Leaver CS","2022","Unknown","The National Archives","The National Archives","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","HM Treasury","London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","Department of Health and Social Care","London","215","[c]","48810","40650"
"Leaver CS","2022","Unknown","UK Health Security Agency","Department of Health and Social Care","Outside London","60","[c]","47530","39430"
"Leaver CS","2022","Unknown","UK Hydrographic Office","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","UK Statistics Authority","London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","UK Statistics Authority","Outside London","175","[c]","23930","19860"
"Leaver CS","2022","Unknown","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","HM Revenue and Customs","Outside London","70","[c]","25490","22040"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Welsh Government","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","London","95","[c]","40980","34550"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","Outside London","55","[c]","35490","32960"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","40","[c]","42880","40050"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","Department for Education","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","Department for Education","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for International Trade","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for International Trade","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","60","[c]","39090","31060"
"Leaver Dept.","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Outside London","320","[c]","28060","27570"
"Leaver Dept.","2022","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Disclosure Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Education and Skills Funding Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Estyn","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Food Standards Agency","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Food Standards Agency","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Food Standards Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Government Legal Department","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Government Property Agency","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Government Property Agency","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Outside London","40","[c]","26110","20970"
"Leaver Dept.","2022","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Outside London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Home Office","Home Office","London","45","[c]","45150","41970"
"Leaver Dept.","2022","Declared disabled","Home Office","Home Office","Outside London","55","[c]","28570","25040"
"Leaver Dept.","2022","Declared disabled","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal Aid Agency","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","30","[c]","32450","33300"
"Leaver Dept.","2022","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","London","35","[c]","40550","36800"
"Leaver Dept.","2022","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","National Crime Agency","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","National Records of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Public Guardian","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Public Health England","Department of Health and Social Care","London","150","[c]","40880","37420"
"Leaver Dept.","2022","Declared disabled","Public Health England","Department of Health and Social Care","Outside London","205","[c]","36270","29500"
"Leaver Dept.","2022","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Registers of Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scottish Forestry","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Security Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Standards and Testing Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Student Awards Agency for Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Submarine Delivery Agency","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Teaching Regulation Agency","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","The National Archives","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Transport Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Health Security Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Health Security Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Hydrographic Office","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Statistics Authority","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","UK Statistics Authority","UK Statistics Authority","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Valuation Office Agency","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Valuation Office Agency","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Vehicle Certification Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
