"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AA/AO","Heterosexual / straight","250","[c]","22510","22680"
"Leaver CS","2022","Black","No function","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","EO","Heterosexual / straight","305","[c]","29370","31060"
"Leaver CS","2022","Black","No function","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","G6/G7","Heterosexual / straight","45","[c]","56120","53860"
"Leaver CS","2022","Black","No function","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SEO/HEO","Heterosexual / straight","140","[c]","36740","36050"
"Leaver CS","2022","Black","No function","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Unknown","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Heterosexual / straight","35","[c]","22890","22460"
"Leaver CS","2022","Black","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","AA/AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Heterosexual / straight","65","[c]","29070","28670"
"Leaver CS","2022","Black","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
