"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA/AO","Heterosexual / straight","75","[c]","22020","22200"
"Leaver CS","2022","White","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","EO","Heterosexual / straight","50","[c]","28170","27460"
"Leaver CS","2022","White","Legal","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","G6/G7","Heterosexual / straight","180","[c]","58440","55610"
"Leaver CS","2022","White","Legal","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","G6/G7","Unknown","35","[c]","59700","59600"
"Leaver CS","2022","White","Legal","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SEO/HEO","Heterosexual / straight","60","[c]","41050","38000"
"Leaver CS","2022","White","Legal","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Legal","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","AA/AO","Heterosexual / straight","5330","[c]","21110","21260"
"Leaver CS","2022","White","No function","AA/AO","LGBO","505","[c]","21030","21260"
"Leaver CS","2022","White","No function","AA/AO","Undeclared","435","[c]","20850","21050"
"Leaver CS","2022","White","No function","AA/AO","Unknown","610","[c]","21270","21260"
"Leaver CS","2022","White","No function","EO","Heterosexual / straight","3155","[c]","27700","27570"
"Leaver CS","2022","White","No function","EO","LGBO","320","[c]","27610","27570"
"Leaver CS","2022","White","No function","EO","Undeclared","345","[c]","27550","27570"
"Leaver CS","2022","White","No function","EO","Unknown","345","[c]","27620","27570"
"Leaver CS","2022","White","No function","G6/G7","Heterosexual / straight","915","[c]","59380","56020"
"Leaver CS","2022","White","No function","G6/G7","LGBO","70","[c]","61040","58140"
"Leaver CS","2022","White","No function","G6/G7","Undeclared","95","[c]","61030","56950"
"Leaver CS","2022","White","No function","G6/G7","Unknown","135","[c]","59400","57430"
"Leaver CS","2022","White","No function","SCS level","Heterosexual / straight","195","[c]","95770","93270"
"Leaver CS","2022","White","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","SEO/HEO","Heterosexual / straight","1935","[c]","37060","36330"
"Leaver CS","2022","White","No function","SEO/HEO","LGBO","145","[c]","36430","36330"
"Leaver CS","2022","White","No function","SEO/HEO","Undeclared","190","[c]","37890","37480"
"Leaver CS","2022","White","No function","SEO/HEO","Unknown","195","[c]","37360","36330"
"Leaver CS","2022","White","No function","Unknown","Heterosexual / straight","835","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","LGBO","75","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2022","White","No function","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","EO","Heterosexual / straight","145","[c]","23120","22870"
"Leaver CS","2022","White","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G6/G7","Heterosexual / straight","140","[c]","60230","59450"
"Leaver CS","2022","White","Project Delivery","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","Heterosexual / straight","360","[c]","35920","35620"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Heterosexual / straight","90","[c]","37440","39000"
"Leaver CS","2022","White","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AA/AO","Heterosexual / straight","110","[c]","20430","20830"
"Leaver CS","2022","White","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","EO","Heterosexual / straight","50","[c]","26070","26350"
"Leaver CS","2022","White","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6/G7","Heterosexual / straight","45","[c]","60090","59560"
"Leaver CS","2022","White","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO/HEO","Heterosexual / straight","125","[c]","38220","38000"
"Leaver CS","2022","White","Property","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","AA/AO","Heterosexual / straight","320","[c]","28740","25000"
"Leaver CS","2022","White","Security","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","AA/AO","Undeclared","35","[c]","30210","26750"
"Leaver CS","2022","White","Security","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","EO","Heterosexual / straight","75","[c]","34070","29250"
"Leaver CS","2022","White","Security","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO/HEO","Heterosexual / straight","90","[c]","41210","38650"
"Leaver CS","2022","White","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AA/AO","Heterosexual / straight","1325","[c]","21440","21260"
"Leaver CS","2022","White","Unknown","AA/AO","LGBO","70","[c]","21380","21260"
"Leaver CS","2022","White","Unknown","AA/AO","Undeclared","105","[c]","21450","21430"
"Leaver CS","2022","White","Unknown","AA/AO","Unknown","1550","[c]","23280","22810"
"Leaver CS","2022","White","Unknown","EO","Heterosexual / straight","920","[c]","27770","27370"
"Leaver CS","2022","White","Unknown","EO","LGBO","60","[c]","27000","27370"
"Leaver CS","2022","White","Unknown","EO","Undeclared","95","[c]","28140","27370"
"Leaver CS","2022","White","Unknown","EO","Unknown","605","[c]","29820","28980"
"Leaver CS","2022","White","Unknown","G6/G7","Heterosexual / straight","290","[c]","64010","62170"
"Leaver CS","2022","White","Unknown","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","G6/G7","Unknown","280","[c]","64330","62170"
"Leaver CS","2022","White","Unknown","SCS level","Heterosexual / straight","60","[c]","98020","94380"
"Leaver CS","2022","White","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SCS level","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SEO/HEO","Heterosexual / straight","730","[c]","38500","37490"
"Leaver CS","2022","White","Unknown","SEO/HEO","LGBO","35","[c]","37930","36780"
"Leaver CS","2022","White","Unknown","SEO/HEO","Undeclared","75","[c]","38410","37320"
"Leaver CS","2022","White","Unknown","SEO/HEO","Unknown","610","[c]","41100","39520"
"Leaver CS","2022","White","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","40","[c]","37250","36780"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO/HEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
