"Status","Year","Organisation","Parent_department","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","40720","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Hampshire and Isle of Wight","95","95","37570","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Inner London - West","760","750","49560","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Lancashire","30","30","29420","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Overseas","35","35","51950","54540"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Shropshire and Staffordshire","30","30","33920","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","West Central Scotland","65","60","23960","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Bedfordshire and Hertfordshire","100","100","45790","44500"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","135","130","42030","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Cumbria","10","10","45980","44290"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Devon","35","30","43130","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Dorset and Somerset","10","10","41150","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","East Anglia","140","135","41060","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","East Wales","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Eastern Scotland","30","30","40140","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","975","940","42760","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Greater Manchester","20","15","42890","43440"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Hampshire and Isle of Wight","585","580","43030","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Inner London - West","300","295","51950","45200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Lancashire","10","10","38000","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Lincolnshire","15","15","35220","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","North Yorkshire","40","40","42290","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Overseas","35","35","46580","50000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Shropshire and Staffordshire","130","125","41110","40000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","West Central Scotland","55","55","45030","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","West Midlands","10","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Bedfordshire and Hertfordshire","10","10","25770","26350"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Berkshire, Buckinghamshire and Oxfordshire","95","95","30440","33000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Cheshire","10","10","33580","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Cornwall and Isles of Scilly","25","25","27250","25020"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Cumbria","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Derbyshire and Nottinghamshire","20","15","27500","29830"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Devon","65","65","33210","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Dorset and Somerset","50","50","30140","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","East Anglia","290","280","33700","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","East Wales","45","45","31010","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Eastern Scotland","110","105","32430","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Essex","35","35","23810","20480"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Gloucestershire, Wiltshire and Bath/Bristol area","195","190","34450","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Greater Manchester","10","10","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Hampshire and Isle of Wight","225","220","35750","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Herefordshire, Worcestershire and Warwickshire","20","20","20130","19010"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Highlands and Islands","35","35","31780","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Inner London - East","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Inner London - West","40","35","40830","37000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Kent","30","30","29780","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Lancashire","15","15","28720","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Leicestershire, Rutland and Northamptonshire","75","75","22620","19010"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Lincolnshire","45","45","25600","20770"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Merseyside","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","North Yorkshire","125","125","33250","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Northern Ireland","75","75","28700","27550"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Northumberland, and Tyne and Wear","20","20","24600","17480"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Outer London - West and North West","20","15","33950","32930"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Overseas","55","55","37550","34610"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Shropshire and Staffordshire","165","160","37090","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Southern Scotland","20","20","29370","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Surrey, East and West Sussex","25","25","21660","18240"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","West Central Scotland","45","45","23240","20770"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","West Midlands","15","10","17480","17480"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","West Wales and The Valleys","20","20","24670","23760"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","West Yorkshire","5","5","[c]","[c]"
