"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","20","[c]","39880","33780"
"New entrant CS","2022","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","95","[c]","38080","36050"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","HM Land Registry","90","[c]","31100","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","335","[c]","36020","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30","[c]","41550","39910"
"New entrant CS","2022","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","155","[c]","24270","21430"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","165","[c]","30170","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","125","[c]","47080","50430"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","National Crime Agency","40","[c]","40520","36740"
"New entrant CS","2022","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20","[c]","55130","45500"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","10","[c]","33710","37730"
"New entrant CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","15","[c]","33100","32000"
"New entrant CS","2022","Digital, Data & Technology","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","The National Archives","25","[c]","36850","35600"
"New entrant CS","2022","Digital, Data & Technology","UK Debt Management Office","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","UK Export Finance","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Health Security Agency","Department of Health and Social Care","30","[c]","31450","31400"
"New entrant CS","2022","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","20","[c]","34900","33290"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","UK Statistics Authority","125","[c]","35090","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","25270","20100"
"New entrant CS","2022","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Crown Prosecution Service","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Defence Equipment and Support","Ministry of Defence","45","[c]","22580","22000"
"New entrant CS","2022","Finance","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","[c]","50350","49080"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","[c]","37510","33490"
"New entrant CS","2022","Finance","Department for Education (excl. agencies)","Department for Education","55","[c]","31870","29360"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","65","[c]","37820","35900"
"New entrant CS","2022","Finance","Department for International Trade","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","20","[c]","44680","39600"
"New entrant CS","2022","Finance","Department for Transport (excl. agencies)","Department for Transport","30","[c]","46180","48770"
"New entrant CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","140","[c]","32230","31530"
"New entrant CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","160","[c]","32970","32790"
"New entrant CS","2022","Finance","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","34800","33230"
"New entrant CS","2022","Finance","Education and Skills Funding Agency","Department for Education","80","[c]","36110","30830"
"New entrant CS","2022","Finance","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Courts and Tribunals Service","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","170","[c]","30370","25960"
"New entrant CS","2022","Finance","HM Treasury (excl. agencies)","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Maritime and Coastguard Agency","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","80","[c]","32700","28350"
"New entrant CS","2022","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","50","[c]","35780","36050"
"New entrant CS","2022","Finance","National Crime Agency","National Crime Agency","15","[c]","36370","36740"
"New entrant CS","2022","Finance","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Courts and Tribunals Service","Scottish Government","15","[c]","32350","28300"
"New entrant CS","2022","Finance","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Export Finance","UK Export Finance","20","[c]","41090","37180"
"New entrant CS","2022","Finance","UK Health Security Agency","Department of Health and Social Care","20","[c]","44770","45670"
"New entrant CS","2022","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","UK Statistics Authority","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Valuation Office Agency","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","520","[c]","21610","21300"
"New entrant CS","2022","Grants Management","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","150","[c]","30620","24100"
"New entrant CS","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Competition and Markets Authority","Competition and Markets Authority","15","[c]","43290","41670"
"New entrant CS","2022","Human Resources","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Crown Office and Procurator Fiscal Service","Scottish Government","10","[c]","23330","21050"
"New entrant CS","2022","Human Resources","Crown Prosecution Service","Attorney General's Departments","20","[c]","23050","22990"
"New entrant CS","2022","Human Resources","Defence Equipment and Support","Ministry of Defence","15","[c]","32340","21000"
"New entrant CS","2022","Human Resources","Defence Science and Technology Laboratory","Ministry of Defence","20","[c]","32630","26030"
"New entrant CS","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","29520","26180"
"New entrant CS","2022","Human Resources","Department for Education (excl. agencies)","Department for Education","25","[c]","28060","25000"
"New entrant CS","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","95","[c]","36880","32560"
"New entrant CS","2022","Human Resources","Department for International Trade","Department for International Trade","25","[c]","32550","26250"
"New entrant CS","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","15","[c]","26180","23320"
"New entrant CS","2022","Human Resources","Department for Transport (excl. agencies)","Department for Transport","35","[c]","42080","34710"
"New entrant CS","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","100","[c]","30540","27570"
"New entrant CS","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","70","[c]","31410","28970"
"New entrant CS","2022","Human Resources","Driver and Vehicle Licensing Agency","Department for Transport","10","[c]","28410","30730"
"New entrant CS","2022","Human Resources","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","23780","20080"
"New entrant CS","2022","Human Resources","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Government Legal Department","Attorney General's Departments","10","[c]","28940","25260"
"New entrant CS","2022","Human Resources","Health and Safety Executive","Department for Work and Pensions","30","[c]","31110","31660"
"New entrant CS","2022","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","HM Land Registry","HM Land Registry","15","[c]","31640","27130"
"New entrant CS","2022","Human Resources","HM Prison and Probation Service","Ministry of Justice","15","[c]","35500","35530"
"New entrant CS","2022","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","65","[c]","30040","26590"
"New entrant CS","2022","Human Resources","HM Treasury (excl. agencies)","HM Treasury","15","[c]","25390","20750"
"New entrant CS","2022","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","[c]","28630","22920"
"New entrant CS","2022","Human Resources","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","10","[c]","37660","37420"
"New entrant CS","2022","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","165","[c]","28310","21170"
"New entrant CS","2022","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","85","[c]","32410","30450"
"New entrant CS","2022","Human Resources","National Crime Agency","National Crime Agency","15","[c]","39290","32260"
"New entrant CS","2022","Human Resources","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30","[c]","40440","37440"
"New entrant CS","2022","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Public Health England","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Scottish Prison Service","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Export Finance","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Health Security Agency","Department of Health and Social Care","125","[c]","41300","36330"
"New entrant CS","2022","Human Resources","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","UK Statistics Authority","UK Statistics Authority","15","[c]","36850","31570"
"New entrant CS","2022","Human Resources","Valuation Office Agency","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Government Internal Audit Agency","HM Treasury","25","[c]","45640","43500"
"New entrant CS","2022","Internal Audit","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","10","[c]","35090","35000"
"New entrant CS","2022","Internal Audit","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","UK Statistics Authority","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Competition and Markets Authority","Competition and Markets Authority","30","[c]","52410","51810"
"New entrant CS","2022","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","85","[c]","37960","41750"
"New entrant CS","2022","Legal","Crown Prosecution Service","Attorney General's Departments","610","[c]","31390","25480"
"New entrant CS","2022","Legal","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Government Legal Department","Attorney General's Departments","300","[c]","40720","43920"
"New entrant CS","2022","Legal","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HM Land Registry","HM Land Registry","15","[c]","39330","38550"
"New entrant CS","2022","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","105","[c]","37020","30750"
"New entrant CS","2022","Legal","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","National Crime Agency","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20","[c]","53820","54150"
"New entrant CS","2022","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Serious Fraud Office","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","UK Export Finance","UK Export Finance","10","[c]","55670","67000"
"New entrant CS","2022","Legal","UK Supreme Court","UK Supreme Court","10","[c]","35760","37230"
"New entrant CS","2022","Legal","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","40","[c]","25610","24250"
"New entrant CS","2022","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","455","[c]","26340","24920"
"New entrant CS","2022","No function","Cabinet Office (excl. agencies)","Cabinet Office","815","[c]","31060","28000"
"New entrant CS","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Charity Commission","Charity Commission","55","[c]","24720","24440"
"New entrant CS","2022","No function","Companies House","Department for Business, Energy and Industrial Strategy","80","[c]","22530","20100"
"New entrant CS","2022","No function","Criminal Injuries Compensation Authority","Ministry of Justice","40","[c]","24700","20970"
"New entrant CS","2022","No function","Crown Commercial Service","Cabinet Office","35","[c]","26440","20650"
"New entrant CS","2022","No function","Crown Office and Procurator Fiscal Service","Scottish Government","310","[c]","23080","21050"
"New entrant CS","2022","No function","Defence Equipment and Support","Ministry of Defence","40","[c]","23110","17140"
"New entrant CS","2022","No function","Defence Science and Technology Laboratory","Ministry of Defence","400","[c]","30250","27010"
"New entrant CS","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","585","[c]","37710","33570"
"New entrant CS","2022","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","320","[c]","35330","34020"
"New entrant CS","2022","No function","Department for Education (excl. agencies)","Department for Education","310","[c]","32710","29360"
"New entrant CS","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1215","[c]","37420","33270"
"New entrant CS","2022","No function","Department for International Trade","Department for International Trade","235","[c]","36500","31800"
"New entrant CS","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","460","[c]","34900","33210"
"New entrant CS","2022","No function","Department for Transport (excl. agencies)","Department for Transport","425","[c]","42380","38650"
"New entrant CS","2022","No function","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","7135","[c]","25340","27570"
"New entrant CS","2022","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","270","[c]","39610","32790"
"New entrant CS","2022","No function","Driver and Vehicle Licensing Agency","Department for Transport","570","[c]","20660","21840"
"New entrant CS","2022","No function","Driver and Vehicle Standards Agency","Department for Transport","530","[c]","25540","26130"
"New entrant CS","2022","No function","Education and Skills Funding Agency","Department for Education","95","[c]","32000","29360"
"New entrant CS","2022","No function","Food Standards Agency","Food Standards Agency","145","[c]","31840","30350"
"New entrant CS","2022","No function","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Health and Safety Executive","Department for Work and Pensions","225","[c]","33140","26370"
"New entrant CS","2022","No function","HM Courts and Tribunals Service","Ministry of Justice","1780","[c]","23260","20970"
"New entrant CS","2022","No function","HM Land Registry","HM Land Registry","345","[c]","24650","22600"
"New entrant CS","2022","No function","HM Prison and Probation Service","Ministry of Justice","15140","[c]","26950","24800"
"New entrant CS","2022","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","4110","[c]","25660","21250"
"New entrant CS","2022","No function","HM Treasury (excl. agencies)","HM Treasury","240","[c]","32060","28500"
"New entrant CS","2022","No function","Institute for Apprenticeships and Technical Education","Department for Education","45","[c]","43530","49960"
"New entrant CS","2022","No function","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","145","[c]","25320","21810"
"New entrant CS","2022","No function","Legal Aid Agency","Ministry of Justice","85","[c]","22610","20970"
"New entrant CS","2022","No function","Maritime and Coastguard Agency","Department for Transport","160","[c]","30810","26840"
"New entrant CS","2022","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","25","[c]","40520","32640"
"New entrant CS","2022","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","270","[c]","32690","29190"
"New entrant CS","2022","No function","National Crime Agency","National Crime Agency","420","[c]","36100","34140"
"New entrant CS","2022","No function","National Infrastructure Commission","HM Treasury","15","[c]","43950","41000"
"New entrant CS","2022","No function","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Northern Ireland Office","Northern Ireland Office","20","[c]","37580","35160"
"New entrant CS","2022","No function","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","200","[c]","51390","46360"
"New entrant CS","2022","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","295","[c]","32380","25750"
"New entrant CS","2022","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","45","[c]","37180","38000"
"New entrant CS","2022","No function","Office of Rail and Road","Office of Rail and Road","25","[c]","45880","47340"
"New entrant CS","2022","No function","Office of the Public Guardian","Ministry of Justice","215","[c]","22180","20970"
"New entrant CS","2022","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectorate","Department for Levelling Up, Housing and Communities","75","[c]","32770","32780"
