"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Analysis","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","Heterosexual / straight","60","[c]","37450","36820"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","Heterosexual / straight","60","[c]","36810","36290"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Communications","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Counter Fraud","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","Heterosexual / straight","35","[c]","55110","54700"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","75","[c]","36610","36780"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Digital, Data & Technology","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SEO/HEO","Heterosexual / straight","50","[c]","35860","35720"
"Leaver Dept.","2022","30-39","Finance","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Finance","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","EO","Heterosexual / straight","45","[c]","27050","27570"
"Leaver Dept.","2022","30-39","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","G6/G7","Heterosexual / straight","35","[c]","59190","59250"
"Leaver Dept.","2022","30-39","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SEO/HEO","Heterosexual / straight","65","[c]","34840","33780"
"Leaver Dept.","2022","30-39","Human Resources","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Human Resources","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","AA/AO","Heterosexual / straight","360","[c]","21380","21260"
"Leaver Dept.","2022","30-39","No function","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","AA/AO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","AA/AO","Unknown","90","[c]","21400","21130"
"Leaver Dept.","2022","30-39","No function","EO","Heterosexual / straight","635","[c]","27130","27570"
"Leaver Dept.","2022","30-39","No function","EO","LGBO","60","[c]","27570","27570"
"Leaver Dept.","2022","30-39","No function","EO","Undeclared","55","[c]","26900","27570"
"Leaver Dept.","2022","30-39","No function","EO","Unknown","135","[c]","27590","27570"
"Leaver Dept.","2022","30-39","No function","G6/G7","Heterosexual / straight","595","[c]","56740","54650"
"Leaver Dept.","2022","30-39","No function","G6/G7","LGBO","70","[c]","55670","54180"
"Leaver Dept.","2022","30-39","No function","G6/G7","Undeclared","110","[c]","55600","53380"
"Leaver Dept.","2022","30-39","No function","G6/G7","Unknown","170","[c]","56870","54700"
"Leaver Dept.","2022","30-39","No function","SCS level","Heterosexual / straight","65","[c]","83420","83780"
"Leaver Dept.","2022","30-39","No function","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","SEO/HEO","Heterosexual / straight","1045","[c]","35790","36330"
"Leaver Dept.","2022","30-39","No function","SEO/HEO","LGBO","105","[c]","35510","35230"
"Leaver Dept.","2022","30-39","No function","SEO/HEO","Undeclared","175","[c]","36330","36510"
"Leaver Dept.","2022","30-39","No function","SEO/HEO","Unknown","290","[c]","35090","33300"
"Leaver Dept.","2022","30-39","No function","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SEO/HEO","Heterosexual / straight","80","[c]","36140","36740"
"Leaver Dept.","2022","30-39","Project Delivery","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","Heterosexual / straight","70","[c]","22040","21680"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","AA/AO","Unknown","155","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","EO","Heterosexual / straight","185","[c]","26200","25220"
"Leaver Dept.","2022","30-39","Unknown","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","EO","Unknown","125","[c]","26920","27370"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","Heterosexual / straight","80","[c]","60630","57680"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","G6/G7","Unknown","115","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","Heterosexual / straight","150","[c]","38120","37660"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","SEO/HEO","Unknown","215","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
