"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Internal Audit","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","EO","Unknown","40","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","HEO","Heterosexual / straight","50","[c]","31550","31800"
"New entrant CS","2022","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Heterosexual / straight","40","[c]","26360","26880"
"New entrant CS","2022","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","HEO","Heterosexual / straight","50","[c]","31290","30780"
"New entrant CS","2022","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Heterosexual / straight","135","[c]","27670","27050"
"New entrant CS","2022","Legal","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Unknown","45","[c]","28120","26590"
"New entrant CS","2022","Legal","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G7","Heterosexual / straight","290","[c]","52130","50500"
"New entrant CS","2022","Legal","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G7","Unknown","30","[c]","54380","52080"
"New entrant CS","2022","Legal","HEO","Heterosexual / straight","150","[c]","37790","38000"
"New entrant CS","2022","Legal","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","HEO","Unknown","70","[c]","33560","34260"
"New entrant CS","2022","Legal","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO","Heterosexual / straight","70","[c]","40870","41750"
"New entrant CS","2022","Legal","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6","Heterosexual / straight","30","[c]","75680","78190"
"New entrant CS","2022","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","HEO","Heterosexual / straight","45","[c]","35270","34170"
"New entrant CS","2022","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","HEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS level","Heterosexual / straight","35","[c]","94890","89860"
"New entrant CS","2022","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","AA","Heterosexual / straight","1100","[c]","20500","20890"
"New entrant CS","2022","Operational Delivery","AA","LGBO","135","[c]","20500","20890"
"New entrant CS","2022","Operational Delivery","AA","Undeclared","55","[c]","20450","20890"
"New entrant CS","2022","Operational Delivery","AA","Unknown","995","[c]","20510","20890"
"New entrant CS","2022","Operational Delivery","AO","Heterosexual / straight","8615","[c]","22370","21260"
"New entrant CS","2022","Operational Delivery","AO","LGBO","955","[c]","22250","21260"
"New entrant CS","2022","Operational Delivery","AO","Undeclared","510","[c]","22120","21260"
"New entrant CS","2022","Operational Delivery","AO","Unknown","5110","[c]","22420","21300"
"New entrant CS","2022","Operational Delivery","EO","Heterosexual / straight","4915","[c]","27800","27570"
"New entrant CS","2022","Operational Delivery","EO","LGBO","475","[c]","27480","27570"
"New entrant CS","2022","Operational Delivery","EO","Undeclared","335","[c]","27680","27570"
"New entrant CS","2022","Operational Delivery","EO","Unknown","2140","[c]","27170","26590"
"New entrant CS","2022","Operational Delivery","G6","Heterosexual / straight","55","[c]","68050","66230"
"New entrant CS","2022","Operational Delivery","G6","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6","Unknown","50","[c]","65650","63930"
"New entrant CS","2022","Operational Delivery","G7","Heterosexual / straight","220","[c]","52660","51300"
"New entrant CS","2022","Operational Delivery","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G7","Undeclared","40","[c]","52590","51300"
"New entrant CS","2022","Operational Delivery","G7","Unknown","115","[c]","52450","52610"
"New entrant CS","2022","Operational Delivery","HEO","Heterosexual / straight","825","[c]","32680","32330"
"New entrant CS","2022","Operational Delivery","HEO","LGBO","100","[c]","32170","32670"
"New entrant CS","2022","Operational Delivery","HEO","Undeclared","85","[c]","32500","32330"
"New entrant CS","2022","Operational Delivery","HEO","Unknown","385","[c]","32260","32790"
"New entrant CS","2022","Operational Delivery","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS level","Unknown","40","[c]","101590","89000"
"New entrant CS","2022","Operational Delivery","SEO","Heterosexual / straight","520","[c]","40960","40070"
"New entrant CS","2022","Operational Delivery","SEO","LGBO","50","[c]","41010","40070"
"New entrant CS","2022","Operational Delivery","SEO","Undeclared","60","[c]","39370","38730"
"New entrant CS","2022","Operational Delivery","SEO","Unknown","185","[c]","39260","40050"
"New entrant CS","2022","Operational Delivery","Unknown","Heterosexual / straight","4875","[c]","28750","26310"
"New entrant CS","2022","Operational Delivery","Unknown","LGBO","415","[c]","28590","24800"
"New entrant CS","2022","Operational Delivery","Unknown","Undeclared","305","[c]","30560","28200"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","3110","[c]","27960","26310"
"New entrant CS","2022","Operational Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","HEO","Heterosexual / straight","40","[c]","31290","31000"
"New entrant CS","2022","Operational Research","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Other","AA","Heterosexual / straight","110","[c]","19400","19810"
"New entrant CS","2022","Other","AA","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","AA","Unknown","75","[c]","20320","19810"
"New entrant CS","2022","Other","AO","Heterosexual / straight","665","[c]","21440","21260"
"New entrant CS","2022","Other","AO","LGBO","70","[c]","21380","21260"
"New entrant CS","2022","Other","AO","Undeclared","35","[c]","21410","21260"
"New entrant CS","2022","Other","AO","Unknown","155","[c]","21820","21170"
"New entrant CS","2022","Other","EO","Heterosexual / straight","485","[c]","25810","26350"
"New entrant CS","2022","Other","EO","LGBO","45","[c]","25520","26250"
"New entrant CS","2022","Other","EO","Undeclared","35","[c]","27010","26950"
"New entrant CS","2022","Other","EO","Unknown","170","[c]","24020","26350"
"New entrant CS","2022","Other","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Other","G7","Heterosexual / straight","75","[c]","53740","53130"
"New entrant CS","2022","Other","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Other","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Other","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Other","HEO","Heterosexual / straight","195","[c]","31540","32530"
"New entrant CS","2022","Other","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Other","HEO","Unknown","90","[c]","32230","32780"
"New entrant CS","2022","Other","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO","Heterosexual / straight","100","[c]","39740","40000"
"New entrant CS","2022","Other","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO","Unknown","35","[c]","39860","39230"
"New entrant CS","2022","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","155","[c]","20840","16190"
"New entrant CS","2022","Planning","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AO","Heterosexual / straight","80","[c]","22310","21300"
"New entrant CS","2022","Policy","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Policy","EO","Heterosexual / straight","435","[c]","26390","26180"
"New entrant CS","2022","Policy","EO","LGBO","80","[c]","26850","27680"
"New entrant CS","2022","Policy","EO","Undeclared","50","[c]","26400","27230"
"New entrant CS","2022","Policy","EO","Unknown","160","[c]","27040","27680"
"New entrant CS","2022","Policy","G6","Heterosexual / straight","75","[c]","64460","64180"
"New entrant CS","2022","Policy","G6","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G7","Heterosexual / straight","350","[c]","52090","52290"
"New entrant CS","2022","Policy","G7","LGBO","45","[c]","52870","52290"
"New entrant CS","2022","Policy","G7","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G7","Unknown","100","[c]","53010","53130"
"New entrant CS","2022","Policy","HEO","Heterosexual / straight","1015","[c]","32270","32560"
"New entrant CS","2022","Policy","HEO","LGBO","160","[c]","32340","32790"
"New entrant CS","2022","Policy","HEO","Undeclared","150","[c]","32390","32790"
"New entrant CS","2022","Policy","HEO","Unknown","275","[c]","32550","32940"
"New entrant CS","2022","Policy","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SEO","Heterosexual / straight","480","[c]","39090","38750"
"New entrant CS","2022","Policy","SEO","LGBO","60","[c]","39260","39000"
"New entrant CS","2022","Policy","SEO","Undeclared","65","[c]","39040","39520"
"New entrant CS","2022","Policy","SEO","Unknown","160","[c]","39880","39600"
"New entrant CS","2022","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AO","Heterosexual / straight","55","[c]","21750","21260"
"New entrant CS","2022","Project Delivery","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Heterosexual / straight","140","[c]","25410","25120"
"New entrant CS","2022","Project Delivery","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Unknown","70","[c]","26320","26250"
"New entrant CS","2022","Project Delivery","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G7","Heterosexual / straight","115","[c]","53600","53500"
"New entrant CS","2022","Project Delivery","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G7","Unknown","35","[c]","54190","53500"
"New entrant CS","2022","Project Delivery","HEO","Heterosexual / straight","205","[c]","32690","33000"
"New entrant CS","2022","Project Delivery","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","HEO","Unknown","110","[c]","32880","33080"
"New entrant CS","2022","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO","Heterosexual / straight","165","[c]","40310","40000"
"New entrant CS","2022","Project Delivery","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO","Unknown","85","[c]","39910","40180"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","40","[c]","41140","38250"
"New entrant CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AA","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Heterosexual / straight","125","[c]","25720","25000"
"New entrant CS","2022","Property","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","EO","Unknown","100","[c]","25970","25000"
"New entrant CS","2022","Property","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Property","G7","Heterosexual / straight","60","[c]","51870","51210"
