"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Operational Delivery","EO","65","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Operational Delivery","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Operational Delivery","Unknown","300","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Psychology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Psychology","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Psychology","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Prison and Probation Service","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","AO","365","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","EO","100","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","HEO","80","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Policy","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Policy","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","HM Treasury (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Digital, Data and Technology","G7","10","[c]","58470","58650"
"Leaver CS","2022","30-39","Home Office","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Digital, Data and Technology","SEO","15","[c]","41290","41950"
"Leaver CS","2022","30-39","Home Office","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Operational Delivery","AO","80","[c]","21930","21680"
"Leaver CS","2022","30-39","Home Office","Operational Delivery","EO","135","[c]","26040","25040"
"Leaver CS","2022","30-39","Home Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Policy","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Policy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Policy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Intellectual Property Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal Aid Agency","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal Aid Agency","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal Aid Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Legal Aid Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Maritime and Coastguard Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","HEO","15","[c]","33060","33090"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Met Office","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","10","[c]","28070","26670"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Finance","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Finance","HEO","10","[c]","34250","33300"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","AO","20","[c]","22840","23280"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","EO","10","[c]","31680","31530"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","HEO","20","[c]","36780","37010"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Medicine","SEO","10","[c]","42410","42120"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Other","AA","20","[c]","19200","19560"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Other","AO","50","[c]","21220","21170"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Other","EO","20","[c]","27830","26670"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Other","HEO","15","[c]","36090","36960"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Other","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Project Delivery","SEO","15","[c]","40710","40580"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Property","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Security","AA","25","[c]","21490","19810"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Security","AO","55","[c]","33020","32050"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","EO","15","[c]","26820","26800"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","G7","25","[c]","57350","56450"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","HEO","20","[c]","32870","32410"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","SEO","20","[c]","40030","41750"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Ministry of Justice (excl. agencies)","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Operational Delivery","EO","25","[c]","34560","34140"
"Leaver CS","2022","30-39","National Crime Agency","Operational Delivery","HEO","20","[c]","39730","40170"
"Leaver CS","2022","30-39","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Operational Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Crime Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Infrastructure Commission","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Infrastructure Commission","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Records of Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Records of Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","National Records of Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
