"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","SEO","15","15","36970","37910"
"In post","2022","Charity Commission","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","G7","10","10","53740","51160"
"In post","2022","Charity Commission","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Outside London","G7","10","5","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","G7","10","10","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","HEO","15","15","29020","29160"
"In post","2022","Charity Commission","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","London","SEO","10","10","37620","37910"
"In post","2022","Charity Commission","Operational Delivery","Outside London","AO","25","20","18530","17140"
"In post","2022","Charity Commission","Operational Delivery","Outside London","EO","85","80","24940","24440"
"In post","2022","Charity Commission","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Outside London","HEO","90","85","29010","29160"
"In post","2022","Charity Commission","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Outside London","SEO","35","35","37490","37910"
"In post","2022","Charity Commission","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Charity Commission","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Communications","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Companies House","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Communications","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Companies House","Communications","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Companies House","Counter Fraud","Outside London","AO","95","80","21900","22740"
"In post","2022","Companies House","Counter Fraud","Outside London","EO","55","55","25630","25010"
"In post","2022","Companies House","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Counter Fraud","Outside London","HEO","10","10","32220","30660"
"In post","2022","Companies House","Counter Fraud","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","EO","65","65","33520","33340"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","G7","10","10","56630","56110"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","HEO","80","80","36020","36070"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","SEO","85","80","44390","42990"
"In post","2022","Companies House","Finance","Outside London","AO","30","25","21210","20100"
"In post","2022","Companies House","Finance","Outside London","EO","15","10","25820","24730"
"In post","2022","Companies House","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Finance","Outside London","HEO","15","15","34850","35620"
"In post","2022","Companies House","Finance","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Companies House","Human Resources","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Companies House","Human Resources","Outside London","EO","10","10","25620","24620"
"In post","2022","Companies House","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Human Resources","Outside London","G7","10","10","51740","50120"
"In post","2022","Companies House","Human Resources","Outside London","HEO","10","10","31180","30660"
"In post","2022","Companies House","Human Resources","Outside London","SEO","15","15","40830","39870"
"In post","2022","Companies House","Knowledge and Information Management","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Companies House","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Outside London","AO","305","265","21700","22740"
"In post","2022","Companies House","Operational Delivery","Outside London","EO","120","115","25710","25010"
"In post","2022","Companies House","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Outside London","G7","10","10","52100","50120"
"In post","2022","Companies House","Operational Delivery","Outside London","HEO","20","20","31370","30660"
"In post","2022","Companies House","Operational Delivery","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Companies House","Other","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Policy","Outside London","SEO","15","15","40120","39820"
"In post","2022","Companies House","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Companies House","Project Delivery","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Security","Outside London","EO","[c]","[c]","[c]","[c]"
