"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","AO","15","[c]","21960","21830"
"Leaver CS","2022","60-64","Finance","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","G7","15","[c]","53250","51580"
"Leaver CS","2022","60-64","Finance","Finance","HEO","15","[c]","34600","34290"
"Leaver CS","2022","60-64","Finance","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Finance","SEO","20","[c]","43950","43120"
"Leaver CS","2022","60-64","Finance","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Finance","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","AO","10","[c]","21280","21300"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","EO","10","[c]","26150","26320"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","AO","10","[c]","22160","21480"
"Leaver CS","2022","60-64","Human Resources","Human Resources","EO","15","[c]","26760","26930"
"Leaver CS","2022","60-64","Human Resources","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","HEO","15","[c]","34620","34330"
"Leaver CS","2022","60-64","Human Resources","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Human Resources","SEO","20","[c]","41850","41330"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Internal Audit","Internal Audit","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","G6","15","[c]","73120","74640"
"Leaver CS","2022","60-64","Legal","Legal","G7","45","[c]","59410","59930"
"Leaver CS","2022","60-64","Legal","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Legal","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Operational Delivery","AO","15","[c]","22810","22200"
"Leaver CS","2022","60-64","Legal","Operational Delivery","EO","10","[c]","28590","28430"
"Leaver CS","2022","60-64","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Legal","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","G7","10","[c]","73300","75500"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Inspector of Education and Training","SEO","15","[c]","51050","51360"
"Leaver CS","2022","60-64","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","EO","20","[c]","26040","25500"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Medicine","SCS level","25","[c]","111680","114000"
"Leaver CS","2022","60-64","No function","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Operational Delivery","AA","170","[c]","18930","19130"
"Leaver CS","2022","60-64","No function","Operational Delivery","AO","750","[c]","21460","21260"
"Leaver CS","2022","60-64","No function","Operational Delivery","EO","750","[c]","28350","27570"
"Leaver CS","2022","60-64","No function","Operational Delivery","G6","35","[c]","70440","69160"
"Leaver CS","2022","60-64","No function","Operational Delivery","G7","75","[c]","57260","55630"
"Leaver CS","2022","60-64","No function","Operational Delivery","HEO","210","[c]","35150","34290"
"Leaver CS","2022","60-64","No function","Operational Delivery","SCS level","15","[c]","107450","98810"
"Leaver CS","2022","60-64","No function","Operational Delivery","SEO","130","[c]","43640","43340"
"Leaver CS","2022","60-64","No function","Operational Delivery","Unknown","170","[c]","30140","29680"
"Leaver CS","2022","60-64","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","EO","35","[c]","26790","27570"
"Leaver CS","2022","60-64","No function","Other","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","HEO","20","[c]","32720","32390"
"Leaver CS","2022","60-64","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Other","SEO","15","[c]","42890","40930"
"Leaver CS","2022","60-64","No function","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","G7","30","[c]","57320","58470"
"Leaver CS","2022","60-64","No function","Policy","HEO","15","[c]","34250","34800"
"Leaver CS","2022","60-64","No function","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Policy","SEO","15","[c]","42510","41530"
"Leaver CS","2022","60-64","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Science and Engineering","G7","20","[c]","54780","54800"
"Leaver CS","2022","60-64","No function","Science and Engineering","HEO","15","[c]","33870","33490"
"Leaver CS","2022","60-64","No function","Science and Engineering","SEO","30","[c]","43460","43230"
"Leaver CS","2022","60-64","No function","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","No function","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Other","EO","20","[c]","23230","22590"
"Leaver CS","2022","60-64","Project Delivery","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Other","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","G7","15","[c]","55230","54880"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","HEO","15","[c]","34280","34290"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","SEO","35","[c]","40800","40580"
"Leaver CS","2022","60-64","Project Delivery","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","SEO","10","[c]","44110","42880"
"Leaver CS","2022","60-64","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Property","AA","10","[c]","18350","17860"
"Leaver CS","2022","60-64","Property","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Property","G7","15","[c]","57140","54540"
"Leaver CS","2022","60-64","Property","Property","HEO","30","[c]","35090","34000"
"Leaver CS","2022","60-64","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Property","Property","SEO","20","[c]","44140","44790"
"Leaver CS","2022","60-64","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Security","AA","20","[c]","20820","19810"
"Leaver CS","2022","60-64","Security","Security","AO","65","[c]","35030","39070"
"Leaver CS","2022","60-64","Security","Security","EO","15","[c]","41420","43920"
"Leaver CS","2022","60-64","Security","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Security","HEO","10","[c]","46800","54300"
"Leaver CS","2022","60-64","Security","Security","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","EO","15","[c]","27820","26670"
"Leaver CS","2022","60-64","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","HEO","15","[c]","34080","33300"
"Leaver CS","2022","60-64","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","EO","10","[c]","27630","27370"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","HEO","10","[c]","39360","39030"
"Leaver CS","2022","60-64","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","AA","15","[c]","18830","18240"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","AO","65","[c]","22540","21680"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","EO","130","[c]","28860","27370"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","G7","10","[c]","57890","57680"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","HEO","45","[c]","34820","34770"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Operational Delivery","SEO","20","[c]","44100","44120"
"Leaver CS","2022","60-64","Unknown","Other","AA","70","[c]","19780","19050"
"Leaver CS","2022","60-64","Unknown","Other","AO","140","[c]","21810","21380"
"Leaver CS","2022","60-64","Unknown","Other","EO","65","[c]","29120","29200"
"Leaver CS","2022","60-64","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Other","HEO","35","[c]","36530","35820"
"Leaver CS","2022","60-64","Unknown","Other","SEO","20","[c]","45480","44620"
"Leaver CS","2022","60-64","Unknown","Other","Unknown","50","[c]","44960","39040"
"Leaver CS","2022","60-64","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","G6","10","[c]","71730","72780"
"Leaver CS","2022","60-64","Unknown","Policy","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","HEO","15","[c]","37190","37460"
"Leaver CS","2022","60-64","Unknown","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Policy","SEO","10","[c]","42600","43490"
"Leaver CS","2022","60-64","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","AO","10","[c]","22330","22750"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","HEO","10","[c]","36510","36880"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
