"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","AA","540","475","19630","19200"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","AO","2460","2190","21730","20970"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","EO","885","850","26350","25370"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","G6","95","95","64820","63800"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","G7","185","180","55020","54270"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","HEO","365","355","32070","30450"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","SCS level","35","35","86210","83300"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","SEO","560","510","42290","41960"
"In post","2022","50-59","HM Courts and Tribunals Service","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G7","5","5","[c]","[c]"
"In post","2022","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","HM Land Registry","HM Land Registry","AO","330","300","22750","22600"
"In post","2022","50-59","HM Land Registry","HM Land Registry","EO","965","845","27410","27130"
"In post","2022","50-59","HM Land Registry","HM Land Registry","G6","25","25","74490","75260"
"In post","2022","50-59","HM Land Registry","HM Land Registry","G7","90","90","60050","59980"
"In post","2022","50-59","HM Land Registry","HM Land Registry","HEO","680","620","34420","33840"
"In post","2022","50-59","HM Land Registry","HM Land Registry","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","HM Land Registry","HM Land Registry","SEO","385","370","41780","40860"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","AA","1625","1555","21900","21790"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","AO","4835","4530","29160","31650"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","EO","1950","1890","31440","32870"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","G6","165","165","84100","84390"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","G7","160","160","68430","68270"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","HEO","1310","1255","36930","38160"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","SCS level","45","40","103150","103000"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","SEO","895","880","52260","51330"
"In post","2022","50-59","HM Prison and Probation Service","Ministry of Justice","Unknown","4610","4305","31650","28300"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA","280","220","21310","21250"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","5095","4345","22000","22080"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","3740","3445","28070","26820"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6","905","885","70170","67910"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G7","1980","1935","56380","55210"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","HEO","3765","3605","34640","33370"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","230","230","87060","79600"
"In post","2022","50-59","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO","2745","2665","41220","40520"
"In post","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","AO","10","10","23510","24480"
"In post","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","EO","35","35","28060","27600"
"In post","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","G6","15","15","68450","68860"
"In post","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","G7","40","40","55980","55290"
"In post","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","HEO","40","40","39050","38890"
"In post","2022","50-59","HM Treasury (excl. agencies)","HM Treasury","SCS level","15","15","123550","1e+05"
"In post","2022","50-59","Home Office","Home Office","AA","210","190","19960","18240"
"In post","2022","50-59","Home Office","Home Office","AO","1560","1400","22650","21680"
"In post","2022","50-59","Home Office","Home Office","EO","4180","3825","27610","27370"
"In post","2022","50-59","Home Office","Home Office","G6","315","310","70440","69390"
"In post","2022","50-59","Home Office","Home Office","G7","755","745","57240","57460"
"In post","2022","50-59","Home Office","Home Office","HEO","1485","1445","33560","32740"
"In post","2022","50-59","Home Office","Home Office","SCS level","100","100","93690","83970"
"In post","2022","50-59","Home Office","Home Office","SEO","1080","1060","41270","41950"
"In post","2022","50-59","Home Office","Home Office","Unknown","60","60","[c]","[c]"
"In post","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","G6","15","15","66440","65060"
"In post","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","G7","20","20","52730","50590"
"In post","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Institute for Apprenticeships and Technical Education","Department for Education","SEO","15","15","37860","36570"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","45","40","21720","21810"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","70","70","25950","24720"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6","10","10","[c]","[c]"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","95","90","60360","60790"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","45","45","34690","32100"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","15","15","76830","75150"
"In post","2022","50-59","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","75","75","43430","42200"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","AA","10","10","[c]","[c]"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","AO","75","70","21250","20970"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","EO","75","70","25860","25120"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","G7","35","35","59310","57460"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","HEO","35","30","32620","32230"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Legal Aid Agency","Ministry of Justice","SEO","45","45","41290","41100"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","AO","55","50","24410","23840"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","EO","50","50","28710","26780"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","G6","15","15","75040","70630"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","G7","40","40","58000","55320"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","HEO","60","60","34900","35040"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","Department for Transport","SEO","75","75","46230","42800"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","10","10","[c]","[c]"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","40","40","28150","27560"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","55","55","69930","67000"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","40","40","54160","53830"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","30","30","34440","33100"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","45","45","88720","85930"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","50","50","41950","41040"
"In post","2022","50-59","Met Office","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
