"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Home Office","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Other","London","40","[c]","28840","28650"
"New entrant CS","2022","20-29","Home Office","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Policy","London","65","[c]","33520","28650"
"New entrant CS","2022","20-29","Home Office","Policy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Project Delivery","London","50","[c]","33880","35050"
"New entrant CS","2022","20-29","Home Office","Project Delivery","Outside London","15","[c]","27970","24880"
"New entrant CS","2022","20-29","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Social Research","London","25","[c]","33620","33650"
"New entrant CS","2022","20-29","Home Office","Social Research","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Home Office","Statistics","London","45","[c]","24590","22460"
"New entrant CS","2022","20-29","Home Office","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Operational Delivery","Outside London","40","[c]","22320","21810"
"New entrant CS","2022","20-29","Intellectual Property Office","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Science and Engineering","Outside London","15","[c]","31450","30410"
"New entrant CS","2022","20-29","Intellectual Property Office","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Intellectual Property Office","Unknown","Outside London","10","[c]","23020","24030"
"New entrant CS","2022","20-29","Legal Aid Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal Aid Agency","Operational Delivery","Outside London","45","[c]","21150","20970"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Operational Delivery","Outside London","40","[c]","26960","26840"
"New entrant CS","2022","20-29","Maritime and Coastguard Agency","Policy","Outside London","10","[c]","27770","26130"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Digital, Data and Technology","Outside London","65","[c]","20360","17900"
"New entrant CS","2022","20-29","Met Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Project Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","Outside London","30","[c]","22580","21430"
"New entrant CS","2022","20-29","Met Office","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Commercial","Outside London","40","[c]","26510","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Communications","Outside London","15","[c]","28120","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","45","[c]","27270","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","London","10","[c]","37420","30200"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Finance","Outside London","55","[c]","27450","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","London","15","[c]","31010","28000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Human Resources","Outside London","50","[c]","22450","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","30","[c]","29160","28700"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","15","[c]","26770","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","10","[c]","22210","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","Outside London","30","[c]","32240","31530"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","London","20","[c]","26470","27200"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","Outside London","140","[c]","22110","21170"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","London","25","[c]","38750","37000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","Outside London","15","[c]","26480","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","London","10","[c]","37340","37000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","45","[c]","33000","33000"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Property","Outside London","45","[c]","25210","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","30","[c]","27900","26350"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Security","Outside London","180","[c]","24230","23540"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","London","15","[c]","32130","31700"
"New entrant CS","2022","20-29","Ministry of Defence (excl. agencies)","Statistics","Outside London","15","[c]","28240","27850"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Commercial","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Communications","London","20","[c]","33230","34260"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","London","10","[c]","36420","34260"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Outside London","15","[c]","32850","36050"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Economics","London","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Ministry of Justice (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
