"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","FCDO Services","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Property Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Operational Delivery","Outside London","20","[c]","41910","34960"
"Leaver CS","2022","65+","Health and Safety Executive","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Operational Delivery","London","70","[c]","25720","23040"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Operational Delivery","Outside London","180","[c]","21310","20100"
"Leaver CS","2022","65+","HM Land Registry","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Operational Delivery","Outside London","40","[c]","29640","27130"
"Leaver CS","2022","65+","HM Prison and Probation Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Operational Delivery","London","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Operational Delivery","Outside London","425","[c]","31850","31650"
"Leaver CS","2022","65+","HM Prison and Probation Service","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Unknown","Outside London","75","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","25","[c]","24300","22080"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Tax","Outside London","10","[c]","38980","31140"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Unknown","London","70","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","550","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Operational Delivery","London","65","[c]","29460","28760"
"Leaver CS","2022","65+","Home Office","Operational Delivery","Outside London","130","[c]","24720","24880"
"Leaver CS","2022","65+","Home Office","Other","London","15","[c]","29400","25630"
"Leaver CS","2022","65+","Home Office","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Medicine","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Medicines and Healthcare Products Regulatory Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Met Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","25","[c]","29820","29200"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Finance","Outside London","50","[c]","32960","33300"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Human Resources","Outside London","15","[c]","25080","21600"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Medicine","Outside London","25","[c]","53250","39030"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Other","Outside London","250","[c]","25100","21380"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","15","[c]","41310","41380"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Property","Outside London","45","[c]","29080","29200"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","40","[c]","29420","23360"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Security","Outside London","70","[c]","26030","21830"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Defence (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Operational Delivery","London","10","[c]","45330","45820"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Operational Delivery","Outside London","10","[c]","37070","32860"
"Leaver CS","2022","65+","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Crime Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Records of Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","National Savings and Investments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office for Standards in Education, Children's Services and Skills","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Public Guardian","Operational Delivery","Outside London","10","[c]","23790","20970"
"Leaver CS","2022","65+","Office of the Scottish Charity Regulator","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Planning Inspectorate","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Knowledge and Information Management","Outside London","15","[c]","31060","28460"
"Leaver CS","2022","65+","Public Health England","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Operational Delivery","Outside London","15","[c]","36970","39580"
"Leaver CS","2022","65+","Public Health England","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Public Health England","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Queen Elizabeth II Centre","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Registers of Scotland","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Revenue Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Royal Fleet Auxiliary","Other","Unknown","15","[c]","42710","34160"
"Leaver CS","2022","65+","Rural Payments Agency","Operational Delivery","Outside London","15","[c]","23980","21300"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","25","[c]","24310","23780"
"Leaver CS","2022","65+","Scottish Forestry","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Government (excl. agencies)","Unknown","Outside London","45","[c]","42040","36130"
"Leaver CS","2022","65+","Scottish Prison Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Prison Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scottish Prison Service","Operational Delivery","Outside London","20","[c]","33410","35000"
"Leaver CS","2022","65+","Scottish Prison Service","Other","Outside London","10","[c]","37560","36460"
"Leaver CS","2022","65+","Scottish Public Pensions Agency","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Serious Fraud Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Social Security Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Student Awards Agency for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Submarine Delivery Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The Insolvency Service","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Transport Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Health Security Agency","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Hydrographic Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Hydrographic Office","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Hydrographic Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Space Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Operational Delivery","Outside London","70","[c]","21440","20100"
"Leaver CS","2022","65+","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","UK Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Operational Delivery","Outside London","15","[c]","20890","20830"
"Leaver CS","2022","65+","Valuation Office Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Valuation Office Agency","Property","Outside London","20","[c]","37860","27520"
"Leaver CS","2022","65+","Vehicle Certification Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Vehicle Certification Agency","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinary Medicines Directorate","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Veterinary Medicines Directorate","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Operational Delivery","Outside London","20","[c]","38890","28850"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Policy","Outside London","15","[c]","50100","60830"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Welsh Government (excl. agencies)","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
