"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","HM Revenue and Customs","4530","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","2090","[c]","31930","27370"
"Leaver CS","2022","Unknown","Ministry of Defence","2115","[c]","30610","26670"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government","790","[c]","38640","31950"
"Leaver CS","2022","Unknown","Welsh Government","245","[c]","42670","37410"
"Leaver Dept.","2022","Analysis","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy","40","[c]","43620","36070"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","15","[c]","46220","38290"
"Leaver Dept.","2022","Analysis","Department for Education","30","[c]","47020","45250"
"Leaver Dept.","2022","Analysis","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for International Trade","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities","45","[c]","44430","42980"
"Leaver Dept.","2022","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","30","[c]","43670","40270"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","140","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","35","[c]","41670","40640"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","15","[c]","42870","39850"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","85","[c]","35140","30710"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","65","[c]","48650","48240"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","15","[c]","48040","47610"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","15","[c]","38440","36780"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","10","[c]","34850","31770"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","255","[c]","47660","46000"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","15","[c]","40290","38500"
"Leaver Dept.","2022","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","60","[c]","38030","37400"
"Leaver Dept.","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","70","[c]","44970","39370"
"Leaver Dept.","2022","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","20","[c]","45560","40050"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","15","[c]","31120","29000"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Work and Pensions","15","[c]","45760","44920"
"Leaver Dept.","2022","Communications","Department of Health and Social Care","215","[c]","43700","40070"
"Leaver Dept.","2022","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Ministry of Defence","15","[c]","37470","40640"
"Leaver Dept.","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","UK Statistics Authority","10","[c]","40970","36900"
"Leaver Dept.","2022","Counter Fraud","Attorney General's Departments","15","[c]","39490","40270"
"Leaver Dept.","2022","Counter Fraud","Cabinet Office","15","[c]","40190","34160"
"Leaver Dept.","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","10","[c]","31090","25560"
"Leaver Dept.","2022","Counter Fraud","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Department for Work and Pensions","95","[c]","28120","27570"
"Leaver Dept.","2022","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Department for Work and Pensions","55","[c]","23190","21260"
"Leaver Dept.","2022","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Attorney General's Departments","10","[c]","39950","32140"
"Leaver Dept.","2022","Digital, Data & Technology","Cabinet Office","60","[c]","47720","53810"
"Leaver Dept.","2022","Digital, Data & Technology","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","45","[c]","42290","37870"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Education","70","[c]","42780","40230"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Transport","45","[c]","36050","31200"
"Leaver Dept.","2022","Digital, Data & Technology","Department for Work and Pensions","115","[c]","41510","36650"
"Leaver Dept.","2022","Digital, Data & Technology","Department of Health and Social Care","265","[c]","43970","38870"
"Leaver Dept.","2022","Digital, Data & Technology","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","15","[c]","37090","38500"
"Leaver Dept.","2022","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Ministry of Defence","40","[c]","32470","33000"
"Leaver Dept.","2022","Digital, Data & Technology","National Crime Agency","10","[c]","42000","39180"
"Leaver Dept.","2022","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","UK Statistics Authority","30","[c]","43310","36840"
"Leaver Dept.","2022","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Cabinet Office","15","[c]","45940","41560"
"Leaver Dept.","2022","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Business, Energy and Industrial Strategy","15","[c]","42360","40220"
"Leaver Dept.","2022","Finance","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Education","40","[c]","43030","38880"
"Leaver Dept.","2022","Finance","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Department for Levelling Up, Housing and Communities","15","[c]","50730","53130"
"Leaver Dept.","2022","Finance","Department for Transport","20","[c]","35860","32320"
"Leaver Dept.","2022","Finance","Department for Work and Pensions","100","[c]","37800","35310"
"Leaver Dept.","2022","Finance","Department of Health and Social Care","265","[c]","40860","38570"
"Leaver Dept.","2022","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Foreign, Commonwealth and Development Office","10","[c]","38360","33930"
"Leaver Dept.","2022","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Ministry of Defence","40","[c]","47790","42540"
"Leaver Dept.","2022","Finance","Ministry of Justice","15","[c]","37310","35820"
"Leaver Dept.","2022","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Department for Environment, Food and Rural Affairs","60","[c]","24620","21300"
"Leaver Dept.","2022","Human Resources","Attorney General's Departments","15","[c]","35740","31830"
"Leaver Dept.","2022","Human Resources","Cabinet Office","145","[c]","39200","34550"
"Leaver Dept.","2022","Human Resources","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Business, Energy and Industrial Strategy","15","[c]","40800","39080"
"Leaver Dept.","2022","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Education","15","[c]","32370","28930"
"Leaver Dept.","2022","Human Resources","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Department for Levelling Up, Housing and Communities","10","[c]","32160","30190"
"Leaver Dept.","2022","Human Resources","Department for Transport","30","[c]","35820","33230"
"Leaver Dept.","2022","Human Resources","Department for Work and Pensions","100","[c]","31480","27570"
"Leaver Dept.","2022","Human Resources","Department of Health and Social Care","240","[c]","42510","36330"
"Leaver Dept.","2022","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Ministry of Defence","60","[c]","34390","32000"
"Leaver Dept.","2022","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","National Crime Agency","10","[c]","39300","36740"
"Leaver Dept.","2022","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","UK Statistics Authority","15","[c]","37950","33210"
"Leaver Dept.","2022","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Attorney General's Departments","190","[c]","42080","31050"
"Leaver Dept.","2022","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Cabinet Office","1365","[c]","41290","33250"
"Leaver Dept.","2022","No function","Charity Commission","10","[c]","32410","29160"
"Leaver Dept.","2022","No function","Department for Business, Energy and Industrial Strategy","610","[c]","42050","40050"
"Leaver Dept.","2022","No function","Department for Digital, Culture, Media and Sport","160","[c]","44740","36000"
"Leaver Dept.","2022","No function","Department for Education","285","[c]","43030","37100"
"Leaver Dept.","2022","No function","Department for Environment, Food and Rural Affairs","345","[c]","28160","24920"
"Leaver Dept.","2022","No function","Department for International Trade","135","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Department for Levelling Up, Housing and Communities","265","[c]","41210","36340"
"Leaver Dept.","2022","No function","Department for Transport","510","[c]","36730","34710"
"Leaver Dept.","2022","No function","Department for Work and Pensions","2310","[c]","28260","27570"
"Leaver Dept.","2022","No function","Department of Health and Social Care","6345","[c]","42940","37450"
"Leaver Dept.","2022","No function","Food Standards Agency","40","[c]","37480","37910"
"Leaver Dept.","2022","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","HM Treasury","150","[c]","48310","40810"
"Leaver Dept.","2022","No function","Ministry of Defence","170","[c]","36390","34250"
"Leaver Dept.","2022","No function","Ministry of Justice","1720","[c]","31470","26410"
"Leaver Dept.","2022","No function","National Crime Agency","60","[c]","41610","37560"
"Leaver Dept.","2022","No function","Northern Ireland Office","15","[c]","45820","49490"
"Leaver Dept.","2022","No function","Office for Standards in Education, Children's Services and Skills","20","[c]","38760","30440"
"Leaver Dept.","2022","No function","Office of Gas and Electricity Markets","80","[c]","35200","30950"
"Leaver Dept.","2022","No function","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Scotland","10","[c]","43050","38000"
"Leaver Dept.","2022","No function","Office of the Secretary of State for Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Scottish Government","45","[c]","30540","24930"
"Leaver Dept.","2022","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","UK Statistics Authority","75","[c]","29680","24950"
"Leaver Dept.","2022","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Cabinet Office","30","[c]","63410","64500"
"Leaver Dept.","2022","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Competition and Markets Authority","20","[c]","33440","28000"
"Leaver Dept.","2022","Project Delivery","Department for Business, Energy and Industrial Strategy","15","[c]","44180","44700"
"Leaver Dept.","2022","Project Delivery","Department for Digital, Culture, Media and Sport","15","[c]","40930","34020"
"Leaver Dept.","2022","Project Delivery","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Environment, Food and Rural Affairs","15","[c]","36010","36210"
"Leaver Dept.","2022","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Department for Levelling Up, Housing and Communities","15","[c]","37720","36400"
"Leaver Dept.","2022","Project Delivery","Department for Transport","10","[c]","38020","39470"
"Leaver Dept.","2022","Project Delivery","Department for Work and Pensions","60","[c]","35610","32580"
"Leaver Dept.","2022","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Foreign, Commonwealth and Development Office","55","[c]","47610","49920"
"Leaver Dept.","2022","Project Delivery","HM Revenue and Customs","10","[c]","46040","36120"
"Leaver Dept.","2022","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Ministry of Defence","370","[c]","36840","34480"
"Leaver Dept.","2022","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","National Crime Agency","10","[c]","45980","45480"
"Leaver Dept.","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","UK Statistics Authority","15","[c]","40100","36840"
"Leaver Dept.","2022","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Cabinet Office","20","[c]","47530","40600"
"Leaver Dept.","2022","Property","Department for Education","25","[c]","43960","36800"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care","40","[c]","41080","34650"
"Leaver Dept.","2022","Property","HM Revenue and Customs","40","[c]","24400","22040"
"Leaver Dept.","2022","Property","Ministry of Defence","30","[c]","34360","33370"
"Leaver Dept.","2022","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Cabinet Office","75","[c]","37480","33300"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence","60","[c]","35170","33970"
"Leaver Dept.","2022","Security","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","10","[c]","33930","26050"
"Leaver Dept.","2022","Unknown","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","220","[c]","34700","30090"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","305","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","1320","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","1400","[c]","35550","28990"
"Leaver Dept.","2022","Unknown","Ministry of Defence","225","[c]","33970","29200"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","80","[c]","42100","36300"
"Leaver Dept.","2022","Unknown","Welsh Government","55","[c]","40080","37410"
"New entrant CS","2022","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","40","[c]","44600","41210"
"New entrant CS","2022","Analysis","Competition and Markets Authority","25","[c]","38090","33120"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","65","[c]","33630","33570"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","25","[c]","36780","38020"
"New entrant CS","2022","Analysis","Department for Education","30","[c]","31960","32870"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","70","[c]","27460","27930"
"New entrant CS","2022","Analysis","Department for International Trade","55","[c]","31870","31800"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","45","[c]","31250","28000"
"New entrant CS","2022","Analysis","Department for Transport","75","[c]","39740","34710"
"New entrant CS","2022","Analysis","Department for Work and Pensions","105","[c]","29100","31000"
"New entrant CS","2022","Analysis","Department of Health and Social Care","85","[c]","38320","32790"
"New entrant CS","2022","Analysis","Food Standards Agency","15","[c]","33980","32350"
"New entrant CS","2022","Analysis","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","115","[c]","34480","33080"
"New entrant CS","2022","Analysis","HM Treasury","15","[c]","67160","40000"
"New entrant CS","2022","Analysis","Ministry of Defence","130","[c]","31330","29230"
"New entrant CS","2022","Analysis","Ministry of Justice","80","[c]","33640","31460"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","10","[c]","41240","34700"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","65","[c]","35550","30000"
"New entrant CS","2022","Analysis","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","400","[c]","32040","30710"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","15","[c]","42450","28000"
"New entrant CS","2022","Commercial","Attorney General's Departments","10","[c]","37700","31560"
"New entrant CS","2022","Commercial","Cabinet Office","295","[c]","61300","65000"
"New entrant CS","2022","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","25","[c]","39900","40050"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","80","[c]","31570","29360"
"New entrant CS","2022","Commercial","Department for Environment, Food and Rural Affairs","40","[c]","31880","32560"
