"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Social Research","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Gas and Electricity Markets","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of Rail and Road","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Office of the Secretary of State for Wales","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Other","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Psychology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scottish Government","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Other","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","The National Archives","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Export Finance","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Internal Audit","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","UK Statistics Authority","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
