"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","AA/AO","60","[c]","23310","23140"
"New entrant CS","2022","Undeclared","Ministry of Justice","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Justice","Unknown","135","[c]","31120","28410"
"New entrant CS","2022","Undeclared","National Crime Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Attorney General's Departments","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office","AA/AO","55","[c]","19980","18450"
"New entrant CS","2022","Unknown","Cabinet Office","EO","75","[c]","25600","25210"
"New entrant CS","2022","Unknown","Cabinet Office","G6/G7","225","[c]","67800","68000"
"New entrant CS","2022","Unknown","Cabinet Office","SCS level","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office","SEO/HEO","640","[c]","28790","28000"
"New entrant CS","2022","Unknown","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Chancellor's other departments","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","95","[c]","20680","20910"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","85","[c]","25960","24570"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","100","[c]","36750","35390"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education","EO","70","[c]","26120","25000"
"New entrant CS","2022","Unknown","Department for Education","G6/G7","45","[c]","53410","49960"
"New entrant CS","2022","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education","SEO/HEO","95","[c]","34340","36500"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","365","[c]","21310","21300"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","95","[c]","25540","24920"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","80","[c]","53180","52290"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","255","[c]","34070","32560"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","EO","85","[c]","26000","26250"
"New entrant CS","2022","Unknown","Department for International Trade","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for International Trade","SEO/HEO","45","[c]","32860","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","35","[c]","27080","27850"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","65","[c]","35190","33210"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport","AA/AO","345","[c]","21050","21840"
"New entrant CS","2022","Unknown","Department for Transport","EO","265","[c]","26560","26130"
"New entrant CS","2022","Unknown","Department for Transport","G6/G7","75","[c]","57830","54110"
"New entrant CS","2022","Unknown","Department for Transport","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Transport","SEO/HEO","150","[c]","36700","34710"
"New entrant CS","2022","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions","AA/AO","715","[c]","21570","21260"
"New entrant CS","2022","Unknown","Department for Work and Pensions","EO","690","[c]","28030","27570"
"New entrant CS","2022","Unknown","Department for Work and Pensions","G6/G7","50","[c]","57310","56060"
"New entrant CS","2022","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions","SEO/HEO","90","[c]","37050","36650"
"New entrant CS","2022","Unknown","Department of Health and Social Care","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care","EO","230","[c]","26500","27270"
"New entrant CS","2022","Unknown","Department of Health and Social Care","G6/G7","235","[c]","56710","53360"
"New entrant CS","2022","Unknown","Department of Health and Social Care","SCS level","45","[c]","105320","85200"
"New entrant CS","2022","Unknown","Department of Health and Social Care","SEO/HEO","475","[c]","34630","32790"
"New entrant CS","2022","Unknown","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","AA/AO","90","[c]","22650","22600"
"New entrant CS","2022","Unknown","HM Land Registry","EO","55","[c]","27930","27130"
"New entrant CS","2022","Unknown","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Land Registry","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","AA/AO","1570","[c]","21360","21250"
"New entrant CS","2022","Unknown","HM Revenue and Customs","EO","765","[c]","26960","26590"
"New entrant CS","2022","Unknown","HM Revenue and Customs","G6/G7","50","[c]","56750","54680"
"New entrant CS","2022","Unknown","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs","SEO/HEO","490","[c]","34920","33080"
"New entrant CS","2022","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","AA/AO","385","[c]","21970","21680"
"New entrant CS","2022","Unknown","Home Office","EO","1105","[c]","27470","24880"
"New entrant CS","2022","Unknown","Home Office","G6/G7","100","[c]","60940","57430"
"New entrant CS","2022","Unknown","Home Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","SEO/HEO","265","[c]","36480","35050"
"New entrant CS","2022","Unknown","Home Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","AA/AO","505","[c]","22280","21170"
"New entrant CS","2022","Unknown","Ministry of Defence","EO","350","[c]","23720","26350"
"New entrant CS","2022","Unknown","Ministry of Defence","G6/G7","100","[c]","59530","55550"
"New entrant CS","2022","Unknown","Ministry of Defence","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence","SEO/HEO","435","[c]","35050","34000"
"New entrant CS","2022","Unknown","Ministry of Defence","Unknown","205","[c]","23720","16190"
"New entrant CS","2022","Unknown","Ministry of Justice","AA/AO","2865","[c]","23070","23140"
"New entrant CS","2022","Unknown","Ministry of Justice","EO","225","[c]","26660","27070"
"New entrant CS","2022","Unknown","Ministry of Justice","G6/G7","40","[c]","58350","57260"
"New entrant CS","2022","Unknown","Ministry of Justice","SEO/HEO","355","[c]","34800","34260"
"New entrant CS","2022","Unknown","Ministry of Justice","Unknown","3215","[c]","27960","26310"
"New entrant CS","2022","Unknown","National Crime Agency","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","EO","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","AA/AO","910","[c]","21990","21640"
"New entrant CS","2022","Unknown","Scottish Government","EO","395","[c]","27410","27230"
"New entrant CS","2022","Unknown","Scottish Government","G6/G7","145","[c]","56370","53480"
"New entrant CS","2022","Unknown","Scottish Government","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Scottish Government","SEO/HEO","440","[c]","35520","31540"
"New entrant CS","2022","Unknown","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","UK Statistics Authority","AA/AO","55","[c]","19940","19860"
"New entrant CS","2022","Unknown","UK Statistics Authority","EO","5","[c]","[c]","[c]"
