"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government (excl. agencies)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Wilton Park","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Accountant in Bankruptcy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Animal and Plant Health Agency","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Companies House","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Commercial Service","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","AA/AO","15","[c]","23230","23230"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Office and Procurator Fiscal Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Legal","G6/G7","10","[c]","60900","62590"
"Leaver CS","2022","65+","Crown Prosecution Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Operational Delivery","AA/AO","10","[c]","23030","23550"
"Leaver CS","2022","65+","Crown Prosecution Service","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Crown Prosecution Service","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Electronics and Components Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Other","EO","35","[c]","21780","20860"
"Leaver CS","2022","65+","Defence Equipment and Support","Other","SEO/HEO","15","[c]","32570","31100"
"Leaver CS","2022","65+","Defence Equipment and Support","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Equipment and Support","Science and Engineering","SEO/HEO","25","[c]","38380","36810"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Science and Engineering","G6/G7","15","[c]","53940","51380"
"Leaver CS","2022","65+","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","10","[c]","35200","36460"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","AA/AO","25","[c]","21920","21260"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","EO","35","[c]","27960","27570"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","AA/AO","445","[c]","21170","21260"
