"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","G6/G7","35","35","58700","55670"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","SEO/HEO","65","60","38530","37930"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","G6/G7","45","40","61590","62120"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","SEO/HEO","65","65","38150","37610"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","EO","15","15","29130","28920"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","G6/G7","115","110","60750","62120"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","SEO/HEO","210","200","37980","37930"
"In post","2022","Analysis","HM Revenue and Customs","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Tax","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","G6/G7","25","25","61030","62120"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","SEO/HEO","25","25","39000","37930"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","G6/G7","20","20","59500","57060"
"In post","2022","Analysis","HM Treasury","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","AA/AO","10","10","20330","21170"
"In post","2022","Analysis","Ministry of Defence","Geography","EO","15","15","27570","26670"
"In post","2022","Analysis","Ministry of Defence","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","SEO/HEO","30","30","34930","33300"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","SEO/HEO","20","20","29200","29230"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","SEO/HEO","10","10","37760","38070"
"In post","2022","Analysis","Ministry of Defence","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Research","G6/G7","140","135","50500","47060"
"In post","2022","Analysis","Ministry of Defence","Operational Research","SEO/HEO","130","125","35780","38070"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","G6/G7","45","45","50900","47010"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","SEO/HEO","115","115","34370","38070"
"In post","2022","Analysis","Ministry of Defence","Statistics","AA/AO","10","10","22580","22640"
"In post","2022","Analysis","Ministry of Defence","Statistics","EO","55","55","28130","27850"
"In post","2022","Analysis","Ministry of Defence","Statistics","G6/G7","45","40","60130","60290"
"In post","2022","Analysis","Ministry of Defence","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Statistics","SEO/HEO","140","130","40090","39750"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","G6/G7","25","20","62360","60280"
"In post","2022","Analysis","Ministry of Justice","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","SEO/HEO","25","25","36250","34610"
"In post","2022","Analysis","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","EO","25","25","28030","28310"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","G6/G7","30","30","58970","56490"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","SEO/HEO","60","55","39130","38580"
"In post","2022","Analysis","Ministry of Justice","Operational Research","EO","10","10","27940","28310"
"In post","2022","Analysis","Ministry of Justice","Operational Research","G6/G7","50","50","61820","60280"
"In post","2022","Analysis","Ministry of Justice","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Operational Research","SEO/HEO","50","50","38730","38140"
"In post","2022","Analysis","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Social Research","G6/G7","40","35","60920","60280"
"In post","2022","Analysis","Ministry of Justice","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Social Research","SEO/HEO","40","40","39540","41750"
"In post","2022","Analysis","Ministry of Justice","Statistics","EO","25","25","27660","28310"
"In post","2022","Analysis","Ministry of Justice","Statistics","G6/G7","55","50","61440","60280"
"In post","2022","Analysis","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Statistics","SEO/HEO","60","60","39650","41750"
"In post","2022","Analysis","Ministry of Justice","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","G6/G7","10","10","65990","62810"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","SEO/HEO","25","25","35430","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","EO","10","10","25800","25880"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","G6/G7","10","10","62210","59810"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","SEO/HEO","65","60","36040","35010"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","G6/G7","25","25","54580","53200"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","SEO/HEO","15","15","35360","34000"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","G6/G7","10","10","60030","59600"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
