"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Human Resources","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Education","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Transport","EO","10","10","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Transport","HEO","10","10","34110","33350"
"In post","2022","60-64","Human Resources","Department for Transport","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Work and Pensions","AO","10","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Work and Pensions","EO","85","70","27980","27570"
"In post","2022","60-64","Human Resources","Department for Work and Pensions","G6","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Department for Work and Pensions","G7","15","15","52640","52100"
"In post","2022","60-64","Human Resources","Department for Work and Pensions","HEO","40","30","33750","33970"
"In post","2022","60-64","Human Resources","Department for Work and Pensions","SEO","20","15","39230","38340"
"In post","2022","60-64","Human Resources","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Revenue and Customs","AO","40","30","22090","22080"
"In post","2022","60-64","Human Resources","HM Revenue and Customs","EO","35","25","28000","27020"
"In post","2022","60-64","Human Resources","HM Revenue and Customs","G6","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Revenue and Customs","G7","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Revenue and Customs","HEO","40","30","35380","35260"
"In post","2022","60-64","Human Resources","HM Revenue and Customs","SEO","15","15","43570","43700"
"In post","2022","60-64","Human Resources","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Defence","AO","85","75","21720","21380"
"In post","2022","60-64","Human Resources","Ministry of Defence","EO","25","20","27350","26930"
"In post","2022","60-64","Human Resources","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Defence","G7","10","10","58030","56730"
"In post","2022","60-64","Human Resources","Ministry of Defence","HEO","30","25","34340","33300"
"In post","2022","60-64","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Defence","SEO","25","25","42180","42200"
"In post","2022","60-64","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","G6","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","G7","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","HEO","25","20","31390","31180"
"In post","2022","60-64","Human Resources","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Ministry of Justice","SEO","25","20","43270","41100"
"In post","2022","60-64","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","National Crime Agency","HEO","10","10","[c]","[c]"
"In post","2022","60-64","Human Resources","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Human Resources","UK Statistics Authority","HEO","5","5","[c]","[c]"
"In post","2022","60-64","Human Resources","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Treasury","G7","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Treasury","HEO","10","10","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","HM Treasury","SEO","25","20","44930","43870"
"In post","2022","60-64","Internal Audit","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Ministry of Defence","HEO","5","5","[c]","[c]"
"In post","2022","60-64","Internal Audit","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Attorney General's Departments","AO","100","85","23100","23720"
"In post","2022","60-64","Legal","Attorney General's Departments","EO","90","75","28810","28430"
"In post","2022","60-64","Legal","Attorney General's Departments","G6","55","50","74210","74660"
"In post","2022","60-64","Legal","Attorney General's Departments","G7","210","175","58980","55920"
"In post","2022","60-64","Legal","Attorney General's Departments","HEO","40","35","35030","34480"
"In post","2022","60-64","Legal","Attorney General's Departments","SCS level","20","20","91920","88880"
"In post","2022","60-64","Legal","Attorney General's Departments","SEO","5","5","[c]","[c]"
"In post","2022","60-64","Legal","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
