"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Counter Fraud","Outside London","SEO","30","[c]","38930","40180"
"New entrant CS","2022","Counter Fraud","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","AO","970","[c]","21280","21250"
"New entrant CS","2022","Debt","Outside London","EO","45","[c]","26900","26590"
"New entrant CS","2022","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","London","AO","35","[c]","21590","21170"
"New entrant CS","2022","Digital, Data & Technology","London","EO","110","[c]","28100","27910"
"New entrant CS","2022","Digital, Data & Technology","London","G6","35","[c]","68760","65960"
"New entrant CS","2022","Digital, Data & Technology","London","G7","180","[c]","56700","54700"
"New entrant CS","2022","Digital, Data & Technology","London","HEO","185","[c]","34180","33570"
"New entrant CS","2022","Digital, Data & Technology","London","SCS level","15","[c]","102670","93000"
"New entrant CS","2022","Digital, Data & Technology","London","SEO","160","[c]","42300","41750"
"New entrant CS","2022","Digital, Data & Technology","Outside London","AA","65","[c]","18340","17900"
"New entrant CS","2022","Digital, Data & Technology","Outside London","AO","165","[c]","21160","21170"
"New entrant CS","2022","Digital, Data & Technology","Outside London","EO","475","[c]","26170","26350"
"New entrant CS","2022","Digital, Data & Technology","Outside London","G6","50","[c]","64570","64180"
"New entrant CS","2022","Digital, Data & Technology","Outside London","G7","395","[c]","52190","50430"
"New entrant CS","2022","Digital, Data & Technology","Outside London","HEO","510","[c]","32080","33000"
"New entrant CS","2022","Digital, Data & Technology","Outside London","SCS level","10","[c]","101430","96000"
"New entrant CS","2022","Digital, Data & Technology","Outside London","SEO","440","[c]","38960","38170"
"New entrant CS","2022","Digital, Data & Technology","Outside London","Unknown","15","[c]","33100","32000"
"New entrant CS","2022","Digital, Data & Technology","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","EO","60","[c]","28110","27270"
"New entrant CS","2022","Finance","London","G6","15","[c]","68880","70000"
"New entrant CS","2022","Finance","London","G7","40","[c]","55960","54110"
"New entrant CS","2022","Finance","London","HEO","75","[c]","34450","33260"
"New entrant CS","2022","Finance","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","London","SEO","65","[c]","42540","41870"
"New entrant CS","2022","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","AO","160","[c]","21160","21250"
"New entrant CS","2022","Finance","Outside London","EO","265","[c]","24750","25000"
"New entrant CS","2022","Finance","Outside London","G6","15","[c]","63660","62000"
"New entrant CS","2022","Finance","Outside London","G7","85","[c]","51790","50080"
"New entrant CS","2022","Finance","Outside London","HEO","175","[c]","31520","31210"
"New entrant CS","2022","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Outside London","SEO","185","[c]","39210","38500"
"New entrant CS","2022","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","AO","480","[c]","21220","21300"
"New entrant CS","2022","Grants Management","Outside London","EO","35","[c]","24940","24920"
"New entrant CS","2022","Grants Management","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","AO","35","[c]","23540","23770"
"New entrant CS","2022","Human Resources","London","EO","140","[c]","27120","27270"
"New entrant CS","2022","Human Resources","London","G6","15","[c]","67780","66250"
"New entrant CS","2022","Human Resources","London","G7","35","[c]","56040","55000"
"New entrant CS","2022","Human Resources","London","HEO","110","[c]","32680","32790"
"New entrant CS","2022","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","London","SEO","45","[c]","41750","40650"
"New entrant CS","2022","Human Resources","Outside London","AA","20","[c]","18690","19380"
"New entrant CS","2022","Human Resources","Outside London","AO","250","[c]","21240","21170"
"New entrant CS","2022","Human Resources","Outside London","EO","250","[c]","25690","26350"
"New entrant CS","2022","Human Resources","Outside London","G6","20","[c]","64080","63500"
"New entrant CS","2022","Human Resources","Outside London","G7","95","[c]","51850","50000"
"New entrant CS","2022","Human Resources","Outside London","HEO","200","[c]","31320","31000"
"New entrant CS","2022","Human Resources","Outside London","SCS level","15","[c]","86870","74700"
"New entrant CS","2022","Human Resources","Outside London","SEO","105","[c]","39190","38650"
"New entrant CS","2022","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","London","SEO","10","[c]","45970","44830"
"New entrant CS","2022","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Outside London","SEO","15","[c]","40910","40090"
"New entrant CS","2022","Legal","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","London","AO","100","[c]","22160","21250"
"New entrant CS","2022","Legal","London","EO","175","[c]","27830","26950"
"New entrant CS","2022","Legal","London","G6","30","[c]","68320","63730"
"New entrant CS","2022","Legal","London","G7","195","[c]","53330","50500"
"New entrant CS","2022","Legal","London","HEO","75","[c]","40680","43920"
"New entrant CS","2022","Legal","London","SCS level","10","[c]","92990","98000"
"New entrant CS","2022","Legal","London","SEO","15","[c]","39100","37910"
"New entrant CS","2022","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","AO","220","[c]","21110","21250"
"New entrant CS","2022","Legal","Outside London","EO","130","[c]","26390","26590"
"New entrant CS","2022","Legal","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Outside London","G7","140","[c]","50940","48990"
"New entrant CS","2022","Legal","Outside London","HEO","80","[c]","37750","38000"
"New entrant CS","2022","Legal","Outside London","SEO","70","[c]","41640","41750"
"New entrant CS","2022","No function","London","AA","210","[c]","23220","24080"
"New entrant CS","2022","No function","London","AO","1100","[c]","26490","25110"
"New entrant CS","2022","No function","London","EO","2100","[c]","29170","29290"
"New entrant CS","2022","No function","London","G6","175","[c]","67040","65440"
"New entrant CS","2022","No function","London","G7","570","[c]","54120","53380"
"New entrant CS","2022","No function","London","HEO","2200","[c]","32580","32790"
"New entrant CS","2022","No function","London","SCS level","115","[c]","98840","90000"
"New entrant CS","2022","No function","London","SEO","745","[c]","40940","40190"
"New entrant CS","2022","No function","London","Unknown","1075","[c]","34270","32090"
"New entrant CS","2022","No function","Outside London","AA","2125","[c]","20170","20890"
"New entrant CS","2022","No function","Outside London","AO","12970","[c]","22100","21260"
"New entrant CS","2022","No function","Outside London","EO","5905","[c]","26950","27570"
"New entrant CS","2022","No function","Outside London","G6","125","[c]","65510","62420"
"New entrant CS","2022","No function","Outside London","G7","650","[c]","52580","49700"
"New entrant CS","2022","No function","Outside London","HEO","2605","[c]","31110","30850"
"New entrant CS","2022","No function","Outside London","SCS level","60","[c]","91810","85000"
"New entrant CS","2022","No function","Outside London","SEO","1150","[c]","39380","37750"
"New entrant CS","2022","No function","Outside London","Unknown","7515","[c]","27720","24800"
"New entrant CS","2022","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","AA","30","[c]","19140","18310"
"New entrant CS","2022","No function","Unknown","AO","70","[c]","21680","21300"
"New entrant CS","2022","No function","Unknown","EO","60","[c]","28780","29290"
"New entrant CS","2022","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","HEO","80","[c]","29280","28000"
"New entrant CS","2022","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Unknown","245","[c]","32880","28200"
"New entrant CS","2022","Project Delivery","London","AO","15","[c]","22860","22770"
"New entrant CS","2022","Project Delivery","London","EO","45","[c]","28010","27680"
"New entrant CS","2022","Project Delivery","London","G6","15","[c]","68650","70600"
"New entrant CS","2022","Project Delivery","London","G7","60","[c]","56000","54300"
"New entrant CS","2022","Project Delivery","London","HEO","70","[c]","35550","34710"
"New entrant CS","2022","Project Delivery","London","SCS level","15","[c]","106950","109500"
"New entrant CS","2022","Project Delivery","London","SEO","55","[c]","42900","43430"
"New entrant CS","2022","Project Delivery","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outside London","AO","115","[c]","21190","21260"
"New entrant CS","2022","Project Delivery","Outside London","EO","460","[c]","22720","23490"
"New entrant CS","2022","Project Delivery","Outside London","G6","35","[c]","67440","64520"
"New entrant CS","2022","Project Delivery","Outside London","G7","145","[c]","52510","52290"
"New entrant CS","2022","Project Delivery","Outside London","HEO","405","[c]","30980","31990"
"New entrant CS","2022","Project Delivery","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Outside London","SEO","365","[c]","40860","40000"
"New entrant CS","2022","Project Delivery","Outside London","Unknown","185","[c]","35730","32000"
"New entrant CS","2022","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","EO","45","[c]","26230","28500"
"New entrant CS","2022","Property","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","G7","25","[c]","55390","54850"
"New entrant CS","2022","Property","London","HEO","50","[c]","32480","32000"
"New entrant CS","2022","Property","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","SEO","35","[c]","43680","42300"
"New entrant CS","2022","Property","Outside London","AA","45","[c]","19230","19010"
"New entrant CS","2022","Property","Outside London","AO","265","[c]","21990","21750"
"New entrant CS","2022","Property","Outside London","EO","220","[c]","25260","25000"
"New entrant CS","2022","Property","Outside London","G6","35","[c]","64360","64040"
"New entrant CS","2022","Property","Outside London","G7","80","[c]","51730","50430"
"New entrant CS","2022","Property","Outside London","HEO","155","[c]","31140","32560"
"New entrant CS","2022","Property","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Outside London","SEO","120","[c]","40090","40000"
"New entrant CS","2022","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","AO","15","[c]","28630","25640"
"New entrant CS","2022","Security","London","EO","75","[c]","28060","28680"
"New entrant CS","2022","Security","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","HEO","30","[c]","34570","34550"
"New entrant CS","2022","Security","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","London","SEO","25","[c]","43040","41750"
"New entrant CS","2022","Security","Outside London","AA","215","[c]","23330","24720"
"New entrant CS","2022","Security","Outside London","AO","240","[c]","26370","23540"
"New entrant CS","2022","Security","Outside London","EO","105","[c]","27110","26350"
"New entrant CS","2022","Security","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Security","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Outside London","HEO","70","[c]","31900","32000"
"New entrant CS","2022","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Outside London","SEO","30","[c]","38590","38150"
"New entrant CS","2022","Security","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","EO","10","[c]","25180","23850"
"New entrant CS","2022","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","AA","50","[c]","22360","22460"
"New entrant CS","2022","Unknown","London","AO","100","[c]","25060","25630"
"New entrant CS","2022","Unknown","London","EO","565","[c]","29220","28650"
"New entrant CS","2022","Unknown","London","G6","25","[c]","72760","70830"
"New entrant CS","2022","Unknown","London","G7","90","[c]","58980","57430"
"New entrant CS","2022","Unknown","London","HEO","230","[c]","35350","35050"
"New entrant CS","2022","Unknown","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","SEO","135","[c]","42950","41950"
"New entrant CS","2022","Unknown","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","AA","935","[c]","20890","21050"
"New entrant CS","2022","Unknown","Outside London","AO","2115","[c]","22000","21300"
"New entrant CS","2022","Unknown","Outside London","EO","2775","[c]","26970","27230"
"New entrant CS","2022","Unknown","Outside London","G6","150","[c]","69800","65660"
"New entrant CS","2022","Unknown","Outside London","G7","425","[c]","53850","52050"
"New entrant CS","2022","Unknown","Outside London","HEO","1065","[c]","32390","31540"
"New entrant CS","2022","Unknown","Outside London","SCS level","45","[c]","89700","83230"
"New entrant CS","2022","Unknown","Outside London","SEO","665","[c]","40690","39660"
"New entrant CS","2022","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Overseas","HEO","15","[c]","39120","41600"
"New entrant CS","2022","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","EO","10","[c]","27850","27570"
"New entrant CS","2022","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HEO","10","[c]","35180","34170"
"New entrant CS","2022","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","155","[c]","20700","16190"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
