"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","London","315","305","43720","38230"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","90","90","47000","39640"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","London","London","35","30","46430","36590"
"In post","2022","Asian","Government Actuary's Department","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","London","London","45","40","48120","49750"
"In post","2022","Asian","Government Internal Audit Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Government Legal Department","London","London","290","275","48740","50620"
"In post","2022","Asian","Government Legal Department","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Legal Department","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Government Property Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","London","London","10","10","[c]","[c]"
"In post","2022","Asian","Government Property Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","London","London","10","10","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","East Midlands (England)","Outside London","220","195","23070","20970"
"In post","2022","Asian","HM Courts and Tribunals Service","East of England","Outside London","70","60","25400","23720"
"In post","2022","Asian","HM Courts and Tribunals Service","London","London","705","650","29930","24310"
"In post","2022","Asian","HM Courts and Tribunals Service","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","North West (England)","Outside London","105","95","25870","20970"
"In post","2022","Asian","HM Courts and Tribunals Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","South East (England)","Outside London","65","55","26050","21490"
"In post","2022","Asian","HM Courts and Tribunals Service","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Wales","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","West Midlands (England)","Outside London","265","240","24360","21320"
"In post","2022","Asian","HM Courts and Tribunals Service","Yorkshire and The Humber","Outside London","90","75","25940","20970"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","East Midlands (England)","Outside London","90","85","28540","27130"
"In post","2022","Asian","HM Land Registry","East of England","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","HM Land Registry","London","London","50","45","38130","30600"
"In post","2022","Asian","HM Land Registry","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","HM Land Registry","South West (England)","Outside London","20","15","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","West Midlands (England)","Outside London","35","30","31290","27130"
"In post","2022","Asian","HM Land Registry","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","East Midlands (England)","Outside London","175","160","29780","28200"
"In post","2022","Asian","HM Prison and Probation Service","East of England","Outside London","130","125","29600","28140"
"In post","2022","Asian","HM Prison and Probation Service","London","London","565","545","33730","31890"
"In post","2022","Asian","HM Prison and Probation Service","North East (England)","Outside London","30","30","30450","28370"
"In post","2022","Asian","HM Prison and Probation Service","North West (England)","Outside London","170","155","30350","26880"
"In post","2022","Asian","HM Prison and Probation Service","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","South East (England)","Outside London","205","190","29740","28170"
"In post","2022","Asian","HM Prison and Probation Service","South West (England)","Outside London","35","30","29480","28010"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Wales","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","West Midlands (England)","Outside London","350","335","29230","26100"
"In post","2022","Asian","HM Prison and Probation Service","Yorkshire and The Humber","Outside London","155","140","30970","28200"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Outside London","505","480","31400","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","East of England","Outside London","35","30","34850","33370"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","London","London","1500","1425","41110","37930"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","North East (England)","Outside London","195","185","28640","26590"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","North West (England)","Outside London","1085","1025","29480","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","10","5","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Scotland","Outside London","145","135","26740","26590"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","South East (England)","Outside London","75","70","32710","31020"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","South West (England)","Outside London","55","50","34440","33080"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Wales","Outside London","150","140","28470","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Outside London","965","930","31020","27570"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Outside London","920","860","27990","26590"
"In post","2022","Asian","HM Treasury (excl. agencies)","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","London","London","215","210","45180","40050"
"In post","2022","Asian","HM Treasury (excl. agencies)","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
