"Status","Year","Disability","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","330","[c]","21550","21300"
"New entrant CS","2022","Declared non-disabled","Unknown","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department for Work and Pensions","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","HM Land Registry","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Ministry of Defence","135","[c]","29310","26030"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Ministry of Justice","40","[c]","26880","27060"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Office of Gas and Electricity Markets","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Scottish Government","105","[c]","21530","20950"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","No function","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Ministry of Defence","35","[c]","29140","28390"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Ministry of Defence","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Chancellor's other departments","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","White","Analysis","Competition and Markets Authority","15","[c]","[c]","[c]"
