"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Transport","Finance","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Work and Pensions","Finance","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
