"Status","Year","Disability","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Outside London","Heterosexual / straight","1260","1205","37570","34600"
"In post","2022","Declared disabled","Scottish Government","Outside London","LGBO","265","260","34860","31540"
"In post","2022","Declared disabled","Scottish Government","Outside London","Undeclared","110","100","38210","34600"
"In post","2022","Declared disabled","Scottish Government","Outside London","Unknown","340","315","34060","35000"
"In post","2022","Declared disabled","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Statistics Authority","Outside London","Heterosexual / straight","410","360","32640","30710"
"In post","2022","Declared disabled","UK Statistics Authority","Outside London","LGBO","60","55","33920","31320"
"In post","2022","Declared disabled","UK Statistics Authority","Outside London","Undeclared","30","25","28830","30710"
"In post","2022","Declared disabled","UK Statistics Authority","Outside London","Unknown","55","45","31840","30210"
"In post","2022","Declared disabled","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Outside London","Heterosexual / straight","270","255","38930","38160"
"In post","2022","Declared disabled","Welsh Government","Outside London","LGBO","30","30","43410","40070"
"In post","2022","Declared disabled","Welsh Government","Outside London","Undeclared","40","40","40120","38160"
"In post","2022","Declared disabled","Welsh Government","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Welsh Government","Overseas","Undeclared","[c]","[c]","[c]","[c]"
