"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","White","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Attorney General's Departments","AO","215","205","22750","22200"
"In post","2022","Unknown","White","Attorney General's Departments","EO","185","180","26750","26950"
"In post","2022","Unknown","White","Attorney General's Departments","G6","40","35","69440","67000"
"In post","2022","Unknown","White","Attorney General's Departments","G7","370","350","52920","53050"
"In post","2022","Unknown","White","Attorney General's Departments","HEO","110","105","35370","38000"
"In post","2022","Unknown","White","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","White","Attorney General's Departments","SEO","30","25","[c]","[c]"
"In post","2022","Unknown","White","Cabinet Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Cabinet Office","AO","20","20","[c]","[c]"
"In post","2022","Unknown","White","Cabinet Office","EO","50","50","25770","25520"
"In post","2022","Unknown","White","Cabinet Office","G6","40","40","67190","65860"
"In post","2022","Unknown","White","Cabinet Office","G7","95","90","53660","51600"
"In post","2022","Unknown","White","Cabinet Office","HEO","85","85","31050","30940"
"In post","2022","Unknown","White","Cabinet Office","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","White","Cabinet Office","SEO","90","90","39170","39360"
"In post","2022","Unknown","White","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Chancellor's other departments","G6","10","5","[c]","[c]"
"In post","2022","Unknown","White","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","AO","5","5","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","EO","20","20","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","G7","10","10","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","HEO","35","35","29580","29160"
"In post","2022","Unknown","White","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Charity Commission","SEO","25","20","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","G6","5","5","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","White","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","AO","150","125","22090","22740"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","EO","120","115","26550","26380"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","G6","35","30","67710","64940"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","G7","90","85","54920","53600"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","HEO","220","205","33590","33720"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2022","Unknown","White","Department for Business, Energy and Industrial Strategy","SEO","125","120","41980","40220"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","G7","10","10","[c]","[c]"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","HEO","10","10","[c]","[c]"
"In post","2022","Unknown","White","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Education","AO","15","15","[c]","[c]"
"In post","2022","Unknown","White","Department for Education","EO","225","220","25430","25000"
"In post","2022","Unknown","White","Department for Education","G6","60","60","64050","64180"
"In post","2022","Unknown","White","Department for Education","G7","235","230","51400","49860"
"In post","2022","Unknown","White","Department for Education","HEO","305","300","30760","29360"
"In post","2022","Unknown","White","Department for Education","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","White","Department for Education","SEO","310","305","38510","36500"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","AO","5","5","[c]","[c]"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","EO","25","25","[c]","[c]"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","G6","15","15","[c]","[c]"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","G7","40","35","49570","48080"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","HEO","50","45","30370","29750"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","SEO","40","40","38080","37280"
"In post","2022","Unknown","White","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2022","Unknown","White","Department for International Trade","G6","25","25","[c]","[c]"
"In post","2022","Unknown","White","Department for International Trade","G7","80","75","53550","51970"
"In post","2022","Unknown","White","Department for International Trade","HEO","50","50","32980","31800"
"In post","2022","Unknown","White","Department for International Trade","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","White","Department for International Trade","SEO","65","65","40100","38160"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","AO","10","10","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","G6","20","20","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","G7","10","10","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","HEO","5","5","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","SEO","5","5","[c]","[c]"
"In post","2022","Unknown","White","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Transport","AA","20","15","[c]","[c]"
"In post","2022","Unknown","White","Department for Transport","AO","125","115","24870","21840"
"In post","2022","Unknown","White","Department for Transport","EO","70","70","28790","26780"
"In post","2022","Unknown","White","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Transport","G7","15","15","[c]","[c]"
"In post","2022","Unknown","White","Department for Transport","HEO","40","35","33940","34730"
"In post","2022","Unknown","White","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Transport","SEO","25","20","[c]","[c]"
"In post","2022","Unknown","White","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Work and Pensions","AO","95","85","21350","21260"
"In post","2022","Unknown","White","Department for Work and Pensions","EO","165","150","27800","27570"
"In post","2022","Unknown","White","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Work and Pensions","G7","10","10","[c]","[c]"
"In post","2022","Unknown","White","Department for Work and Pensions","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","White","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Department for Work and Pensions","SEO","10","10","[c]","[c]"
"In post","2022","Unknown","White","Department of Health and Social Care","AA","25","20","[c]","[c]"
"In post","2022","Unknown","White","Department of Health and Social Care","AO","80","75","22360","22270"
"In post","2022","Unknown","White","Department of Health and Social Care","EO","250","240","27000","27270"
"In post","2022","Unknown","White","Department of Health and Social Care","G6","300","285","68370","66560"
"In post","2022","Unknown","White","Department of Health and Social Care","G7","680","655","53120","53360"
"In post","2022","Unknown","White","Department of Health and Social Care","HEO","405","390","32790","32790"
"In post","2022","Unknown","White","Department of Health and Social Care","SCS level","190","180","101370","95110"
"In post","2022","Unknown","White","Department of Health and Social Care","SEO","525","505","40600","40650"
"In post","2022","Unknown","White","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Estyn","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","EO","15","15","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","G7","5","5","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","HEO","20","20","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Food Standards Agency","SEO","25","25","[c]","[c]"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","AO","20","20","[c]","[c]"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","EO","35","30","29690","30630"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","G6","60","60","68120","69190"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","G7","95","90","56980","57360"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","HEO","50","50","35940","35700"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","SCS level","55","55","87430","78200"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","SEO","35","35","43020","42420"
"In post","2022","Unknown","White","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","HM Land Registry","AA","10","10","[c]","[c]"
"In post","2022","Unknown","White","HM Land Registry","AO","385","365","22650","22600"
"In post","2022","Unknown","White","HM Land Registry","EO","195","190","27420","27130"
"In post","2022","Unknown","White","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","HM Land Registry","G7","25","25","[c]","[c]"
"In post","2022","Unknown","White","HM Land Registry","HEO","30","30","35760","33840"
"In post","2022","Unknown","White","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","HM Land Registry","SEO","45","45","40470","38550"
